id,stateabb1,ccode1,stateabb2,ccode2,year,joint_igo_membership
772,USA,2,PAN,95,1985,1
773,USA,2,PAN,95,1986,1
774,USA,2,PAN,95,1987,1
775,USA,2,PAN,95,1988,1
776,USA,2,PAN,95,1989,1
777,USA,2,PAN,95,1990,1
778,USA,2,PAN,95,1991,1
779,USA,2,PAN,95,1992,1
780,USA,2,PAN,95,1993,1
781,USA,2,PAN,95,1994,1
782,USA,2,PAN,95,1995,1
783,USA,2,PAN,95,1996,1
784,USA,2,PAN,95,1997,1
785,USA,2,PAN,95,1998,1
786,USA,2,PAN,95,1999,1
787,USA,2,PAN,95,2000,1
788,USA,2,PAN,95,2001,1
789,USA,2,PAN,95,2002,1
790,USA,2,PAN,95,2003,1
791,USA,2,PAN,95,2004,1
792,USA,2,PAN,95,2005,1
793,USA,2,COL,100,1965,1
794,USA,2,COL,100,1966,1
795,USA,2,COL,100,1967,1
796,USA,2,COL,100,1968,1
797,USA,2,COL,100,1969,1
798,USA,2,COL,100,1970,1
799,USA,2,COL,100,1971,1
800,USA,2,COL,100,1972,1
801,USA,2,COL,100,1973,1
802,USA,2,COL,100,1974,1
803,USA,2,COL,100,1975,1
804,USA,2,COL,100,1976,1
805,USA,2,COL,100,1977,1
806,USA,2,COL,100,1978,1
807,USA,2,COL,100,1979,1
808,USA,2,COL,100,1980,1
809,USA,2,COL,100,1981,1
810,USA,2,COL,100,1982,1
811,USA,2,COL,100,1983,1
812,USA,2,COL,100,1984,1
813,USA,2,COL,100,1985,1
814,USA,2,COL,100,1986,1
815,USA,2,COL,100,1987,1
816,USA,2,COL,100,1988,1
817,USA,2,COL,100,1989,1
818,USA,2,COL,100,1990,1
819,USA,2,COL,100,1991,1
820,USA,2,COL,100,1992,1
821,USA,2,COL,100,1993,1
822,USA,2,COL,100,1994,1
823,USA,2,COL,100,1995,1
824,USA,2,COL,100,1996,1
825,USA,2,COL,100,1997,1
826,USA,2,COL,100,1998,1
827,USA,2,COL,100,1999,1
828,USA,2,COL,100,2000,1
829,USA,2,COL,100,2001,1
830,USA,2,COL,100,2002,1
831,USA,2,COL,100,2003,1
832,USA,2,COL,100,2004,1
833,USA,2,COL,100,2005,1
834,USA,2,VEN,101,1965,1
835,USA,2,VEN,101,1966,1
836,USA,2,VEN,101,1967,1
837,USA,2,VEN,101,1968,1
838,USA,2,VEN,101,1969,1
839,USA,2,VEN,101,1970,1
840,USA,2,VEN,101,1971,1
841,USA,2,VEN,101,1972,1
842,USA,2,VEN,101,1973,1
843,USA,2,VEN,101,1974,1
844,USA,2,VEN,101,1975,1
845,USA,2,VEN,101,1976,1
846,USA,2,VEN,101,1977,1
847,USA,2,VEN,101,1978,1
848,USA,2,VEN,101,1979,1
849,USA,2,VEN,101,1980,1
850,USA,2,VEN,101,1981,1
851,USA,2,VEN,101,1982,1
852,USA,2,VEN,101,1983,1
853,USA,2,VEN,101,1984,1
854,USA,2,VEN,101,1985,1
855,USA,2,VEN,101,1986,1
856,USA,2,VEN,101,1987,1
857,USA,2,VEN,101,1988,1
858,USA,2,VEN,101,1989,1
859,USA,2,VEN,101,1990,1
860,USA,2,VEN,101,1991,1
861,USA,2,VEN,101,1992,1
862,USA,2,VEN,101,1993,1
863,USA,2,VEN,101,1994,1
864,USA,2,VEN,101,1995,1
865,USA,2,VEN,101,1996,1
866,USA,2,VEN,101,1997,1
867,USA,2,VEN,101,1998,1
868,USA,2,VEN,101,1999,1
869,USA,2,VEN,101,2000,1
870,USA,2,VEN,101,2001,1
871,USA,2,VEN,101,2002,1
872,USA,2,VEN,101,2003,1
873,USA,2,VEN,101,2004,1
874,USA,2,VEN,101,2005,1
875,USA,2,GUY,110,1966,1
876,USA,2,GUY,110,1967,1
877,USA,2,GUY,110,1968,1
878,USA,2,GUY,110,1969,1
879,USA,2,GUY,110,1970,1
880,USA,2,GUY,110,1971,1
881,USA,2,GUY,110,1972,1
882,USA,2,GUY,110,1973,1
883,USA,2,GUY,110,1974,1
884,USA,2,GUY,110,1975,1
885,USA,2,GUY,110,1976,1
886,USA,2,GUY,110,1977,1
887,USA,2,GUY,110,1978,1
888,USA,2,GUY,110,1979,1
889,USA,2,GUY,110,1980,1
890,USA,2,GUY,110,1981,1
891,USA,2,GUY,110,1982,1
892,USA,2,GUY,110,1983,1
893,USA,2,GUY,110,1984,1
894,USA,2,GUY,110,1985,1
895,USA,2,GUY,110,1986,1
896,USA,2,GUY,110,1987,1
897,USA,2,GUY,110,1988,1
898,USA,2,GUY,110,1989,1
899,USA,2,GUY,110,1990,1
900,USA,2,GUY,110,1991,1
901,USA,2,GUY,110,1992,1
902,USA,2,GUY,110,1993,1
903,USA,2,GUY,110,1994,1
904,USA,2,GUY,110,1995,1
905,USA,2,GUY,110,1996,1
906,USA,2,GUY,110,1997,1
907,USA,2,GUY,110,1998,1
908,USA,2,GUY,110,1999,1
909,USA,2,GUY,110,2000,1
910,USA,2,GUY,110,2001,1
911,USA,2,GUY,110,2002,1
912,USA,2,GUY,110,2003,1
913,USA,2,GUY,110,2004,1
914,USA,2,GUY,110,2005,1
915,USA,2,SUR,115,1975,1
916,USA,2,SUR,115,1976,1
917,USA,2,SUR,115,1977,1
918,USA,2,SUR,115,1978,1
919,USA,2,SUR,115,1979,1
920,USA,2,SUR,115,1980,1
921,USA,2,SUR,115,1981,1
922,USA,2,SUR,115,1982,1
923,USA,2,SUR,115,1983,1
924,USA,2,SUR,115,1984,1
925,USA,2,SUR,115,1985,1
926,USA,2,SUR,115,1986,1
927,USA,2,SUR,115,1987,1
928,USA,2,SUR,115,1988,1
929,USA,2,SUR,115,1989,1
930,USA,2,SUR,115,1990,1
931,USA,2,SUR,115,1991,1
932,USA,2,SUR,115,1992,1
933,USA,2,SUR,115,1993,1
934,USA,2,SUR,115,1994,1
935,USA,2,SUR,115,1995,1
936,USA,2,SUR,115,1996,1
937,USA,2,SUR,115,1997,1
938,USA,2,SUR,115,1998,1
939,USA,2,SUR,115,1999,1
940,USA,2,SUR,115,2000,1
941,USA,2,SUR,115,2001,1
942,USA,2,SUR,115,2002,1
943,USA,2,SUR,115,2003,1
944,USA,2,SUR,115,2004,1
945,USA,2,SUR,115,2005,1
946,USA,2,ECU,130,1965,1
947,USA,2,ECU,130,1966,1
948,USA,2,ECU,130,1967,1
949,USA,2,ECU,130,1968,1
950,USA,2,ECU,130,1969,1
951,USA,2,ECU,130,1970,1
952,USA,2,ECU,130,1971,1
953,USA,2,ECU,130,1972,1
954,USA,2,ECU,130,1973,1
955,USA,2,ECU,130,1974,1
956,USA,2,ECU,130,1975,1
957,USA,2,ECU,130,1976,1
958,USA,2,ECU,130,1977,1
959,USA,2,ECU,130,1978,1
960,USA,2,ECU,130,1979,1
961,USA,2,ECU,130,1980,1
962,USA,2,ECU,130,1981,1
963,USA,2,ECU,130,1982,1
964,USA,2,ECU,130,1983,1
965,USA,2,ECU,130,1984,1
966,USA,2,ECU,130,1985,1
967,USA,2,ECU,130,1986,1
968,USA,2,ECU,130,1987,1
969,USA,2,ECU,130,1988,1
970,USA,2,ECU,130,1989,1
971,USA,2,ECU,130,1990,1
972,USA,2,ECU,130,1991,1
973,USA,2,ECU,130,1992,1
974,USA,2,ECU,130,1993,1
975,USA,2,ECU,130,1994,1
976,USA,2,ECU,130,1995,1
977,USA,2,ECU,130,1996,1
978,USA,2,ECU,130,1997,1
979,USA,2,ECU,130,1998,1
980,USA,2,ECU,130,1999,1
981,USA,2,ECU,130,2000,1
982,USA,2,ECU,130,2001,1
983,USA,2,ECU,130,2002,1
984,USA,2,ECU,130,2003,1
985,USA,2,ECU,130,2004,1
986,USA,2,ECU,130,2005,1
987,USA,2,PER,135,1965,1
988,USA,2,PER,135,1966,1
989,USA,2,PER,135,1967,1
990,USA,2,PER,135,1968,1
991,USA,2,PER,135,1969,1
992,USA,2,PER,135,1970,1
993,USA,2,PER,135,1971,1
994,USA,2,PER,135,1972,1
995,USA,2,PER,135,1973,1
996,USA,2,PER,135,1974,1
997,USA,2,PER,135,1975,1
998,USA,2,PER,135,1976,1
999,USA,2,PER,135,1977,1
1000,USA,2,PER,135,1978,1
1001,USA,2,PER,135,1979,1
1002,USA,2,PER,135,1980,1
1003,USA,2,PER,135,1981,1
1004,USA,2,PER,135,1982,1
1005,USA,2,PER,135,1983,1
1006,USA,2,PER,135,1984,1
1007,USA,2,PER,135,1985,1
1008,USA,2,PER,135,1986,1
1009,USA,2,PER,135,1987,1
1010,USA,2,PER,135,1988,1
1011,USA,2,PER,135,1989,1
1012,USA,2,PER,135,1990,1
1013,USA,2,PER,135,1991,1
1014,USA,2,PER,135,1992,1
1015,USA,2,PER,135,1993,1
1016,USA,2,PER,135,1994,1
1017,USA,2,PER,135,1995,1
1018,USA,2,PER,135,1996,1
1019,USA,2,PER,135,1997,1
1020,USA,2,PER,135,1998,1
1021,USA,2,PER,135,1999,1
1022,USA,2,PER,135,2000,1
1023,USA,2,PER,135,2001,1
1024,USA,2,PER,135,2002,1
1025,USA,2,PER,135,2003,1
1026,USA,2,PER,135,2004,1
1027,USA,2,PER,135,2005,1
1028,USA,2,BRA,140,1965,1
1029,USA,2,BRA,140,1966,1
1030,USA,2,BRA,140,1967,1
1031,USA,2,BRA,140,1968,1
1032,USA,2,BRA,140,1969,1
1033,USA,2,BRA,140,1970,1
1034,USA,2,BRA,140,1971,1
1035,USA,2,BRA,140,1972,1
1036,USA,2,BRA,140,1973,1
1037,USA,2,BRA,140,1974,1
1038,USA,2,BRA,140,1975,1
1039,USA,2,BRA,140,1976,1
1040,USA,2,BRA,140,1977,1
1041,USA,2,BRA,140,1978,1
1042,USA,2,BRA,140,1979,1
1043,USA,2,BRA,140,1980,1
1044,USA,2,BRA,140,1981,1
1045,USA,2,BRA,140,1982,1
1046,USA,2,BRA,140,1983,1
1047,USA,2,BRA,140,1984,1
1048,USA,2,BRA,140,1985,1
1049,USA,2,BRA,140,1986,1
1050,USA,2,BRA,140,1987,1
1051,USA,2,BRA,140,1988,1
1052,USA,2,BRA,140,1989,1
1053,USA,2,BRA,140,1990,1
1054,USA,2,BRA,140,1991,1
1055,USA,2,BRA,140,1992,1
1056,USA,2,BRA,140,1993,1
1057,USA,2,BRA,140,1994,1
1058,USA,2,BRA,140,1995,1
1059,USA,2,BRA,140,1996,1
1060,USA,2,BRA,140,1997,1
1061,USA,2,BRA,140,1998,1
1062,USA,2,BRA,140,1999,1
1063,USA,2,BRA,140,2000,1
1064,USA,2,BRA,140,2001,1
1065,USA,2,BRA,140,2002,1
1066,USA,2,BRA,140,2003,1
1067,USA,2,BRA,140,2004,1
1068,USA,2,BRA,140,2005,1
1069,USA,2,BOL,145,1965,1
1070,USA,2,BOL,145,1966,1
1071,USA,2,BOL,145,1967,1
1072,USA,2,BOL,145,1968,1
1073,USA,2,BOL,145,1969,1
1074,USA,2,BOL,145,1970,1
1075,USA,2,BOL,145,1971,1
1076,USA,2,BOL,145,1972,1
1077,USA,2,BOL,145,1973,1
1078,USA,2,BOL,145,1974,1
1079,USA,2,BOL,145,1975,1
1080,USA,2,BOL,145,1976,1
1081,USA,2,BOL,145,1977,1
1082,USA,2,BOL,145,1978,1
1083,USA,2,BOL,145,1979,1
1084,USA,2,BOL,145,1980,1
1085,USA,2,BOL,145,1981,1
1086,USA,2,BOL,145,1982,1
1087,USA,2,BOL,145,1983,1
1088,USA,2,BOL,145,1984,1
1089,USA,2,BOL,145,1985,1
1090,USA,2,BOL,145,1986,1
1091,USA,2,BOL,145,1987,1
1092,USA,2,BOL,145,1988,1
1093,USA,2,BOL,145,1989,1
1094,USA,2,BOL,145,1990,1
1095,USA,2,BOL,145,1991,1
1096,USA,2,BOL,145,1992,1
1097,USA,2,BOL,145,1993,1
1098,USA,2,BOL,145,1994,1
1099,USA,2,BOL,145,1995,1
1100,USA,2,BOL,145,1996,1
1101,USA,2,BOL,145,1997,1
1102,USA,2,BOL,145,1998,1
1103,USA,2,BOL,145,1999,1
1104,USA,2,BOL,145,2000,1
1105,USA,2,BOL,145,2001,1
1106,USA,2,BOL,145,2002,1
1107,USA,2,BOL,145,2003,1
1108,USA,2,BOL,145,2004,1
1109,USA,2,BOL,145,2005,1
1110,USA,2,PAR,150,1965,1
1111,USA,2,PAR,150,1966,1
1112,USA,2,PAR,150,1967,1
1113,USA,2,PAR,150,1968,1
1114,USA,2,PAR,150,1969,1
1115,USA,2,PAR,150,1970,1
1116,USA,2,PAR,150,1971,1
1117,USA,2,PAR,150,1972,1
1118,USA,2,PAR,150,1973,1
1119,USA,2,PAR,150,1974,1
1120,USA,2,PAR,150,1975,1
1121,USA,2,PAR,150,1976,1
1122,USA,2,PAR,150,1977,1
1123,USA,2,PAR,150,1978,1
1124,USA,2,PAR,150,1979,1
1125,USA,2,PAR,150,1980,1
1126,USA,2,PAR,150,1981,1
1127,USA,2,PAR,150,1982,1
1128,USA,2,PAR,150,1983,1
1129,USA,2,PAR,150,1984,1
1130,USA,2,PAR,150,1985,1
1131,USA,2,PAR,150,1986,1
1132,USA,2,PAR,150,1987,1
1133,USA,2,PAR,150,1988,1
1134,USA,2,PAR,150,1989,1
1135,USA,2,PAR,150,1990,1
1136,USA,2,PAR,150,1991,1
1137,USA,2,PAR,150,1992,1
1138,USA,2,PAR,150,1993,1
1139,USA,2,PAR,150,1994,1
1140,USA,2,PAR,150,1995,1
1141,USA,2,PAR,150,1996,1
1142,USA,2,PAR,150,1997,1
1143,USA,2,PAR,150,1998,1
1144,USA,2,PAR,150,1999,1
1145,USA,2,PAR,150,2000,1
1146,USA,2,PAR,150,2001,1
1147,USA,2,PAR,150,2002,1
1148,USA,2,PAR,150,2003,1
1149,USA,2,PAR,150,2004,1
1150,USA,2,PAR,150,2005,1
1151,USA,2,CHL,155,1965,1
1152,USA,2,CHL,155,1966,1
1153,USA,2,CHL,155,1967,1
1154,USA,2,CHL,155,1968,1
1155,USA,2,CHL,155,1969,1
1156,USA,2,CHL,155,1970,1
1157,USA,2,CHL,155,1971,1
1158,USA,2,CHL,155,1972,1
1159,USA,2,CHL,155,1973,1
1160,USA,2,CHL,155,1974,1
1161,USA,2,CHL,155,1975,1
1162,USA,2,CHL,155,1976,1
1163,USA,2,CHL,155,1977,1
1164,USA,2,CHL,155,1978,1
1165,USA,2,CHL,155,1979,1
1166,USA,2,CHL,155,1980,1
1167,USA,2,CHL,155,1981,1
1168,USA,2,CHL,155,1982,1
1169,USA,2,CHL,155,1983,1
1170,USA,2,CHL,155,1984,1
1171,USA,2,CHL,155,1985,1
1172,USA,2,CHL,155,1986,1
1173,USA,2,CHL,155,1987,1
1174,USA,2,CHL,155,1988,1
1175,USA,2,CHL,155,1989,1
1176,USA,2,CHL,155,1990,1
1177,USA,2,CHL,155,1991,1
1178,USA,2,CHL,155,1992,1
1179,USA,2,CHL,155,1993,1
1180,USA,2,CHL,155,1994,1
1181,USA,2,CHL,155,1995,1
1182,USA,2,CHL,155,1996,1
1183,USA,2,CHL,155,1997,1
1184,USA,2,CHL,155,1998,1
1185,USA,2,CHL,155,1999,1
1186,USA,2,CHL,155,2000,1
1187,USA,2,CHL,155,2001,1
1188,USA,2,CHL,155,2002,1
1189,USA,2,CHL,155,2003,1
1190,USA,2,CHL,155,2004,1
1191,USA,2,CHL,155,2005,1
1192,USA,2,ARG,160,1965,1
1193,USA,2,ARG,160,1966,1
1194,USA,2,ARG,160,1967,1
1195,USA,2,ARG,160,1968,1
1196,USA,2,ARG,160,1969,1
1197,USA,2,ARG,160,1970,1
1198,USA,2,ARG,160,1971,1
1199,USA,2,ARG,160,1972,1
1200,USA,2,ARG,160,1973,1
1201,USA,2,ARG,160,1974,1
1202,USA,2,ARG,160,1975,1
1203,USA,2,ARG,160,1976,1
1204,USA,2,ARG,160,1977,1
1205,USA,2,ARG,160,1978,1
1206,USA,2,ARG,160,1979,1
1207,USA,2,ARG,160,1980,1
1208,USA,2,ARG,160,1981,1
1209,USA,2,ARG,160,1982,1
1210,USA,2,ARG,160,1983,1
1211,USA,2,ARG,160,1984,1
1212,USA,2,ARG,160,1985,1
1213,USA,2,ARG,160,1986,1
1214,USA,2,ARG,160,1987,1
1215,USA,2,ARG,160,1988,1
1216,USA,2,ARG,160,1989,1
1217,USA,2,ARG,160,1990,1
1218,USA,2,ARG,160,1991,1
1219,USA,2,ARG,160,1992,1
1220,USA,2,ARG,160,1993,1
1221,USA,2,ARG,160,1994,1
1222,USA,2,ARG,160,1995,1
1223,USA,2,ARG,160,1996,1
1224,USA,2,ARG,160,1997,1
1225,USA,2,ARG,160,1998,1
1226,USA,2,ARG,160,1999,1
1227,USA,2,ARG,160,2000,1
1228,USA,2,ARG,160,2001,1
1229,USA,2,ARG,160,2002,1
1230,USA,2,ARG,160,2003,1
1231,USA,2,ARG,160,2004,1
1232,USA,2,ARG,160,2005,1
1233,USA,2,URU,165,1965,1
1234,USA,2,URU,165,1966,1
1235,USA,2,URU,165,1967,1
1236,USA,2,URU,165,1968,1
1237,USA,2,URU,165,1969,1
1238,USA,2,URU,165,1970,1
1239,USA,2,URU,165,1971,1
1240,USA,2,URU,165,1972,1
1241,USA,2,URU,165,1973,1
1242,USA,2,URU,165,1974,1
1243,USA,2,URU,165,1975,1
1244,USA,2,URU,165,1976,1
1245,USA,2,URU,165,1977,1
1246,USA,2,URU,165,1978,1
1247,USA,2,URU,165,1979,1
1248,USA,2,URU,165,1980,1
1249,USA,2,URU,165,1981,1
1250,USA,2,URU,165,1982,1
1251,USA,2,URU,165,1983,1
1252,USA,2,URU,165,1984,1
1253,USA,2,URU,165,1985,1
1254,USA,2,URU,165,1986,1
1255,USA,2,URU,165,1987,1
1256,USA,2,URU,165,1988,1
1257,USA,2,URU,165,1989,1
1258,USA,2,URU,165,1990,1
1259,USA,2,URU,165,1991,1
1260,USA,2,URU,165,1992,1
1261,USA,2,URU,165,1993,1
1262,USA,2,URU,165,1994,1
1263,USA,2,URU,165,1995,1
1264,USA,2,URU,165,1996,1
1265,USA,2,URU,165,1997,1
1266,USA,2,URU,165,1998,1
1267,USA,2,URU,165,1999,1
1268,USA,2,URU,165,2000,1
1269,USA,2,URU,165,2001,1
1270,USA,2,URU,165,2002,1
1271,USA,2,URU,165,2003,1
1272,USA,2,URU,165,2004,1
1273,USA,2,URU,165,2005,1
1274,USA,2,UKG,200,1965,1
1275,USA,2,UKG,200,1966,1
1276,USA,2,UKG,200,1967,1
1277,USA,2,UKG,200,1968,1
1278,USA,2,UKG,200,1969,1
1279,USA,2,UKG,200,1970,1
1280,USA,2,UKG,200,1971,1
1281,USA,2,UKG,200,1972,1
1282,USA,2,UKG,200,1973,1
1283,USA,2,UKG,200,1974,1
1284,USA,2,UKG,200,1975,1
1285,USA,2,UKG,200,1976,1
1286,USA,2,UKG,200,1977,1
1287,USA,2,UKG,200,1978,1
1288,USA,2,UKG,200,1979,1
1289,USA,2,UKG,200,1980,1
1290,USA,2,UKG,200,1981,1
1291,USA,2,UKG,200,1982,1
1292,USA,2,UKG,200,1983,1
1293,USA,2,UKG,200,1984,1
1294,USA,2,UKG,200,1985,1
1295,USA,2,UKG,200,1986,1
1296,USA,2,UKG,200,1987,1
1297,USA,2,UKG,200,1988,1
1298,USA,2,UKG,200,1989,1
1299,USA,2,UKG,200,1990,1
1300,USA,2,UKG,200,1991,1
1301,USA,2,UKG,200,1992,1
1302,USA,2,UKG,200,1993,1
1303,USA,2,UKG,200,1994,1
1304,USA,2,UKG,200,1995,1
1305,USA,2,UKG,200,1996,1
1306,USA,2,UKG,200,1997,1
1307,USA,2,UKG,200,1998,1
1308,USA,2,UKG,200,1999,1
1309,USA,2,UKG,200,2000,1
1310,USA,2,UKG,200,2001,1
1311,USA,2,UKG,200,2002,1
1312,USA,2,UKG,200,2003,1
1313,USA,2,UKG,200,2004,1
1314,USA,2,UKG,200,2005,1
1315,USA,2,IRE,205,1965,1
1316,USA,2,IRE,205,1966,1
1317,USA,2,IRE,205,1967,1
1318,USA,2,IRE,205,1968,1
1319,USA,2,IRE,205,1969,1
1320,USA,2,IRE,205,1970,1
1321,USA,2,IRE,205,1971,1
1322,USA,2,IRE,205,1972,1
1323,USA,2,IRE,205,1973,1
1324,USA,2,IRE,205,1974,1
1325,USA,2,IRE,205,1975,1
1326,USA,2,IRE,205,1976,1
1327,USA,2,IRE,205,1977,1
1328,USA,2,IRE,205,1978,1
1329,USA,2,IRE,205,1979,1
1330,USA,2,IRE,205,1980,1
1331,USA,2,IRE,205,1981,1
1332,USA,2,IRE,205,1982,1
1333,USA,2,IRE,205,1983,1
1334,USA,2,IRE,205,1984,1
1335,USA,2,IRE,205,1985,1
1336,USA,2,IRE,205,1986,1
1337,USA,2,IRE,205,1987,1
1338,USA,2,IRE,205,1988,1
1339,USA,2,IRE,205,1989,1
1340,USA,2,IRE,205,1990,1
1341,USA,2,IRE,205,1991,1
1342,USA,2,IRE,205,1992,1
1343,USA,2,IRE,205,1993,1
1344,USA,2,IRE,205,1994,1
1345,USA,2,IRE,205,1995,1
1346,USA,2,IRE,205,1996,1
1347,USA,2,IRE,205,1997,1
1348,USA,2,IRE,205,1998,1
1349,USA,2,IRE,205,1999,1
1350,USA,2,IRE,205,2000,1
1351,USA,2,IRE,205,2001,1
1352,USA,2,IRE,205,2002,1
1353,USA,2,IRE,205,2003,1
1354,USA,2,IRE,205,2004,1
1355,USA,2,IRE,205,2005,1
1356,USA,2,NTH,210,1965,1
1357,USA,2,NTH,210,1966,1
1358,USA,2,NTH,210,1967,1
1359,USA,2,NTH,210,1968,1
1360,USA,2,NTH,210,1969,1
1361,USA,2,NTH,210,1970,1
1362,USA,2,NTH,210,1971,1
1363,USA,2,NTH,210,1972,1
1364,USA,2,NTH,210,1973,1
1365,USA,2,NTH,210,1974,1
1366,USA,2,NTH,210,1975,1
1367,USA,2,NTH,210,1976,1
1368,USA,2,NTH,210,1977,1
1369,USA,2,NTH,210,1978,1
1370,USA,2,NTH,210,1979,1
1371,USA,2,NTH,210,1980,1
1372,USA,2,NTH,210,1981,1
1373,USA,2,NTH,210,1982,1
1374,USA,2,NTH,210,1983,1
1375,USA,2,NTH,210,1984,1
1376,USA,2,NTH,210,1985,1
1377,USA,2,NTH,210,1986,1
1378,USA,2,NTH,210,1987,1
1379,USA,2,NTH,210,1988,1
1380,USA,2,NTH,210,1989,1
1381,USA,2,NTH,210,1990,1
1382,USA,2,NTH,210,1991,1
1383,USA,2,NTH,210,1992,1
1384,USA,2,NTH,210,1993,1
1385,USA,2,NTH,210,1994,1
1386,USA,2,NTH,210,1995,1
1387,USA,2,NTH,210,1996,1
1388,USA,2,NTH,210,1997,1
1389,USA,2,NTH,210,1998,1
1390,USA,2,NTH,210,1999,1
1391,USA,2,NTH,210,2000,1
1392,USA,2,NTH,210,2001,1
1393,USA,2,NTH,210,2002,1
1394,USA,2,NTH,210,2003,1
1395,USA,2,NTH,210,2004,1
1396,USA,2,NTH,210,2005,1
1397,USA,2,BEL,211,1965,1
1398,USA,2,BEL,211,1966,1
1399,USA,2,BEL,211,1967,1
1400,USA,2,BEL,211,1968,1
1401,USA,2,BEL,211,1969,1
1402,USA,2,BEL,211,1970,1
1403,USA,2,BEL,211,1971,1
1404,USA,2,BEL,211,1972,1
1405,USA,2,BEL,211,1973,1
1406,USA,2,BEL,211,1974,1
1407,USA,2,BEL,211,1975,1
1408,USA,2,BEL,211,1976,1
1409,USA,2,BEL,211,1977,1
1410,USA,2,BEL,211,1978,1
1411,USA,2,BEL,211,1979,1
1412,USA,2,BEL,211,1980,1
1413,USA,2,BEL,211,1981,1
1414,USA,2,BEL,211,1982,1
1415,USA,2,BEL,211,1983,1
1416,USA,2,BEL,211,1984,1
1417,USA,2,BEL,211,1985,1
1418,USA,2,BEL,211,1986,1
1419,USA,2,BEL,211,1987,1
1420,USA,2,BEL,211,1988,1
1421,USA,2,BEL,211,1989,1
1422,USA,2,BEL,211,1990,1
1423,USA,2,BEL,211,1991,1
1424,USA,2,BEL,211,1992,1
1425,USA,2,BEL,211,1993,1
1426,USA,2,BEL,211,1994,1
1427,USA,2,BEL,211,1995,1
1428,USA,2,BEL,211,1996,1
1429,USA,2,BEL,211,1997,1
1430,USA,2,BEL,211,1998,1
1431,USA,2,BEL,211,1999,1
1432,USA,2,BEL,211,2000,1
1433,USA,2,BEL,211,2001,1
1434,USA,2,BEL,211,2002,1
1435,USA,2,BEL,211,2003,1
1436,USA,2,BEL,211,2004,1
1437,USA,2,BEL,211,2005,1
1438,USA,2,LUX,212,1965,1
1439,USA,2,LUX,212,1966,1
1440,USA,2,LUX,212,1967,1
1441,USA,2,LUX,212,1968,1
1442,USA,2,LUX,212,1969,1
1443,USA,2,LUX,212,1970,1
1444,USA,2,LUX,212,1971,1
1445,USA,2,LUX,212,1972,1
1446,USA,2,LUX,212,1973,1
1447,USA,2,LUX,212,1974,1
1448,USA,2,LUX,212,1975,1
1449,USA,2,LUX,212,1976,1
1450,USA,2,LUX,212,1977,1
1451,USA,2,LUX,212,1978,1
1452,USA,2,LUX,212,1979,1
1453,USA,2,LUX,212,1980,1
1454,USA,2,LUX,212,1981,1
1455,USA,2,LUX,212,1982,1
1456,USA,2,LUX,212,1983,1
1457,USA,2,LUX,212,1984,1
1458,USA,2,LUX,212,1985,1
1459,USA,2,LUX,212,1986,1
1460,USA,2,LUX,212,1987,1
1461,USA,2,LUX,212,1988,1
1462,USA,2,LUX,212,1989,1
1463,USA,2,LUX,212,1990,1
1464,USA,2,LUX,212,1991,1
1465,USA,2,LUX,212,1992,1
1466,USA,2,LUX,212,1993,1
1467,USA,2,LUX,212,1994,1
1468,USA,2,LUX,212,1995,1
1469,USA,2,LUX,212,1996,1
1470,USA,2,LUX,212,1997,1
1471,USA,2,LUX,212,1998,1
1472,USA,2,LUX,212,1999,1
1473,USA,2,LUX,212,2000,1
1474,USA,2,LUX,212,2001,1
1475,USA,2,LUX,212,2002,1
1476,USA,2,LUX,212,2003,1
1477,USA,2,LUX,212,2004,1
1478,USA,2,LUX,212,2005,1
1479,USA,2,FRN,220,1965,1
1480,USA,2,FRN,220,1966,1
1481,USA,2,FRN,220,1967,1
1482,USA,2,FRN,220,1968,1
1483,USA,2,FRN,220,1969,1
1484,USA,2,FRN,220,1970,1
1485,USA,2,FRN,220,1971,1
1486,USA,2,FRN,220,1972,1
1487,USA,2,FRN,220,1973,1
1488,USA,2,FRN,220,1974,1
1489,USA,2,FRN,220,1975,1
1490,USA,2,FRN,220,1976,1
1491,USA,2,FRN,220,1977,1
1492,USA,2,FRN,220,1978,1
1493,USA,2,FRN,220,1979,1
1494,USA,2,FRN,220,1980,1
1495,USA,2,FRN,220,1981,1
1496,USA,2,FRN,220,1982,1
1497,USA,2,FRN,220,1983,1
1498,USA,2,FRN,220,1984,1
1499,USA,2,FRN,220,1985,1
1500,USA,2,FRN,220,1986,1
1501,USA,2,FRN,220,1987,1
1502,USA,2,FRN,220,1988,1
1503,USA,2,FRN,220,1989,1
1504,USA,2,FRN,220,1990,1
1505,USA,2,FRN,220,1991,1
1506,USA,2,FRN,220,1992,1
1507,USA,2,FRN,220,1993,1
1508,USA,2,FRN,220,1994,1
1509,USA,2,FRN,220,1995,1
1510,USA,2,FRN,220,1996,1
1511,USA,2,FRN,220,1997,1
1512,USA,2,FRN,220,1998,1
1513,USA,2,FRN,220,1999,1
1514,USA,2,FRN,220,2000,1
1515,USA,2,FRN,220,2001,1
1516,USA,2,FRN,220,2002,1
1517,USA,2,FRN,220,2003,1
1518,USA,2,FRN,220,2004,1
1519,USA,2,FRN,220,2005,1
1520,USA,2,MNC,221,1993,1
1521,USA,2,MNC,221,1994,1
1522,USA,2,MNC,221,1995,1
1523,USA,2,MNC,221,1996,1
1524,USA,2,MNC,221,1997,1
