id,stateabb1,ccode1,stateabb2,ccode2,year,joint_igo_membership
2262,USA,2,BUL,355,1982,1
2263,USA,2,BUL,355,1983,1
2264,USA,2,BUL,355,1984,1
2265,USA,2,BUL,355,1985,1
2266,USA,2,BUL,355,1986,1
2267,USA,2,BUL,355,1987,1
2268,USA,2,BUL,355,1988,1
2269,USA,2,BUL,355,1989,1
2270,USA,2,BUL,355,1990,1
2271,USA,2,BUL,355,1991,1
2272,USA,2,BUL,355,1992,1
2273,USA,2,BUL,355,1993,1
2274,USA,2,BUL,355,1994,1
2275,USA,2,BUL,355,1995,1
2276,USA,2,BUL,355,1996,1
2277,USA,2,BUL,355,1997,1
2278,USA,2,BUL,355,1998,1
2279,USA,2,BUL,355,1999,1
2280,USA,2,BUL,355,2000,1
2281,USA,2,BUL,355,2001,1
2282,USA,2,BUL,355,2002,1
2283,USA,2,BUL,355,2003,1
2284,USA,2,BUL,355,2004,1
2285,USA,2,BUL,355,2005,1
2286,USA,2,MLD,359,1991,1
2287,USA,2,MLD,359,1992,1
2288,USA,2,MLD,359,1993,1
2289,USA,2,MLD,359,1994,1
2290,USA,2,MLD,359,1995,1
2291,USA,2,MLD,359,1996,1
2292,USA,2,MLD,359,1997,1
2293,USA,2,MLD,359,1998,1
2294,USA,2,MLD,359,1999,1
2295,USA,2,MLD,359,2000,1
2296,USA,2,MLD,359,2001,1
2297,USA,2,MLD,359,2002,1
2298,USA,2,MLD,359,2003,1
2299,USA,2,MLD,359,2004,1
2300,USA,2,MLD,359,2005,1
2301,USA,2,ROM,360,1965,1
2302,USA,2,ROM,360,1966,1
2303,USA,2,ROM,360,1967,1
2304,USA,2,ROM,360,1968,1
2305,USA,2,ROM,360,1969,1
2306,USA,2,ROM,360,1970,1
2307,USA,2,ROM,360,1971,1
2308,USA,2,ROM,360,1972,1
2309,USA,2,ROM,360,1973,1
2310,USA,2,ROM,360,1974,1
2311,USA,2,ROM,360,1975,1
2312,USA,2,ROM,360,1976,1
2313,USA,2,ROM,360,1977,1
2314,USA,2,ROM,360,1978,1
2315,USA,2,ROM,360,1979,1
2316,USA,2,ROM,360,1980,1
2317,USA,2,ROM,360,1981,1
2318,USA,2,ROM,360,1982,1
2319,USA,2,ROM,360,1983,1
2320,USA,2,ROM,360,1984,1
2321,USA,2,ROM,360,1985,1
2322,USA,2,ROM,360,1986,1
2323,USA,2,ROM,360,1987,1
2324,USA,2,ROM,360,1988,1
2325,USA,2,ROM,360,1989,1
2326,USA,2,ROM,360,1990,1
2327,USA,2,ROM,360,1991,1
2328,USA,2,ROM,360,1992,1
2329,USA,2,ROM,360,1993,1
2330,USA,2,ROM,360,1994,1
2331,USA,2,ROM,360,1995,1
2332,USA,2,ROM,360,1996,1
2333,USA,2,ROM,360,1997,1
2334,USA,2,ROM,360,1998,1
2335,USA,2,ROM,360,1999,1
2336,USA,2,ROM,360,2000,1
2337,USA,2,ROM,360,2001,1
2338,USA,2,ROM,360,2002,1
2339,USA,2,ROM,360,2003,1
2340,USA,2,ROM,360,2004,1
2341,USA,2,ROM,360,2005,1
2342,USA,2,RUS,365,1965,1
2343,USA,2,RUS,365,1966,1
2344,USA,2,RUS,365,1967,1
2345,USA,2,RUS,365,1968,1
2346,USA,2,RUS,365,1969,1
2347,USA,2,RUS,365,1970,1
2348,USA,2,RUS,365,1971,1
2349,USA,2,RUS,365,1972,1
2350,USA,2,RUS,365,1973,1
2351,USA,2,RUS,365,1974,1
2352,USA,2,RUS,365,1975,1
2353,USA,2,RUS,365,1976,1
2354,USA,2,RUS,365,1977,1
2355,USA,2,RUS,365,1978,1
2356,USA,2,RUS,365,1979,1
2357,USA,2,RUS,365,1980,1
2358,USA,2,RUS,365,1981,1
2359,USA,2,RUS,365,1982,1
2360,USA,2,RUS,365,1983,1
2361,USA,2,RUS,365,1984,1
2362,USA,2,RUS,365,1985,1
2363,USA,2,RUS,365,1986,1
2364,USA,2,RUS,365,1987,1
2365,USA,2,RUS,365,1988,1
2366,USA,2,RUS,365,1989,1
2367,USA,2,RUS,365,1990,1
2368,USA,2,RUS,365,1991,1
2369,USA,2,RUS,365,1992,1
2370,USA,2,RUS,365,1993,1
2371,USA,2,RUS,365,1994,1
2372,USA,2,RUS,365,1995,1
2373,USA,2,RUS,365,1996,1
2374,USA,2,RUS,365,1997,1
2375,USA,2,RUS,365,1998,1
2376,USA,2,RUS,365,1999,1
2377,USA,2,RUS,365,2000,1
2378,USA,2,RUS,365,2001,1
2379,USA,2,RUS,365,2002,1
2380,USA,2,RUS,365,2003,1
2381,USA,2,RUS,365,2004,1
2382,USA,2,RUS,365,2005,1
2383,USA,2,EST,366,1991,1
2384,USA,2,EST,366,1992,1
2385,USA,2,EST,366,1993,1
2386,USA,2,EST,366,1994,1
2387,USA,2,EST,366,1995,1
2388,USA,2,EST,366,1996,1
2389,USA,2,EST,366,1997,1
2390,USA,2,EST,366,1998,1
2391,USA,2,EST,366,1999,1
2392,USA,2,EST,366,2000,1
2393,USA,2,EST,366,2001,1
2394,USA,2,EST,366,2002,1
2395,USA,2,EST,366,2003,1
2396,USA,2,EST,366,2004,1
2397,USA,2,EST,366,2005,1
2398,USA,2,LAT,367,1991,1
2399,USA,2,LAT,367,1992,1
2400,USA,2,LAT,367,1993,1
2401,USA,2,LAT,367,1994,1
2402,USA,2,LAT,367,1995,1
2403,USA,2,LAT,367,1996,1
2404,USA,2,LAT,367,1997,1
2405,USA,2,LAT,367,1998,1
2406,USA,2,LAT,367,1999,1
2407,USA,2,LAT,367,2000,1
2408,USA,2,LAT,367,2001,1
2409,USA,2,LAT,367,2002,1
2410,USA,2,LAT,367,2003,1
2411,USA,2,LAT,367,2004,1
2412,USA,2,LAT,367,2005,1
2413,USA,2,LIT,368,1991,1
2414,USA,2,LIT,368,1992,1
2415,USA,2,LIT,368,1993,1
2416,USA,2,LIT,368,1994,1
2417,USA,2,LIT,368,1995,1
2418,USA,2,LIT,368,1996,1
2419,USA,2,LIT,368,1997,1
2420,USA,2,LIT,368,1998,1
2421,USA,2,LIT,368,1999,1
2422,USA,2,LIT,368,2000,1
2423,USA,2,LIT,368,2001,1
2424,USA,2,LIT,368,2002,1
2425,USA,2,LIT,368,2003,1
2426,USA,2,LIT,368,2004,1
2427,USA,2,LIT,368,2005,1
2428,USA,2,UKR,369,1991,1
2429,USA,2,UKR,369,1992,1
2430,USA,2,UKR,369,1993,1
2431,USA,2,UKR,369,1994,1
2432,USA,2,UKR,369,1995,1
2433,USA,2,UKR,369,1996,1
2434,USA,2,UKR,369,1997,1
2435,USA,2,UKR,369,1998,1
2436,USA,2,UKR,369,1999,1
2437,USA,2,UKR,369,2000,1
2438,USA,2,UKR,369,2001,1
2439,USA,2,UKR,369,2002,1
2440,USA,2,UKR,369,2003,1
2441,USA,2,UKR,369,2004,1
2442,USA,2,UKR,369,2005,1
2443,USA,2,BLR,370,1991,1
2444,USA,2,BLR,370,1992,1
2445,USA,2,BLR,370,1993,1
2446,USA,2,BLR,370,1994,1
2447,USA,2,BLR,370,1995,1
2448,USA,2,BLR,370,1996,1
2449,USA,2,BLR,370,1997,1
2450,USA,2,BLR,370,1998,1
2451,USA,2,BLR,370,1999,1
2452,USA,2,BLR,370,2000,1
2453,USA,2,BLR,370,2001,1
2454,USA,2,BLR,370,2002,1
2455,USA,2,BLR,370,2003,1
2456,USA,2,BLR,370,2004,1
2457,USA,2,BLR,370,2005,1
2458,USA,2,ARM,371,1991,1
2459,USA,2,ARM,371,1992,1
2460,USA,2,ARM,371,1993,1
2461,USA,2,ARM,371,1994,1
2462,USA,2,ARM,371,1995,1
2463,USA,2,ARM,371,1996,1
2464,USA,2,ARM,371,1997,1
2465,USA,2,ARM,371,1998,1
2466,USA,2,ARM,371,1999,1
2467,USA,2,ARM,371,2000,1
2468,USA,2,ARM,371,2001,1
2469,USA,2,ARM,371,2002,1
2470,USA,2,ARM,371,2003,1
2471,USA,2,ARM,371,2004,1
2472,USA,2,ARM,371,2005,1
2473,USA,2,GRG,372,1991,1
2474,USA,2,GRG,372,1992,1
2475,USA,2,GRG,372,1993,1
2476,USA,2,GRG,372,1994,1
2477,USA,2,GRG,372,1995,1
2478,USA,2,GRG,372,1996,1
2479,USA,2,GRG,372,1997,1
2480,USA,2,GRG,372,1998,1
2481,USA,2,GRG,372,1999,1
2482,USA,2,GRG,372,2000,1
2483,USA,2,GRG,372,2001,1
2484,USA,2,GRG,372,2002,1
2485,USA,2,GRG,372,2003,1
2486,USA,2,GRG,372,2004,1
2487,USA,2,GRG,372,2005,1
2488,USA,2,AZE,373,1991,0
2489,USA,2,AZE,373,1992,1
2490,USA,2,AZE,373,1993,1
2491,USA,2,AZE,373,1994,1
2492,USA,2,AZE,373,1995,1
2493,USA,2,AZE,373,1996,1
2494,USA,2,AZE,373,1997,1
2495,USA,2,AZE,373,1998,1
2496,USA,2,AZE,373,1999,1
2497,USA,2,AZE,373,2000,1
2498,USA,2,AZE,373,2001,1
2499,USA,2,AZE,373,2002,1
2500,USA,2,AZE,373,2003,1
2501,USA,2,AZE,373,2004,1
2502,USA,2,AZE,373,2005,1
2503,USA,2,FIN,375,1965,1
2504,USA,2,FIN,375,1966,1
2505,USA,2,FIN,375,1967,1
2506,USA,2,FIN,375,1968,1
2507,USA,2,FIN,375,1969,1
2508,USA,2,FIN,375,1970,1
2509,USA,2,FIN,375,1971,1
2510,USA,2,FIN,375,1972,1
2511,USA,2,FIN,375,1973,1
2512,USA,2,FIN,375,1974,1
2513,USA,2,FIN,375,1975,1
2514,USA,2,FIN,375,1976,1
2515,USA,2,FIN,375,1977,1
2516,USA,2,FIN,375,1978,1
2517,USA,2,FIN,375,1979,1
2518,USA,2,FIN,375,1980,1
2519,USA,2,FIN,375,1981,1
2520,USA,2,FIN,375,1982,1
2521,USA,2,FIN,375,1983,1
2522,USA,2,FIN,375,1984,1
2523,USA,2,FIN,375,1985,1
2524,USA,2,FIN,375,1986,1
2525,USA,2,FIN,375,1987,1
2526,USA,2,FIN,375,1988,1
2527,USA,2,FIN,375,1989,1
2528,USA,2,FIN,375,1990,1
2529,USA,2,FIN,375,1991,1
2530,USA,2,FIN,375,1992,1
2531,USA,2,FIN,375,1993,1
2532,USA,2,FIN,375,1994,1
2533,USA,2,FIN,375,1995,1
2534,USA,2,FIN,375,1996,1
2535,USA,2,FIN,375,1997,1
2536,USA,2,FIN,375,1998,1
2537,USA,2,FIN,375,1999,1
2538,USA,2,FIN,375,2000,1
2539,USA,2,FIN,375,2001,1
2540,USA,2,FIN,375,2002,1
2541,USA,2,FIN,375,2003,1
2542,USA,2,FIN,375,2004,1
2543,USA,2,FIN,375,2005,1
2544,USA,2,SWD,380,1965,1
2545,USA,2,SWD,380,1966,1
2546,USA,2,SWD,380,1967,1
2547,USA,2,SWD,380,1968,1
2548,USA,2,SWD,380,1969,1
2549,USA,2,SWD,380,1970,1
2550,USA,2,SWD,380,1971,1
2551,USA,2,SWD,380,1972,1
2552,USA,2,SWD,380,1973,1
2553,USA,2,SWD,380,1974,1
2554,USA,2,SWD,380,1975,1
2555,USA,2,SWD,380,1976,1
2556,USA,2,SWD,380,1977,1
2557,USA,2,SWD,380,1978,1
2558,USA,2,SWD,380,1979,1
2559,USA,2,SWD,380,1980,1
2560,USA,2,SWD,380,1981,1
2561,USA,2,SWD,380,1982,1
2562,USA,2,SWD,380,1983,1
2563,USA,2,SWD,380,1984,1
2564,USA,2,SWD,380,1985,1
2565,USA,2,SWD,380,1986,1
2566,USA,2,SWD,380,1987,1
2567,USA,2,SWD,380,1988,1
2568,USA,2,SWD,380,1989,1
2569,USA,2,SWD,380,1990,1
2570,USA,2,SWD,380,1991,1
2571,USA,2,SWD,380,1992,1
2572,USA,2,SWD,380,1993,1
2573,USA,2,SWD,380,1994,1
2574,USA,2,SWD,380,1995,1
2575,USA,2,SWD,380,1996,1
2576,USA,2,SWD,380,1997,1
2577,USA,2,SWD,380,1998,1
2578,USA,2,SWD,380,1999,1
2579,USA,2,SWD,380,2000,1
2580,USA,2,SWD,380,2001,1
2581,USA,2,SWD,380,2002,1
2582,USA,2,SWD,380,2003,1
2583,USA,2,SWD,380,2004,1
2584,USA,2,SWD,380,2005,1
2585,USA,2,NOR,385,1965,1
2586,USA,2,NOR,385,1966,1
2587,USA,2,NOR,385,1967,1
2588,USA,2,NOR,385,1968,1
2589,USA,2,NOR,385,1969,1
2590,USA,2,NOR,385,1970,1
2591,USA,2,NOR,385,1971,1
2592,USA,2,NOR,385,1972,1
2593,USA,2,NOR,385,1973,1
2594,USA,2,NOR,385,1974,1
2595,USA,2,NOR,385,1975,1
2596,USA,2,NOR,385,1976,1
2597,USA,2,NOR,385,1977,1
2598,USA,2,NOR,385,1978,1
2599,USA,2,NOR,385,1979,1
2600,USA,2,NOR,385,1980,1
2601,USA,2,NOR,385,1981,1
2602,USA,2,NOR,385,1982,1
2603,USA,2,NOR,385,1983,1
2604,USA,2,NOR,385,1984,1
2605,USA,2,NOR,385,1985,1
2606,USA,2,NOR,385,1986,1
2607,USA,2,NOR,385,1987,1
2608,USA,2,NOR,385,1988,1
2609,USA,2,NOR,385,1989,1
2610,USA,2,NOR,385,1990,1
2611,USA,2,NOR,385,1991,1
2612,USA,2,NOR,385,1992,1
2613,USA,2,NOR,385,1993,1
2614,USA,2,NOR,385,1994,1
2615,USA,2,NOR,385,1995,1
2616,USA,2,NOR,385,1996,1
2617,USA,2,NOR,385,1997,1
2618,USA,2,NOR,385,1998,1
2619,USA,2,NOR,385,1999,1
2620,USA,2,NOR,385,2000,1
2621,USA,2,NOR,385,2001,1
2622,USA,2,NOR,385,2002,1
2623,USA,2,NOR,385,2003,1
2624,USA,2,NOR,385,2004,1
2625,USA,2,NOR,385,2005,1
2626,USA,2,DEN,390,1965,1
2627,USA,2,DEN,390,1966,1
2628,USA,2,DEN,390,1967,1
2629,USA,2,DEN,390,1968,1
2630,USA,2,DEN,390,1969,1
2631,USA,2,DEN,390,1970,1
2632,USA,2,DEN,390,1971,1
2633,USA,2,DEN,390,1972,1
2634,USA,2,DEN,390,1973,1
2635,USA,2,DEN,390,1974,1
2636,USA,2,DEN,390,1975,1
2637,USA,2,DEN,390,1976,1
2638,USA,2,DEN,390,1977,1
2639,USA,2,DEN,390,1978,1
2640,USA,2,DEN,390,1979,1
2641,USA,2,DEN,390,1980,1
2642,USA,2,DEN,390,1981,1
2643,USA,2,DEN,390,1982,1
2644,USA,2,DEN,390,1983,1
2645,USA,2,DEN,390,1984,1
2646,USA,2,DEN,390,1985,1
2647,USA,2,DEN,390,1986,1
2648,USA,2,DEN,390,1987,1
2649,USA,2,DEN,390,1988,1
2650,USA,2,DEN,390,1989,1
2651,USA,2,DEN,390,1990,1
2652,USA,2,DEN,390,1991,1
2653,USA,2,DEN,390,1992,1
2654,USA,2,DEN,390,1993,1
2655,USA,2,DEN,390,1994,1
2656,USA,2,DEN,390,1995,1
2657,USA,2,DEN,390,1996,1
2658,USA,2,DEN,390,1997,1
2659,USA,2,DEN,390,1998,1
2660,USA,2,DEN,390,1999,1
2661,USA,2,DEN,390,2000,1
2662,USA,2,DEN,390,2001,1
2663,USA,2,DEN,390,2002,1
2664,USA,2,DEN,390,2003,1
2665,USA,2,DEN,390,2004,1
2666,USA,2,DEN,390,2005,1
2667,USA,2,ICE,395,1965,1
2668,USA,2,ICE,395,1966,1
2669,USA,2,ICE,395,1967,1
2670,USA,2,ICE,395,1968,1
2671,USA,2,ICE,395,1969,1
2672,USA,2,ICE,395,1970,1
2673,USA,2,ICE,395,1971,1
2674,USA,2,ICE,395,1972,1
2675,USA,2,ICE,395,1973,1
2676,USA,2,ICE,395,1974,1
2677,USA,2,ICE,395,1975,1
2678,USA,2,ICE,395,1976,1
2679,USA,2,ICE,395,1977,1
2680,USA,2,ICE,395,1978,1
2681,USA,2,ICE,395,1979,1
2682,USA,2,ICE,395,1980,1
2683,USA,2,ICE,395,1981,1
2684,USA,2,ICE,395,1982,1
2685,USA,2,ICE,395,1983,1
2686,USA,2,ICE,395,1984,1
2687,USA,2,ICE,395,1985,1
2688,USA,2,ICE,395,1986,1
2689,USA,2,ICE,395,1987,1
2690,USA,2,ICE,395,1988,1
2691,USA,2,ICE,395,1989,1
2692,USA,2,ICE,395,1990,1
2693,USA,2,ICE,395,1991,1
2694,USA,2,ICE,395,1992,1
2695,USA,2,ICE,395,1993,1
2696,USA,2,ICE,395,1994,1
2697,USA,2,ICE,395,1995,1
2698,USA,2,ICE,395,1996,1
2699,USA,2,ICE,395,1997,1
2700,USA,2,ICE,395,1998,1
2701,USA,2,ICE,395,1999,1
2702,USA,2,ICE,395,2000,1
2703,USA,2,ICE,395,2001,1
2704,USA,2,ICE,395,2002,1
2705,USA,2,ICE,395,2003,1
2706,USA,2,ICE,395,2004,1
2707,USA,2,ICE,395,2005,1
2708,USA,2,CAP,402,1975,1
2709,USA,2,CAP,402,1976,1
2710,USA,2,CAP,402,1977,1
2711,USA,2,CAP,402,1978,1
2712,USA,2,CAP,402,1979,1
2713,USA,2,CAP,402,1980,1
2714,USA,2,CAP,402,1981,1
2715,USA,2,CAP,402,1982,1
2716,USA,2,CAP,402,1983,1
2717,USA,2,CAP,402,1984,1
2718,USA,2,CAP,402,1985,1
2719,USA,2,CAP,402,1986,1
2720,USA,2,CAP,402,1987,1
2721,USA,2,CAP,402,1988,1
2722,USA,2,CAP,402,1989,1
2723,USA,2,CAP,402,1990,1
2724,USA,2,CAP,402,1991,1
2725,USA,2,CAP,402,1992,1
2726,USA,2,CAP,402,1993,1
2727,USA,2,CAP,402,1994,1
2728,USA,2,CAP,402,1995,1
2729,USA,2,CAP,402,1996,1
2730,USA,2,CAP,402,1997,1
2731,USA,2,CAP,402,1998,1
2732,USA,2,CAP,402,1999,1
2733,USA,2,CAP,402,2000,1
2734,USA,2,CAP,402,2001,1
2735,USA,2,CAP,402,2002,1
2736,USA,2,CAP,402,2003,1
2737,USA,2,CAP,402,2004,1
2738,USA,2,CAP,402,2005,1
2739,USA,2,STP,403,1975,1
2740,USA,2,STP,403,1976,1
2741,USA,2,STP,403,1977,1
2742,USA,2,STP,403,1978,1
2743,USA,2,STP,403,1979,1
2744,USA,2,STP,403,1980,1
2745,USA,2,STP,403,1981,1
2746,USA,2,STP,403,1982,1
2747,USA,2,STP,403,1983,1
2748,USA,2,STP,403,1984,1
2749,USA,2,STP,403,1985,1
2750,USA,2,STP,403,1986,1
2751,USA,2,STP,403,1987,1
2752,USA,2,STP,403,1988,1
2753,USA,2,STP,403,1989,1
2754,USA,2,STP,403,1990,1
2755,USA,2,STP,403,1991,1
2756,USA,2,STP,403,1992,1
2757,USA,2,STP,403,1993,1
2758,USA,2,STP,403,1994,1
2759,USA,2,STP,403,1995,1
2760,USA,2,STP,403,1996,1
2761,USA,2,STP,403,1997,1
2762,USA,2,STP,403,1998,1
2763,USA,2,STP,403,1999,1
2764,USA,2,STP,403,2000,1
2765,USA,2,STP,403,2001,1
2766,USA,2,STP,403,2002,1
2767,USA,2,STP,403,2003,1
2768,USA,2,STP,403,2004,1
2769,USA,2,STP,403,2005,1
2770,USA,2,GNB,404,1974,1
2771,USA,2,GNB,404,1975,1
2772,USA,2,GNB,404,1976,1
2773,USA,2,GNB,404,1977,1
2774,USA,2,GNB,404,1978,1
2775,USA,2,GNB,404,1979,1
2776,USA,2,GNB,404,1980,1
2777,USA,2,GNB,404,1981,1
2778,USA,2,GNB,404,1982,1
2779,USA,2,GNB,404,1983,1
2780,USA,2,GNB,404,1984,1
2781,USA,2,GNB,404,1985,1
2782,USA,2,GNB,404,1986,1
2783,USA,2,GNB,404,1987,1
2784,USA,2,GNB,404,1988,1
2785,USA,2,GNB,404,1989,1
2786,USA,2,GNB,404,1990,1
2787,USA,2,GNB,404,1991,1
2788,USA,2,GNB,404,1992,1
2789,USA,2,GNB,404,1993,1
2790,USA,2,GNB,404,1994,1
2791,USA,2,GNB,404,1995,1
2792,USA,2,GNB,404,1996,1
2793,USA,2,GNB,404,1997,1
2794,USA,2,GNB,404,1998,1
2795,USA,2,GNB,404,1999,1
2796,USA,2,GNB,404,2000,1
2797,USA,2,GNB,404,2001,1
2798,USA,2,GNB,404,2002,1
2799,USA,2,GNB,404,2003,1
2800,USA,2,GNB,404,2004,1
2801,USA,2,GNB,404,2005,1
2802,USA,2,EQG,411,1968,1
2803,USA,2,EQG,411,1969,1
2804,USA,2,EQG,411,1970,1
2805,USA,2,EQG,411,1971,1
2806,USA,2,EQG,411,1972,1
2807,USA,2,EQG,411,1973,1
2808,USA,2,EQG,411,1974,1
2809,USA,2,EQG,411,1975,1
2810,USA,2,EQG,411,1976,1
2811,USA,2,EQG,411,1977,1
2812,USA,2,EQG,411,1978,1
2813,USA,2,EQG,411,1979,1
2814,USA,2,EQG,411,1980,1
2815,USA,2,EQG,411,1981,1
2816,USA,2,EQG,411,1982,1
2817,USA,2,EQG,411,1983,1
2818,USA,2,EQG,411,1984,1
2819,USA,2,EQG,411,1985,1
2820,USA,2,EQG,411,1986,1
2821,USA,2,EQG,411,1987,1
2822,USA,2,EQG,411,1988,1
2823,USA,2,EQG,411,1989,1
2824,USA,2,EQG,411,1990,1
2825,USA,2,EQG,411,1991,1
2826,USA,2,EQG,411,1992,1
2827,USA,2,EQG,411,1993,1
2828,USA,2,EQG,411,1994,1
2829,USA,2,EQG,411,1995,1
2830,USA,2,EQG,411,1996,1
2831,USA,2,EQG,411,1997,1
2832,USA,2,EQG,411,1998,1
2833,USA,2,EQG,411,1999,1
2834,USA,2,EQG,411,2000,1
2835,USA,2,EQG,411,2001,1
2836,USA,2,EQG,411,2002,1
2837,USA,2,EQG,411,2003,1
2838,USA,2,EQG,411,2004,1
2839,USA,2,EQG,411,2005,1
2840,USA,2,GAM,420,1965,1
2841,USA,2,GAM,420,1966,1
2842,USA,2,GAM,420,1967,1
2843,USA,2,GAM,420,1968,1
2844,USA,2,GAM,420,1969,1
2845,USA,2,GAM,420,1970,1
2846,USA,2,GAM,420,1971,1
2847,USA,2,GAM,420,1972,1
2848,USA,2,GAM,420,1973,1
2849,USA,2,GAM,420,1974,1
2850,USA,2,GAM,420,1975,1
2851,USA,2,GAM,420,1976,1
2852,USA,2,GAM,420,1977,1
2853,USA,2,GAM,420,1978,1
2854,USA,2,GAM,420,1979,1
2855,USA,2,GAM,420,1980,1
2856,USA,2,GAM,420,1981,1
2857,USA,2,GAM,420,1982,1
2858,USA,2,GAM,420,1983,1
2859,USA,2,GAM,420,1984,1
2860,USA,2,GAM,420,1985,1
2861,USA,2,GAM,420,1986,1
2862,USA,2,GAM,420,1987,1
2863,USA,2,GAM,420,1988,1
2864,USA,2,GAM,420,1989,1
2865,USA,2,GAM,420,1990,1
2866,USA,2,GAM,420,1991,1
2867,USA,2,GAM,420,1992,1
2868,USA,2,GAM,420,1993,1
2869,USA,2,GAM,420,1994,1
2870,USA,2,GAM,420,1995,1
2871,USA,2,GAM,420,1996,1
2872,USA,2,GAM,420,1997,1
2873,USA,2,GAM,420,1998,1
2874,USA,2,GAM,420,1999,1
2875,USA,2,GAM,420,2000,1
2876,USA,2,GAM,420,2001,1
2877,USA,2,GAM,420,2002,1
2878,USA,2,GAM,420,2003,1
2879,USA,2,GAM,420,2004,1
2880,USA,2,GAM,420,2005,1
2881,USA,2,MLI,432,1965,1
2882,USA,2,MLI,432,1966,1
2883,USA,2,MLI,432,1967,1
2884,USA,2,MLI,432,1968,1
2885,USA,2,MLI,432,1969,1
2886,USA,2,MLI,432,1970,1
2887,USA,2,MLI,432,1971,1
2888,USA,2,MLI,432,1972,1
2889,USA,2,MLI,432,1973,1
2890,USA,2,MLI,432,1974,1
2891,USA,2,MLI,432,1975,1
2892,USA,2,MLI,432,1976,1
2893,USA,2,MLI,432,1977,1
2894,USA,2,MLI,432,1978,1
2895,USA,2,MLI,432,1979,1
2896,USA,2,MLI,432,1980,1
2897,USA,2,MLI,432,1981,1
2898,USA,2,MLI,432,1982,1
2899,USA,2,MLI,432,1983,1
2900,USA,2,MLI,432,1984,1
2901,USA,2,MLI,432,1985,1
2902,USA,2,MLI,432,1986,1
2903,USA,2,MLI,432,1987,1
2904,USA,2,MLI,432,1988,1
2905,USA,2,MLI,432,1989,1
2906,USA,2,MLI,432,1990,1
2907,USA,2,MLI,432,1991,1
2908,USA,2,MLI,432,1992,1
2909,USA,2,MLI,432,1993,1
2910,USA,2,MLI,432,1994,1
2911,USA,2,MLI,432,1995,1
2912,USA,2,MLI,432,1996,1
2913,USA,2,MLI,432,1997,1
2914,USA,2,MLI,432,1998,1
2915,USA,2,MLI,432,1999,1
2916,USA,2,MLI,432,2000,1
2917,USA,2,MLI,432,2001,1
2918,USA,2,MLI,432,2002,1
2919,USA,2,MLI,432,2003,1
2920,USA,2,MLI,432,2004,1
2921,USA,2,MLI,432,2005,1
2922,USA,2,SEN,433,1965,1
2923,USA,2,SEN,433,1966,1
2924,USA,2,SEN,433,1967,1
2925,USA,2,SEN,433,1968,1
2926,USA,2,SEN,433,1969,1
2927,USA,2,SEN,433,1970,1
2928,USA,2,SEN,433,1971,1
2929,USA,2,SEN,433,1972,1
2930,USA,2,SEN,433,1973,1
2931,USA,2,SEN,433,1974,1
2932,USA,2,SEN,433,1975,1
2933,USA,2,SEN,433,1976,1
2934,USA,2,SEN,433,1977,1
2935,USA,2,SEN,433,1978,1
2936,USA,2,SEN,433,1979,1
2937,USA,2,SEN,433,1980,1
2938,USA,2,SEN,433,1981,1
2939,USA,2,SEN,433,1982,1
2940,USA,2,SEN,433,1983,1
2941,USA,2,SEN,433,1984,1
2942,USA,2,SEN,433,1985,1
2943,USA,2,SEN,433,1986,1
2944,USA,2,SEN,433,1987,1
2945,USA,2,SEN,433,1988,1
2946,USA,2,SEN,433,1989,1
2947,USA,2,SEN,433,1990,1
2948,USA,2,SEN,433,1991,1
2949,USA,2,SEN,433,1992,1
2950,USA,2,SEN,433,1993,1
2951,USA,2,SEN,433,1994,1
2952,USA,2,SEN,433,1995,1
2953,USA,2,SEN,433,1996,1
2954,USA,2,SEN,433,1997,1
2955,USA,2,SEN,433,1998,1
2956,USA,2,SEN,433,1999,1
2957,USA,2,SEN,433,2000,1
2958,USA,2,SEN,433,2001,1
2959,USA,2,SEN,433,2002,1
2960,USA,2,SEN,433,2003,1
2961,USA,2,SEN,433,2004,1
2962,USA,2,SEN,433,2005,1
2963,USA,2,BEN,434,1965,1
2964,USA,2,BEN,434,1966,1
2965,USA,2,BEN,434,1967,1
2966,USA,2,BEN,434,1968,1
2967,USA,2,BEN,434,1969,1
2968,USA,2,BEN,434,1970,1
2969,USA,2,BEN,434,1971,1
2970,USA,2,BEN,434,1972,1
2971,USA,2,BEN,434,1973,1
2972,USA,2,BEN,434,1974,1
2973,USA,2,BEN,434,1975,1
2974,USA,2,BEN,434,1976,1
2975,USA,2,BEN,434,1977,1
2976,USA,2,BEN,434,1978,1
2977,USA,2,BEN,434,1979,1
2978,USA,2,BEN,434,1980,1
2979,USA,2,BEN,434,1981,1
2980,USA,2,BEN,434,1982,1
2981,USA,2,BEN,434,1983,1
2982,USA,2,BEN,434,1984,1
2983,USA,2,BEN,434,1985,1
2984,USA,2,BEN,434,1986,1
2985,USA,2,BEN,434,1987,1
2986,USA,2,BEN,434,1988,1
2987,USA,2,BEN,434,1989,1
2988,USA,2,BEN,434,1990,1
2989,USA,2,BEN,434,1991,1
2990,USA,2,BEN,434,1992,1
2991,USA,2,BEN,434,1993,1
2992,USA,2,BEN,434,1994,1
2993,USA,2,BEN,434,1995,1
2994,USA,2,BEN,434,1996,1
2995,USA,2,BEN,434,1997,1
2996,USA,2,BEN,434,1998,1
2997,USA,2,BEN,434,1999,1
2998,USA,2,BEN,434,2000,1
