id,stateabb,ccode,year,p5
1086,MEX,70,1902,0
1087,MEX,70,1903,0
1088,MEX,70,1904,0
1089,MEX,70,1905,0
1090,MEX,70,1906,0
1091,MEX,70,1907,0
1092,MEX,70,1908,0
1093,MEX,70,1909,0
1094,MEX,70,1910,0
1095,MEX,70,1911,0
1096,MEX,70,1912,0
1097,MEX,70,1913,0
1098,MEX,70,1914,0
1099,MEX,70,1915,0
1100,MEX,70,1916,0
1101,MEX,70,1917,0
1102,MEX,70,1918,0
1103,MEX,70,1919,0
1104,MEX,70,1920,0
1105,MEX,70,1921,0
1106,MEX,70,1922,0
1107,MEX,70,1923,0
1108,MEX,70,1924,0
1109,MEX,70,1925,0
1110,MEX,70,1926,0
1111,MEX,70,1927,0
1112,MEX,70,1928,0
1113,MEX,70,1929,0
1114,MEX,70,1930,0
1115,MEX,70,1931,0
1116,MEX,70,1932,0
1117,MEX,70,1933,0
1118,MEX,70,1934,0
1119,MEX,70,1935,0
1120,MEX,70,1936,0
1121,MEX,70,1937,0
1122,MEX,70,1938,0
1123,MEX,70,1939,0
1124,MEX,70,1940,0
1125,MEX,70,1941,0
1126,MEX,70,1942,0
1127,MEX,70,1943,0
1128,MEX,70,1944,0
1129,MEX,70,1945,0
1130,MEX,70,1946,0
1131,MEX,70,1947,0
1132,MEX,70,1948,0
1133,MEX,70,1949,0
1134,MEX,70,1950,0
1135,MEX,70,1951,0
1136,MEX,70,1952,0
1137,MEX,70,1953,0
1138,MEX,70,1954,0
1139,MEX,70,1955,0
1140,MEX,70,1956,0
1141,MEX,70,1957,0
1142,MEX,70,1958,0
1143,MEX,70,1959,0
1144,MEX,70,1960,0
1145,MEX,70,1961,0
1146,MEX,70,1962,0
1147,MEX,70,1963,0
1148,MEX,70,1964,0
1149,MEX,70,1965,0
1150,MEX,70,1966,0
1151,MEX,70,1967,0
1152,MEX,70,1968,0
1153,MEX,70,1969,0
1154,MEX,70,1970,0
1155,MEX,70,1971,0
1156,MEX,70,1972,0
1157,MEX,70,1973,0
1158,MEX,70,1974,0
1159,MEX,70,1975,0
1160,MEX,70,1976,0
1161,MEX,70,1977,0
1162,MEX,70,1978,0
1163,MEX,70,1979,0
1164,MEX,70,1980,0
1165,MEX,70,1981,0
1166,MEX,70,1982,0
1167,MEX,70,1983,0
1168,MEX,70,1984,0
1169,MEX,70,1985,0
1170,MEX,70,1986,0
1171,MEX,70,1987,0
1172,MEX,70,1988,0
1173,MEX,70,1989,0
1174,MEX,70,1990,0
1175,MEX,70,1991,0
1176,MEX,70,1992,0
1177,MEX,70,1993,0
1178,MEX,70,1994,0
1179,MEX,70,1995,0
1180,MEX,70,1996,0
1181,MEX,70,1997,0
1182,MEX,70,1998,0
1183,MEX,70,1999,0
1184,MEX,70,2000,0
1185,MEX,70,2001,0
1186,MEX,70,2002,0
1187,MEX,70,2003,0
1188,MEX,70,2004,0
1189,MEX,70,2005,0
1190,MEX,70,2006,0
1191,MEX,70,2007,0
1192,MEX,70,2008,0
1193,MEX,70,2009,0
1194,MEX,70,2010,0
1195,MEX,70,2011,0
1196,MEX,70,2012,0
1197,MEX,70,2013,0
1198,MEX,70,2014,0
1199,MEX,70,2015,0
1200,MEX,70,2016,0
1201,MEX,70,2017,0
1202,MEX,70,2018,0
1203,UPC,89,1824,0
1204,UPC,89,1825,0
1205,UPC,89,1826,0
1206,UPC,89,1827,0
1207,UPC,89,1828,0
1208,UPC,89,1829,0
1209,UPC,89,1830,0
1210,UPC,89,1831,0
1211,UPC,89,1832,0
1212,UPC,89,1833,0
1213,UPC,89,1834,0
1214,UPC,89,1835,0
1215,UPC,89,1836,0
1216,UPC,89,1837,0
1217,UPC,89,1838,0
1218,GUA,90,1839,0
1219,GUA,90,1840,0
1220,GUA,90,1841,0
1221,GUA,90,1842,0
1222,GUA,90,1843,0
1223,GUA,90,1844,0
1224,GUA,90,1845,0
1225,GUA,90,1846,0
1226,GUA,90,1847,0
1227,GUA,90,1848,0
1228,GUA,90,1849,0
1229,GUA,90,1850,0
1230,GUA,90,1851,0
1231,GUA,90,1852,0
1232,GUA,90,1853,0
1233,GUA,90,1854,0
1234,GUA,90,1855,0
1235,GUA,90,1856,0
1236,GUA,90,1857,0
1237,GUA,90,1858,0
1238,GUA,90,1859,0
1239,GUA,90,1860,0
1240,GUA,90,1861,0
1241,GUA,90,1862,0
1242,GUA,90,1863,0
1243,GUA,90,1864,0
1244,GUA,90,1865,0
1245,GUA,90,1866,0
1246,GUA,90,1867,0
1247,GUA,90,1868,0
1248,GUA,90,1869,0
1249,GUA,90,1870,0
1250,GUA,90,1871,0
1251,GUA,90,1872,0
1252,GUA,90,1873,0
1253,GUA,90,1874,0
1254,GUA,90,1875,0
1255,GUA,90,1876,0
1256,GUA,90,1877,0
1257,GUA,90,1878,0
1258,GUA,90,1879,0
1259,GUA,90,1880,0
1260,GUA,90,1881,0
1261,GUA,90,1882,0
1262,GUA,90,1883,0
1263,GUA,90,1884,0
1264,GUA,90,1885,0
1265,GUA,90,1886,0
1266,GUA,90,1887,0
1267,GUA,90,1888,0
1268,GUA,90,1889,0
1269,GUA,90,1890,0
1270,GUA,90,1891,0
1271,GUA,90,1892,0
1272,GUA,90,1893,0
1273,GUA,90,1894,0
1274,GUA,90,1895,0
1275,GUA,90,1896,0
1276,GUA,90,1897,0
1277,GUA,90,1898,0
1278,GUA,90,1899,0
1279,GUA,90,1900,0
1280,GUA,90,1901,0
1281,GUA,90,1902,0
1282,GUA,90,1903,0
1283,GUA,90,1904,0
1284,GUA,90,1905,0
1285,GUA,90,1906,0
1286,GUA,90,1907,0
1287,GUA,90,1908,0
1288,GUA,90,1909,0
1289,GUA,90,1910,0
1290,GUA,90,1911,0
1291,GUA,90,1912,0
1292,GUA,90,1913,0
1293,GUA,90,1914,0
1294,GUA,90,1915,0
1295,GUA,90,1916,0
1296,GUA,90,1917,0
1297,GUA,90,1918,0
1298,GUA,90,1919,0
1299,GUA,90,1920,0
1300,GUA,90,1921,0
1301,GUA,90,1922,0
1302,GUA,90,1923,0
1303,GUA,90,1924,0
1304,GUA,90,1925,0
1305,GUA,90,1926,0
1306,GUA,90,1927,0
1307,GUA,90,1928,0
1308,GUA,90,1929,0
1309,GUA,90,1930,0
1310,GUA,90,1931,0
1311,GUA,90,1932,0
1312,GUA,90,1933,0
1313,GUA,90,1934,0
1314,GUA,90,1935,0
1315,GUA,90,1936,0
1316,GUA,90,1937,0
1317,GUA,90,1938,0
1318,GUA,90,1939,0
1319,GUA,90,1940,0
1320,GUA,90,1941,0
1321,GUA,90,1942,0
1322,GUA,90,1943,0
1323,GUA,90,1944,0
1324,GUA,90,1945,0
1325,GUA,90,1946,0
1326,GUA,90,1947,0
1327,GUA,90,1948,0
1328,GUA,90,1949,0
1329,GUA,90,1950,0
1330,GUA,90,1951,0
1331,GUA,90,1952,0
1332,GUA,90,1953,0
1333,GUA,90,1954,0
1334,GUA,90,1955,0
1335,GUA,90,1956,0
1336,GUA,90,1957,0
1337,GUA,90,1958,0
1338,GUA,90,1959,0
1339,GUA,90,1960,0
1340,GUA,90,1961,0
1341,GUA,90,1962,0
1342,GUA,90,1963,0
1343,GUA,90,1964,0
1344,GUA,90,1965,0
1345,GUA,90,1966,0
1346,GUA,90,1967,0
1347,GUA,90,1968,0
1348,GUA,90,1969,0
1349,GUA,90,1970,0
1350,GUA,90,1971,0
1351,GUA,90,1972,0
1352,GUA,90,1973,0
1353,GUA,90,1974,0
1354,GUA,90,1975,0
1355,GUA,90,1976,0
1356,GUA,90,1977,0
1357,GUA,90,1978,0
1358,GUA,90,1979,0
1359,GUA,90,1980,0
1360,GUA,90,1981,0
1361,GUA,90,1982,0
1362,GUA,90,1983,0
1363,GUA,90,1984,0
1364,GUA,90,1985,0
1365,GUA,90,1986,0
1366,GUA,90,1987,0
1367,GUA,90,1988,0
1368,GUA,90,1989,0
1369,GUA,90,1990,0
1370,GUA,90,1991,0
1371,GUA,90,1992,0
1372,GUA,90,1993,0
1373,GUA,90,1994,0
1374,GUA,90,1995,0
1375,GUA,90,1996,0
1376,GUA,90,1997,0
1377,GUA,90,1998,0
1378,GUA,90,1999,0
1379,GUA,90,2000,0
1380,GUA,90,2001,0
1381,GUA,90,2002,0
1382,GUA,90,2003,0
1383,GUA,90,2004,0
1384,GUA,90,2005,0
1385,GUA,90,2006,0
1386,GUA,90,2007,0
1387,GUA,90,2008,0
1388,GUA,90,2009,0
1389,GUA,90,2010,0
1390,GUA,90,2011,0
1391,GUA,90,2012,0
1392,GUA,90,2013,0
1393,GUA,90,2014,0
1394,GUA,90,2015,0
1395,GUA,90,2016,0
1396,GUA,90,2017,0
1397,GUA,90,2018,0
1398,HON,91,1839,0
1399,HON,91,1840,0
1400,HON,91,1841,0
1401,HON,91,1842,0
1402,HON,91,1843,0
1403,HON,91,1844,0
1404,HON,91,1845,0
1405,HON,91,1846,0
1406,HON,91,1847,0
1407,HON,91,1848,0
1408,HON,91,1849,0
1409,HON,91,1850,0
1410,HON,91,1851,0
1411,HON,91,1852,0
1412,HON,91,1853,0
1413,HON,91,1854,0
1414,HON,91,1855,0
1415,HON,91,1856,0
1416,HON,91,1857,0
1417,HON,91,1858,0
1418,HON,91,1859,0
1419,HON,91,1860,0
1420,HON,91,1861,0
1421,HON,91,1862,0
1422,HON,91,1863,0
1423,HON,91,1864,0
1424,HON,91,1865,0
1425,HON,91,1866,0
1426,HON,91,1867,0
1427,HON,91,1868,0
1428,HON,91,1869,0
1429,HON,91,1870,0
1430,HON,91,1871,0
1431,HON,91,1872,0
1432,HON,91,1873,0
1433,HON,91,1874,0
1434,HON,91,1875,0
1435,HON,91,1876,0
1436,HON,91,1877,0
1437,HON,91,1878,0
1438,HON,91,1879,0
1439,HON,91,1880,0
1440,HON,91,1881,0
1441,HON,91,1882,0
1442,HON,91,1883,0
1443,HON,91,1884,0
1444,HON,91,1885,0
1445,HON,91,1886,0
1446,HON,91,1887,0
1447,HON,91,1888,0
1448,HON,91,1889,0
1449,HON,91,1890,0
1450,HON,91,1891,0
1451,HON,91,1892,0
1452,HON,91,1893,0
1453,HON,91,1894,0
1454,HON,91,1895,0
1455,HON,91,1896,0
1456,HON,91,1897,0
1457,HON,91,1898,0
1458,HON,91,1899,0
1459,HON,91,1900,0
1460,HON,91,1901,0
1461,HON,91,1902,0
1462,HON,91,1903,0
1463,HON,91,1904,0
1464,HON,91,1905,0
1465,HON,91,1906,0
1466,HON,91,1907,0
1467,HON,91,1908,0
1468,HON,91,1909,0
1469,HON,91,1910,0
1470,HON,91,1911,0
1471,HON,91,1912,0
1472,HON,91,1913,0
1473,HON,91,1914,0
1474,HON,91,1915,0
1475,HON,91,1916,0
1476,HON,91,1917,0
1477,HON,91,1918,0
1478,HON,91,1919,0
1479,HON,91,1920,0
1480,HON,91,1921,0
1481,HON,91,1922,0
1482,HON,91,1923,0
1483,HON,91,1924,0
1484,HON,91,1925,0
1485,HON,91,1926,0
1486,HON,91,1927,0
1487,HON,91,1928,0
1488,HON,91,1929,0
1489,HON,91,1930,0
1490,HON,91,1931,0
1491,HON,91,1932,0
1492,HON,91,1933,0
1493,HON,91,1934,0
1494,HON,91,1935,0
1495,HON,91,1936,0
1496,HON,91,1937,0
1497,HON,91,1938,0
1498,HON,91,1939,0
1499,HON,91,1940,0
1500,HON,91,1941,0
1501,HON,91,1942,0
1502,HON,91,1943,0
1503,HON,91,1944,0
1504,HON,91,1945,0
1505,HON,91,1946,0
1506,HON,91,1947,0
1507,HON,91,1948,0
1508,HON,91,1949,0
1509,HON,91,1950,0
1510,HON,91,1951,0
1511,HON,91,1952,0
1512,HON,91,1953,0
1513,HON,91,1954,0
1514,HON,91,1955,0
1515,HON,91,1956,0
1516,HON,91,1957,0
1517,HON,91,1958,0
1518,HON,91,1959,0
1519,HON,91,1960,0
1520,HON,91,1961,0
1521,HON,91,1962,0
1522,HON,91,1963,0
1523,HON,91,1964,0
1524,HON,91,1965,0
1525,HON,91,1966,0
1526,HON,91,1967,0
1527,HON,91,1968,0
1528,HON,91,1969,0
1529,HON,91,1970,0
1530,HON,91,1971,0
1531,HON,91,1972,0
1532,HON,91,1973,0
1533,HON,91,1974,0
1534,HON,91,1975,0
1535,HON,91,1976,0
1536,HON,91,1977,0
1537,HON,91,1978,0
1538,HON,91,1979,0
1539,HON,91,1980,0
1540,HON,91,1981,0
1541,HON,91,1982,0
1542,HON,91,1983,0
1543,HON,91,1984,0
1544,HON,91,1985,0
1545,HON,91,1986,0
1546,HON,91,1987,0
1547,HON,91,1988,0
1548,HON,91,1989,0
1549,HON,91,1990,0
1550,HON,91,1991,0
1551,HON,91,1992,0
1552,HON,91,1993,0
1553,HON,91,1994,0
1554,HON,91,1995,0
1555,HON,91,1996,0
1556,HON,91,1997,0
1557,HON,91,1998,0
1558,HON,91,1999,0
1559,HON,91,2000,0
1560,HON,91,2001,0
1561,HON,91,2002,0
1562,HON,91,2003,0
1563,HON,91,2004,0
1564,HON,91,2005,0
1565,HON,91,2006,0
1566,HON,91,2007,0
1567,HON,91,2008,0
1568,HON,91,2009,0
1569,HON,91,2010,0
1570,HON,91,2011,0
1571,HON,91,2012,0
1572,HON,91,2013,0
1573,HON,91,2014,0
1574,HON,91,2015,0
1575,HON,91,2016,0
1576,HON,91,2017,0
1577,HON,91,2018,0
1578,SAL,92,1841,0
1579,SAL,92,1842,0
1580,SAL,92,1843,0
1581,SAL,92,1844,0
1582,SAL,92,1845,0
1583,SAL,92,1846,0
1584,SAL,92,1847,0
1585,SAL,92,1848,0
1586,SAL,92,1849,0
1587,SAL,92,1850,0
1588,SAL,92,1851,0
1589,SAL,92,1852,0
1590,SAL,92,1853,0
1591,SAL,92,1854,0
1592,SAL,92,1855,0
1593,SAL,92,1856,0
1594,SAL,92,1857,0
1595,SAL,92,1858,0
1596,SAL,92,1859,0
1597,SAL,92,1860,0
1598,SAL,92,1861,0
1599,SAL,92,1862,0
1600,SAL,92,1863,0
1601,SAL,92,1864,0
1602,SAL,92,1865,0
1603,SAL,92,1866,0
1604,SAL,92,1867,0
1605,SAL,92,1868,0
1606,SAL,92,1869,0
1607,SAL,92,1870,0
1608,SAL,92,1871,0
1609,SAL,92,1872,0
1610,SAL,92,1873,0
1611,SAL,92,1874,0
1612,SAL,92,1875,0
1613,SAL,92,1876,0
1614,SAL,92,1877,0
1615,SAL,92,1878,0
1616,SAL,92,1879,0
1617,SAL,92,1880,0
1618,SAL,92,1881,0
1619,SAL,92,1882,0
1620,SAL,92,1883,0
1621,SAL,92,1884,0
1622,SAL,92,1885,0
1623,SAL,92,1886,0
1624,SAL,92,1887,0
1625,SAL,92,1888,0
1626,SAL,92,1889,0
1627,SAL,92,1890,0
1628,SAL,92,1891,0
1629,SAL,92,1892,0
1630,SAL,92,1893,0
1631,SAL,92,1894,0
1632,SAL,92,1895,0
1633,SAL,92,1896,0
1634,SAL,92,1897,0
1635,SAL,92,1898,0
1636,SAL,92,1899,0
1637,SAL,92,1900,0
1638,SAL,92,1901,0
1639,SAL,92,1902,0
1640,SAL,92,1903,0
1641,SAL,92,1904,0
1642,SAL,92,1905,0
1643,SAL,92,1906,0
1644,SAL,92,1907,0
1645,SAL,92,1908,0
1646,SAL,92,1909,0
1647,SAL,92,1910,0
1648,SAL,92,1911,0
1649,SAL,92,1912,0
1650,SAL,92,1913,0
1651,SAL,92,1914,0
1652,SAL,92,1915,0
1653,SAL,92,1916,0
1654,SAL,92,1917,0
1655,SAL,92,1918,0
1656,SAL,92,1919,0
1657,SAL,92,1920,0
1658,SAL,92,1921,0
1659,SAL,92,1922,0
1660,SAL,92,1923,0
1661,SAL,92,1924,0
1662,SAL,92,1925,0
1663,SAL,92,1926,0
1664,SAL,92,1927,0
1665,SAL,92,1928,0
1666,SAL,92,1929,0
1667,SAL,92,1930,0
1668,SAL,92,1931,0
1669,SAL,92,1932,0
1670,SAL,92,1933,0
1671,SAL,92,1934,0
1672,SAL,92,1935,0
1673,SAL,92,1936,0
1674,SAL,92,1937,0
1675,SAL,92,1938,0
1676,SAL,92,1939,0
1677,SAL,92,1940,0
1678,SAL,92,1941,0
1679,SAL,92,1942,0
1680,SAL,92,1943,0
1681,SAL,92,1944,1
1682,SAL,92,1945,1
1683,SAL,92,1946,1
1684,SAL,92,1947,1
1685,SAL,92,1948,1
1686,SAL,92,1949,1
1687,SAL,92,1950,1
1688,SAL,92,1951,1
1689,SAL,92,1952,1
1690,SAL,92,1953,1
1691,SAL,92,1954,1
1692,SAL,92,1955,1
1693,SAL,92,1956,1
1694,SAL,92,1957,1
1695,SAL,92,1958,1
1696,SAL,92,1959,1
1697,SAL,92,1960,1
1698,SAL,92,1961,1
1699,SAL,92,1962,1
1700,SAL,92,1963,1
1701,SAL,92,1964,1
1702,SAL,92,1965,1
1703,SAL,92,1966,1
1704,SAL,92,1967,1
1705,SAL,92,1968,1
1706,SAL,92,1969,1
1707,SAL,92,1970,1
1708,SAL,92,1971,1
1709,SAL,92,1972,1
1710,SAL,92,1973,1
1711,SAL,92,1974,1
1712,SAL,92,1975,1
1713,SAL,92,1976,1
1714,SAL,92,1977,1
1715,SAL,92,1978,1
1716,SAL,92,1979,1
1717,SAL,92,1980,1
1718,SAL,92,1981,1
1719,SAL,92,1982,1
1720,SAL,92,1983,1
1721,SAL,92,1984,1
1722,SAL,92,1985,1
1723,SAL,92,1986,1
1724,SAL,92,1987,1
1725,SAL,92,1988,1
1726,SAL,92,1989,1
1727,SAL,92,1990,1
1728,SAL,92,1991,1
1729,SAL,92,1992,1
1730,SAL,92,1993,1
1731,SAL,92,1994,1
1732,SAL,92,1995,1
1733,SAL,92,1996,1
1734,SAL,92,1997,1
1735,SAL,92,1998,1
1736,SAL,92,1999,1
1737,SAL,92,2000,1
1738,SAL,92,2001,1
1739,SAL,92,2002,1
1740,SAL,92,2003,1
1741,SAL,92,2004,1
1742,SAL,92,2005,1
1743,SAL,92,2006,1
1744,SAL,92,2007,1
1745,SAL,92,2008,1
1746,SAL,92,2009,1
1747,SAL,92,2010,1
1748,SAL,92,2011,1
1749,SAL,92,2012,1
1750,SAL,92,2013,1
1751,SAL,92,2014,1
1752,SAL,92,2015,1
1753,SAL,92,2016,1
1754,SAL,92,2017,1
1755,SAL,92,2018,1
1756,NIC,93,1838,0
1757,NIC,93,1839,0
1758,NIC,93,1840,0
1759,NIC,93,1841,0
1760,NIC,93,1842,0
1761,NIC,93,1843,0
1762,NIC,93,1844,0
1763,NIC,93,1845,0
1764,NIC,93,1846,0
1765,NIC,93,1847,0
1766,NIC,93,1848,0
1767,NIC,93,1849,0
1768,NIC,93,1850,0
1769,NIC,93,1851,0
1770,NIC,93,1852,0
1771,NIC,93,1853,0
1772,NIC,93,1854,0
1773,NIC,93,1855,0
1774,NIC,93,1856,0
1775,NIC,93,1857,0
1776,NIC,93,1858,0
1777,NIC,93,1859,0
1778,NIC,93,1860,0
1779,NIC,93,1861,0
1780,NIC,93,1862,0
1781,NIC,93,1863,0
1782,NIC,93,1864,0
1783,NIC,93,1865,0
1784,NIC,93,1866,0
1785,NIC,93,1867,0
1786,NIC,93,1868,0
1787,NIC,93,1869,0
1788,NIC,93,1870,0
1789,NIC,93,1871,0
1790,NIC,93,1872,0
1791,NIC,93,1873,0
1792,NIC,93,1874,0
1793,NIC,93,1875,0
1794,NIC,93,1876,0
1795,NIC,93,1877,0
1796,NIC,93,1878,0
1797,NIC,93,1879,0
1798,NIC,93,1880,0
1799,NIC,93,1881,0
1800,NIC,93,1882,0
1801,NIC,93,1883,0
1802,NIC,93,1884,0
1803,NIC,93,1885,0
1804,NIC,93,1886,0
1805,NIC,93,1887,0
1806,NIC,93,1888,0
1807,NIC,93,1889,0
1808,NIC,93,1890,0
1809,NIC,93,1891,0
1810,NIC,93,1892,0
1811,NIC,93,1893,0
1812,NIC,93,1894,0
1813,NIC,93,1895,0
1814,NIC,93,1896,0
1815,NIC,93,1897,0
1816,NIC,93,1898,0
1817,NIC,93,1899,0
1818,NIC,93,1900,0
1819,NIC,93,1901,0
1820,NIC,93,1902,0
1821,NIC,93,1903,0
1822,NIC,93,1904,0
1823,NIC,93,1905,0
1824,NIC,93,1906,0
1825,NIC,93,1907,0
1826,NIC,93,1908,0
1827,NIC,93,1909,0
1828,NIC,93,1910,0
1829,NIC,93,1911,0
1830,NIC,93,1912,0
1831,NIC,93,1913,0
1832,NIC,93,1914,0
1833,NIC,93,1915,0
1834,NIC,93,1916,0
1835,NIC,93,1917,0
1836,NIC,93,1918,0
1837,NIC,93,1919,0
1838,NIC,93,1920,0
1839,NIC,93,1921,0
1840,NIC,93,1922,0
1841,NIC,93,1923,0
1842,NIC,93,1924,0
1843,NIC,93,1925,0
1844,NIC,93,1926,0
1845,NIC,93,1927,0
1846,NIC,93,1928,0
1847,NIC,93,1929,0
1848,NIC,93,1930,0
1849,NIC,93,1931,0
1850,NIC,93,1932,0
1851,NIC,93,1933,0
1852,NIC,93,1934,0
1853,NIC,93,1935,0
1854,NIC,93,1936,1
1855,NIC,93,1937,1
1856,NIC,93,1938,1
1857,NIC,93,1939,1
1858,NIC,93,1940,1
1859,NIC,93,1941,1
1860,NIC,93,1942,1
1861,NIC,93,1943,1
1862,NIC,93,1944,1
1863,NIC,93,1945,1
1864,NIC,93,1946,1
1865,NIC,93,1947,1
1866,NIC,93,1948,1
1867,NIC,93,1949,1
1868,NIC,93,1950,1
1869,NIC,93,1951,1
1870,NIC,93,1952,1
1871,NIC,93,1953,1
1872,NIC,93,1954,1
1873,NIC,93,1955,1
1874,NIC,93,1956,1
1875,NIC,93,1957,1
1876,NIC,93,1958,1
1877,NIC,93,1959,1
1878,NIC,93,1960,1
1879,NIC,93,1961,1
1880,NIC,93,1962,1
1881,NIC,93,1963,1
1882,NIC,93,1964,1
1883,NIC,93,1965,1
1884,NIC,93,1966,1
1885,NIC,93,1967,1
1886,NIC,93,1968,1
1887,NIC,93,1969,1
1888,NIC,93,1970,1
1889,NIC,93,1971,1
1890,NIC,93,1972,1
1891,NIC,93,1973,1
1892,NIC,93,1974,1
1893,NIC,93,1975,1
1894,NIC,93,1976,1
1895,NIC,93,1977,1
1896,NIC,93,1978,1
1897,NIC,93,1979,1
1898,NIC,93,1980,1
1899,NIC,93,1981,1
1900,NIC,93,1982,1
1901,NIC,93,1983,1
1902,NIC,93,1984,1
1903,NIC,93,1985,1
1904,NIC,93,1986,1
1905,NIC,93,1987,1
1906,NIC,93,1988,1
1907,NIC,93,1989,1
1908,NIC,93,1990,1
1909,NIC,93,1991,1
1910,NIC,93,1992,1
1911,NIC,93,1993,1
1912,NIC,93,1994,1
1913,NIC,93,1995,1
1914,NIC,93,1996,1
1915,NIC,93,1997,1
1916,NIC,93,1998,1
1917,NIC,93,1999,1
1918,NIC,93,2000,1
1919,NIC,93,2001,1
1920,NIC,93,2002,1
1921,NIC,93,2003,1
1922,NIC,93,2004,1
1923,NIC,93,2005,1
1924,NIC,93,2006,1
1925,NIC,93,2007,1
1926,NIC,93,2008,1
1927,NIC,93,2009,1
1928,NIC,93,2010,1
1929,NIC,93,2011,1
1930,NIC,93,2012,1
1931,NIC,93,2013,1
1932,NIC,93,2014,1
1933,NIC,93,2015,1
1934,NIC,93,2016,1
1935,NIC,93,2017,1
1936,NIC,93,2018,1
1937,COS,94,1838,1
1938,COS,94,1839,1
1939,COS,94,1840,1
1940,COS,94,1841,1
1941,COS,94,1842,1
1942,COS,94,1843,1
1943,COS,94,1844,1
1944,COS,94,1845,1
1945,COS,94,1846,1
1946,COS,94,1847,1
1947,COS,94,1848,1
1948,COS,94,1849,1
1949,COS,94,1850,1
1950,COS,94,1851,1
1951,COS,94,1852,1
1952,COS,94,1853,1
1953,COS,94,1854,1
1954,COS,94,1855,1
1955,COS,94,1856,1
1956,COS,94,1857,1
1957,COS,94,1858,1
1958,COS,94,1859,1
1959,COS,94,1860,1
1960,COS,94,1861,1
1961,COS,94,1862,1
1962,COS,94,1863,1
1963,COS,94,1864,1
1964,COS,94,1865,1
1965,COS,94,1866,1
1966,COS,94,1867,1
1967,COS,94,1868,1
1968,COS,94,1869,1
1969,COS,94,1870,1
1970,COS,94,1871,1
1971,COS,94,1872,1
1972,COS,94,1873,1
1973,COS,94,1874,1
1974,COS,94,1875,1
1975,COS,94,1876,1
1976,COS,94,1877,1
1977,COS,94,1878,1
1978,COS,94,1879,1
1979,COS,94,1880,1
1980,COS,94,1881,1
1981,COS,94,1882,1
1982,COS,94,1883,1
1983,COS,94,1884,1
1984,COS,94,1885,1
1985,COS,94,1886,1
1986,COS,94,1887,1
1987,COS,94,1888,1
1988,COS,94,1889,1
1989,COS,94,1890,1
1990,COS,94,1891,1
1991,COS,94,1892,1
1992,COS,94,1893,1
1993,COS,94,1894,1
1994,COS,94,1895,1
1995,COS,94,1896,1
1996,COS,94,1897,1
1997,COS,94,1898,1
1998,COS,94,1899,1
1999,COS,94,1900,1
2000,COS,94,1901,1
2001,COS,94,1902,1
2002,COS,94,1903,1
2003,COS,94,1904,1
2004,COS,94,1905,1
2005,COS,94,1906,1
2006,COS,94,1907,1
2007,COS,94,1908,1
2008,COS,94,1909,1
2009,COS,94,1910,1
2010,COS,94,1911,1
2011,COS,94,1912,1
2012,COS,94,1913,1
2013,COS,94,1914,1
2014,COS,94,1915,1
2015,COS,94,1916,1
2016,COS,94,1917,1
2017,COS,94,1918,1
2018,COS,94,1919,1
2019,COS,94,1920,1
2020,COS,94,1921,1
2021,COS,94,1922,1
2022,COS,94,1923,1
2023,COS,94,1924,1
2024,COS,94,1925,1
2025,COS,94,1926,1
2026,COS,94,1927,1
2027,COS,94,1928,1
2028,COS,94,1929,1
2029,COS,94,1930,1
2030,COS,94,1931,1
2031,COS,94,1932,1
2032,COS,94,1933,1
2033,COS,94,1934,1
2034,COS,94,1935,1
2035,COS,94,1936,1
2036,COS,94,1937,1
2037,COS,94,1938,1
2038,COS,94,1939,1
2039,COS,94,1940,1
2040,COS,94,1941,1
2041,COS,94,1942,1
2042,COS,94,1943,1
2043,COS,94,1944,1
2044,COS,94,1945,1
2045,COS,94,1946,1
2046,COS,94,1947,1
2047,COS,94,1948,1
2048,COS,94,1949,1
2049,COS,94,1950,1
2050,COS,94,1951,1
2051,COS,94,1952,1
2052,COS,94,1953,1
2053,COS,94,1954,1
2054,COS,94,1955,1
2055,COS,94,1956,1
2056,COS,94,1957,1
2057,COS,94,1958,1
2058,COS,94,1959,1
2059,COS,94,1960,1
2060,COS,94,1961,1
2061,COS,94,1962,1
2062,COS,94,1963,1
2063,COS,94,1964,1
2064,COS,94,1965,1
2065,COS,94,1966,1
2066,COS,94,1967,1
2067,COS,94,1968,1
2068,COS,94,1969,1
2069,COS,94,1970,1
2070,COS,94,1971,1
2071,COS,94,1972,1
2072,COS,94,1973,1
2073,COS,94,1974,1
2074,COS,94,1975,1
2075,COS,94,1976,1
2076,COS,94,1977,1
2077,COS,94,1978,1
2078,COS,94,1979,1
2079,COS,94,1980,1
2080,COS,94,1981,1
2081,COS,94,1982,1
2082,COS,94,1983,1
2083,COS,94,1984,1
2084,COS,94,1985,1
2085,COS,94,1986,1
2086,COS,94,1987,1
2087,COS,94,1988,1
2088,COS,94,1989,1
2089,COS,94,1990,1
2090,COS,94,1991,1
2091,COS,94,1992,1
2092,COS,94,1993,1
2093,COS,94,1994,1
2094,COS,94,1995,1
2095,COS,94,1996,1
2096,COS,94,1997,1
2097,COS,94,1998,1
2098,COS,94,1999,1
2099,COS,94,2000,1
2100,COS,94,2001,1
2101,COS,94,2002,1
2102,COS,94,2003,1
2103,COS,94,2004,1
2104,COS,94,2005,1
2105,COS,94,2006,1
2106,COS,94,2007,1
2107,COS,94,2008,1
2108,COS,94,2009,1
2109,COS,94,2010,1
