id,stateabb1,ccode1,stateabb2,ccode2,year,defense,eventID_state1,milex_1,milex_2,milper_1,milper_2,irst_1,irst_2,pec_1,pec_2,tpop_1,tpop_2
964,USA,2,NIC,93,1960,1,USA_2_1960,45380000.0,6700.0,2306.0,5.0,90067.0,0.0,1421218.0,23.0,180671.0,1411.0
965,USA,2,NIC,93,1961,1,USA_2_1961,47808000.0,6979.0,2307.0,5.0,88917.0,0.0,1447002.0,24.0,183691.0,1453.0
966,USA,2,NIC,93,1962,1,USA_2_1962,52381008.0,7546.0,2807.0,5.0,89202.0,0.0,1508570.0,26.0,186538.0,1496.0
967,USA,2,NIC,93,1963,1,USA_2_1963,52295008.0,7801.0,2700.0,5.0,99120.0,0.0,1589655.0,31.0,189242.0,1541.0
968,USA,2,NIC,93,1964,1,USA_2_1964,51213008.0,7546.0,2687.0,6.0,115281.0,0.0,1610682.0,35.0,191889.0,1579.0
969,USA,2,NIC,93,1965,1,USA_2_1965,51827008.0,8113.0,2660.0,6.0,119260.0,0.0,1700357.0,38.0,194303.0,1619.0
970,USA,2,NIC,93,1966,1,USA_2_1966,67572000.0,9348.0,3090.0,6.0,121655.0,0.0,1784048.0,45.0,196560.0,1660.0
971,USA,2,NIC,93,1967,1,USA_2_1967,75448000.0,10270.0,3380.0,6.0,115406.0,0.0,1903194.0,51.0,198712.0,1701.0
972,USA,2,NIC,93,1968,1,USA_2_1968,80732000.0,10057.0,3550.0,6.0,119262.0,0.0,2094353.0,639.0,200706.0,1744.0
973,USA,2,NIC,93,1969,1,USA_2_1969,81446000.0,10241.0,3460.0,6.0,128152.0,0.0,2198902.0,664.0,202677.0,1788.0
974,USA,2,NIC,93,1970,1,USA_2_1970,77827008.0,12170.0,3070.0,6.0,119309.0,0.0,2276904.0,1357.0,205052.0,2053.0
975,USA,2,NIC,93,1971,1,USA_2_1971,74862000.0,12400.0,2720.0,6.0,109265.0,0.0,2311854.0,1753.0,207661.0,1889.0
976,USA,2,NIC,93,1972,1,USA_2_1972,77639000.0,16142.0,2323.0,6.0,120875.0,0.0,2396418.0,1802.0,209896.0,1955.0
977,USA,2,NIC,93,1973,1,USA_2_1973,78385000.0,15286.0,2206.0,6.0,136804.0,0.0,2490304.0,1975.0,211909.0,2015.0
978,USA,2,NIC,93,1974,1,USA_2_1974,85906000.0,21959.0,2146.0,6.0,132196.0,0.0,2430725.0,2026.0,213854.0,2087.0
979,USA,2,NIC,93,1975,1,USA_2_1975,90948000.0,27185.0,2098.0,5.0,105897.0,0.0,2393766.0,2159.0,215973.0,2408.0
980,USA,2,NIC,93,1976,1,USA_2_1976,91013000.0,37290.0,2075.0,5.0,116121.0,0.0,2536257.0,2265.0,218035.0,2244.0
981,USA,2,NIC,93,1977,1,USA_2_1977,100925000.0,41275.0,2060.0,6.0,113701.0,0.0,2619481.0,2409.0,220239.0,2325.0
982,USA,2,NIC,93,1978,1,USA_2_1978,109247000.0,43000.0,2060.0,6.0,124314.0,0.0,2612982.0,2270.0,222585.0,2410.0
983,USA,2,NIC,93,1979,1,USA_2_1979,122279000.0,42000.0,2033.0,6.0,123688.0,0.0,2659868.0,2026.0,225055.0,2644.0
984,USA,2,NIC,93,1980,1,USA_2_1980,143981000.0,62000.0,2050.0,24.0,101456.0,0.0,2584210.0,2171.0,227726.0,2771.0
985,USA,2,NIC,93,1981,1,USA_2_1981,169888000.0,192000.0,2101.0,39.0,109614.0,0.0,2502657.0,2307.0,229966.0,2871.0
986,USA,2,NIC,93,1982,1,USA_2_1982,196345000.0,249000.0,2168.0,41.0,67656.0,0.0,2380353.0,2306.0,232188.0,2957.0
987,USA,2,NIC,93,1983,1,USA_2_1983,217198000.0,348000.0,2201.0,46.0,76762.0,0.0,2378677.0,2199.0,234307.0,3058.0
988,USA,2,NIC,93,1984,1,USA_2_1984,237052000.0,625000.0,2222.0,67.0,83940.0,0.0,2467563.0,2138.0,236348.0,3163.0
989,USA,2,NIC,93,1985,1,USA_2_1985,245154000.0,702000.0,2244.0,74.0,80067.0,0.0,2466405.0,2205.0,238466.0,3272.0
990,USA,2,NIC,93,1986,1,USA_2_1986,265480000.0,436090.0,2269.0,75.0,74032.0,0.0,2468629.0,2338.0,240651.0,3384.0
991,USA,2,NIC,93,1987,1,USA_2_1987,273966000.0,189000.0,2280.0,80.0,80876.0,0.0,2561765.0,2304.0,242804.0,3501.0
992,USA,2,NIC,93,1988,1,USA_2_1988,281935000.0,142000.0,2250.0,74.0,90631.0,0.0,2669996.0,2333.0,245021.0,3622.0
993,USA,2,NIC,93,1989,1,USA_2_1989,294880000.0,-9.0,2240.0,65.0,87722.0,0.0,2745073.0,2348.0,247342.0,3745.0
994,USA,2,NIC,93,1990,1,USA_2_1990,289755000.0,318000.0,2180.0,28.0,89726.0,0.0,2798225.0,2520.0,249907.0,3871.0
995,USA,2,NIC,93,1991,1,USA_2_1991,262389000.0,225000.0,2110.0,20.0,79738.0,0.0,2827021.0,2604.0,252618.0,3999.0
996,USA,2,NIC,93,1992,1,USA_2_1992,286892000.0,214500.0,1920.0,15.0,84322.0,0.0,2856725.0,2647.0,255391.0,4131.0
997,USA,2,NIC,93,1993,1,USA_2_1993,297600000.0,210000.0,1810.0,15.0,88793.0,0.0,2921265.0,2667.0,258132.0,4265.0
998,USA,2,NIC,93,1994,1,USA_2_1994,293214000.0,35000.0,1710.0,14.0,91244.0,0.0,2962511.0,2763.0,260602.0,4401.0
999,USA,2,NIC,93,1995,1,USA_2_1995,277834000.0,39000.0,1620.0,14.0,95191.0,0.0,2996708.0,2699.0,262755.0,4539.0
1000,USA,2,NIC,93,1996,1,USA_2_1996,277254000.0,37000.0,1570.0,14.0,95535.0,0.0,3055692.0,2883.0,265284.0,4238.0
