id,stateabb1,ccode1,stateabb2,ccode2,year,defense,eventID_state1,milex_1,milex_2,milper_1,milper_2,irst_1,irst_2,pec_1,pec_2,tpop_1,tpop_2
1,USA,2,CAN,20,1950,1,USA_2_1950,14559000.0,447964.0,1460.0,45.0,87848.0,3070.0,1241836.0,60887.0,152271.0,13737.0
2,USA,2,CAN,20,1951,1,USA_2_1951,33398000.0,1150942.0,3249.0,62.0,95435.0,3237.0,1325948.0,64945.0,154878.0,14050.0
3,USA,2,CAN,20,1952,1,USA_2_1952,47852000.0,1843656.0,3636.0,102.0,84520.0,3359.0,1309824.0,64874.0,157553.0,14496.0
4,USA,2,CAN,20,1953,1,USA_2_1953,49621008.0,2028835.0,3555.0,104.0,101250.0,3734.0,1347597.0,67118.0,160184.0,14886.0
5,USA,2,CAN,20,1954,1,USA_2_1954,42786000.0,1818274.0,3302.0,108.0,80115.0,2898.0,1302449.0,67691.0,163026.0,15330.0
6,USA,2,CAN,20,1955,1,USA_2_1955,40518000.0,1883021.0,2935.0,112.0,106173.0,4114.0,1415958.0,72628.0,165931.0,15736.0
7,USA,2,CAN,20,1956,1,USA_2_1956,41773008.0,1889889.0,2806.0,116.0,104522.0,4809.0,1492506.0,83921.0,168903.0,16123.0
8,USA,2,CAN,20,1957,1,USA_2_1957,44548000.0,1905207.0,2796.0,121.0,102253.0,4598.0,1494767.0,82785.0,171984.0,16677.0
9,USA,2,CAN,20,1958,1,USA_2_1958,45503008.0,1766497.0,2411.0,119.0,77342.0,3955.0,1437859.0,84364.0,174882.0,17120.0
10,USA,2,CAN,20,1959,1,USA_2_1959,46614000.0,1703318.0,2328.0,120.0,84773.0,5354.0,1513627.0,90080.0,177830.0,17522.0
11,USA,2,CAN,20,1960,1,USA_2_1960,45380000.0,1735570.0,2306.0,121.0,90067.0,5270.0,1421218.0,94926.0,180671.0,17909.0
12,USA,2,CAN,20,1961,1,USA_2_1961,47808000.0,1722891.0,2307.0,124.0,88917.0,5886.0,1447002.0,99412.0,183691.0,18238.0
13,USA,2,CAN,20,1962,1,USA_2_1962,52381008.0,1735210.0,2807.0,124.0,89202.0,6507.0,1508570.0,109109.0,186538.0,18614.0
14,USA,2,CAN,20,1963,1,USA_2_1963,52295008.0,1588421.0,2700.0,120.0,99120.0,7436.0,1589655.0,112561.0,189242.0,18964.0
15,USA,2,CAN,20,1964,1,USA_2_1964,51213008.0,1677304.0,2687.0,120.0,115281.0,8282.0,1610682.0,128155.0,191889.0,19325.0
16,USA,2,CAN,20,1965,1,USA_2_1965,51827008.0,1544548.0,2660.0,120.0,119260.0,9132.0,1700357.0,135644.0,194303.0,19678.0
17,USA,2,CAN,20,1966,1,USA_2_1966,67572000.0,1642790.0,3090.0,110.0,121655.0,9093.0,1784048.0,141051.0,196560.0,20048.0
18,USA,2,CAN,20,1967,1,USA_2_1967,75448000.0,1813063.0,3380.0,105.0,115406.0,8797.0,1903194.0,151902.0,198712.0,20412.0
19,USA,2,CAN,20,1968,1,USA_2_1968,80732000.0,1782772.0,3550.0,105.0,119262.0,10161.0,2094353.0,168715.0,200706.0,20729.0
20,USA,2,CAN,20,1969,1,USA_2_1969,81446000.0,1770133.0,3460.0,100.0,128152.0,9350.0,2198902.0,172706.0,202677.0,21028.0
21,USA,2,CAN,20,1970,1,USA_2_1970,77827008.0,1920602.0,3070.0,95.0,119309.0,11198.0,2276904.0,188188.0,205052.0,21297.0
22,USA,2,CAN,20,1971,1,USA_2_1971,74862000.0,2110319.0,2720.0,85.0,109265.0,11040.0,2311854.0,199928.0,207661.0,22962.0
23,USA,2,CAN,20,1972,1,USA_2_1972,77639000.0,2260834.0,2323.0,90.0,120875.0,11859.0,2396418.0,221405.0,209896.0,22220.0
24,USA,2,CAN,20,1973,1,USA_2_1973,78385000.0,2404759.0,2206.0,82.0,136804.0,13386.0,2490304.0,235183.0,211909.0,22494.0
25,USA,2,CAN,20,1974,1,USA_2_1974,85906000.0,2926380.0,2146.0,82.0,132196.0,13623.0,2430725.0,242091.0,213854.0,22808.0
26,USA,2,CAN,20,1975,1,USA_2_1975,90948000.0,3074729.0,2098.0,78.0,105897.0,13025.0,2393766.0,243749.0,215973.0,23142.0
27,USA,2,CAN,20,1976,1,USA_2_1976,91013000.0,3639959.0,2075.0,78.0,116121.0,13290.0,2536257.0,252431.0,218035.0,23450.0
28,USA,2,CAN,20,1977,1,USA_2_1977,100925000.0,3877762.0,2060.0,78.0,113701.0,13581.0,2619481.0,265585.0,220239.0,23726.0
29,USA,2,CAN,20,1978,1,USA_2_1978,109247000.0,4016964.0,2060.0,79.0,124314.0,14898.0,2612982.0,269236.0,222585.0,23964.0
30,USA,2,CAN,20,1979,1,USA_2_1979,122279000.0,4119005.0,2033.0,79.0,123688.0,16078.0,2659868.0,288132.0,225055.0,24202.0
31,USA,2,CAN,20,1980,1,USA_2_1980,143981000.0,4387240.0,2050.0,82.0,101456.0,15901.0,2584210.0,286861.0,227726.0,24516.0
32,USA,2,CAN,20,1981,1,USA_2_1981,169888000.0,5246444.0,2101.0,81.0,109614.0,14811.0,2502657.0,278108.0,229966.0,24820.0
33,USA,2,CAN,20,1982,1,USA_2_1982,196345000.0,6182339.0,2168.0,81.0,67656.0,11871.0,2380353.0,259635.0,232188.0,25117.0
34,USA,2,CAN,20,1983,1,USA_2_1983,217198000.0,6562003.0,2201.0,81.0,76762.0,12832.0,2378677.0,257445.0,234307.0,25367.0
35,USA,2,CAN,20,1984,1,USA_2_1984,237052000.0,7195604.0,2222.0,82.0,83940.0,14699.0,2467563.0,273560.0,236348.0,25608.0
36,USA,2,CAN,20,1985,1,USA_2_1985,245154000.0,6809000.0,2244.0,83.0,80067.0,13459.0,2466405.0,270146.0,238466.0,25843.0
37,USA,2,CAN,20,1986,1,USA_2_1986,265480000.0,7180000.0,2269.0,85.0,74032.0,14081.0,2468629.0,260704.0,240651.0,26101.0
38,USA,2,CAN,20,1987,1,USA_2_1987,273966000.0,7960000.0,2280.0,86.0,80876.0,14737.0,2561765.0,275213.0,242804.0,26450.0
39,USA,2,CAN,20,1988,1,USA_2_1988,281935000.0,8830000.0,2250.0,88.0,90631.0,15193.0,2669996.0,289860.0,245021.0,26798.0
40,USA,2,CAN,20,1989,1,USA_2_1989,294880000.0,9480000.0,2240.0,88.0,87722.0,15458.0,2745073.0,300105.0,247342.0,27286.0
41,USA,2,CAN,20,1990,1,USA_2_1990,289755000.0,10280000.0,2180.0,87.0,89726.0,12281.0,2798225.0,286093.0,249907.0,27701.0
42,USA,2,CAN,20,1991,1,USA_2_1991,262389000.0,11420000.0,2110.0,86.0,79738.0,12987.0,2827021.0,282095.0,252618.0,28031.0
43,USA,2,CAN,20,1992,1,USA_2_1992,286892000.0,10310000.0,1920.0,82.0,84322.0,13924.0,2856725.0,288704.0,255391.0,28377.0
44,USA,2,CAN,20,1993,1,USA_2_1993,297600000.0,9600000.0,1810.0,76.0,88793.0,14387.0,2921265.0,297854.0,258132.0,28703.0
45,USA,2,CAN,20,1994,1,USA_2_1994,293214000.0,9695000.0,1710.0,75.0,91244.0,13897.0,2962511.0,304045.0,260602.0,29036.0
46,USA,2,CAN,20,1995,1,USA_2_1995,277834000.0,9126000.0,1620.0,70.0,95191.0,14415.0,2996708.0,309058.0,262755.0,29354.0
47,USA,2,CAN,20,1996,1,USA_2_1996,277254000.0,8624000.0,1570.0,66.0,95535.0,14735.0,3055692.0,320305.0,265284.0,29672.0
48,USA,2,CAN,20,1997,1,USA_2_1997,276324000.0,7801000.0,1530.0,61.0,98485.0,15553.0,3114015.0,329246.0,267901.0,30004.0
49,USA,2,CAN,20,1998,1,USA_2_1998,279702000.0,7677000.0,1510.0,60.0,98658.0,15930.0,3126886.0,329262.0,274028.0,30563.0
50,USA,2,CAN,20,1999,1,USA_2_1999,292147000.0,8395000.0,1490.0,60.0,97427.0,16235.0,3161089.0,338228.0,276218.0,30857.0
51,USA,2,CAN,20,2000,1,USA_2_2000,303136000.0,8320000.0,1366.0,59.0,101803.0,16595.0,3283713.0,353644.0,278357.0,31147.0
52,USA,2,CAN,20,2001,1,USA_2_2001,322365000.0,7745000.0,1368.0,57.0,90104.0,15276.0,3184088.0,352264.0,285112.0,31021.0
53,USA,2,CAN,20,2002,1,USA_2_2002,348555000.0,8522000.0,1414.0,52.0,91587.0,16002.0,3227356.0,353094.0,290270.0,31284.0
54,USA,2,CAN,20,2003,1,USA_2_2003,404920000.0,10102000.0,1427.0,52.0,93677.0,15929.0,3243291.0,371879.0,292883.0,31592.0
55,USA,2,CAN,20,2004,1,USA_2_2004,455908000.0,11501000.0,1450.0,57.0,99681.0,16305.0,3267987.0,372133.0,295487.0,31914.0
56,USA,2,CAN,20,2005,1,USA_2_2005,495326000.0,13224000.0,1474.0,62.0,94897.0,15327.0,3267376.0,375945.0,298166.0,32253.0
57,USA,2,CAN,20,2006,1,USA_2_2006,521840000.0,15103000.0,1546.0,62.0,98557.0,15493.0,3245355.0,373411.0,300943.0,32611.0
58,USA,2,CAN,20,2007,1,USA_2_2007,552568000.0,18491000.0,1506.0,63.0,98102.0,15572.0,3309846.0,365505.0,303787.0,32986.0
59,USA,2,CAN,20,2008,1,USA_2_2008,616073000.0,19836000.0,1498.0,64.0,91350.0,14845.0,3258569.0,358309.0,306657.0,33370.0
60,USA,2,CAN,20,2009,1,USA_2_2009,662049000.0,19575000.0,1540.0,64.0,58196.0,9286.0,3108946.0,337361.0,309492.0,33753.0
61,USA,2,CAN,20,2010,1,USA_2_2010,693600000.0,20240000.0,1580.0,66.0,80495.0,13013.0,3211935.0,338529.0,312247.0,34126.0
62,USA,2,CAN,20,2011,1,USA_2_2011,687000000.0,20081000.0,1564.0,66.0,86398.0,12967.0,3206262.0,337412.0,314912.0,34487.0
63,USA,2,CAN,20,2012,1,USA_2_2012,655388000.0,18445000.0,1569.0,66.0,88695.0,13507.0,3159873.0,343023.0,317505.0,34838.0
64,USA,2,BHM,31,1982,1,USA_2_1982,196345000.0,9000.0,2168.0,0.0,67656.0,0.0,2380353.0,12330.0,232188.0,218.0
65,USA,2,BHM,31,1983,1,USA_2_1983,217198000.0,8000.0,2201.0,0.0,76762.0,0.0,2378677.0,11071.0,234307.0,223.0
66,USA,2,BHM,31,1984,1,USA_2_1984,237052000.0,8600.0,2222.0,0.0,83940.0,0.0,2467563.0,8535.0,236348.0,227.0
67,USA,2,BHM,31,1985,1,USA_2_1985,245154000.0,9600.0,2244.0,1.0,80067.0,0.0,2466405.0,1361.0,238466.0,232.0
68,USA,2,BHM,31,1986,1,USA_2_1986,265480000.0,11100.0,2269.0,0.0,74032.0,0.0,2468629.0,111.0,240651.0,236.0
69,USA,2,BHM,31,1987,1,USA_2_1987,273966000.0,14337.0,2280.0,0.0,80876.0,0.0,2561765.0,111.0,242804.0,241.0
70,USA,2,BHM,31,1988,1,USA_2_1988,281935000.0,77700.0,2250.0,0.0,90631.0,0.0,2669996.0,112.0,245021.0,246.0
71,USA,2,BHM,31,1989,1,USA_2_1989,294880000.0,66500.0,2240.0,2.0,87722.0,0.0,2745073.0,114.0,247342.0,251.0
72,USA,2,BHM,31,1990,1,USA_2_1990,289755000.0,65700.0,2180.0,1.0,89726.0,0.0,2798225.0,117.0,249907.0,255.0
73,USA,2,BHM,31,1991,1,USA_2_1991,262389000.0,48000.0,2110.0,0.0,79738.0,0.0,2827021.0,139.0,252618.0,260.0
74,USA,2,BHM,31,1992,1,USA_2_1992,286892000.0,17800.0,1920.0,1.0,84322.0,0.0,2856725.0,143.0,255391.0,264.0
75,USA,2,BHM,31,1993,1,USA_2_1993,297600000.0,-9.0,1810.0,1.0,88793.0,0.0,2921265.0,150.0,258132.0,269.0
76,USA,2,BHM,31,1994,1,USA_2_1994,293214000.0,20000.0,1710.0,0.0,91244.0,0.0,2962511.0,157.0,260602.0,274.0
77,USA,2,BHM,31,1995,1,USA_2_1995,277834000.0,19000.0,1620.0,0.0,95191.0,0.0,2996708.0,160.0,262755.0,279.0
78,USA,2,BHM,31,1996,1,USA_2_1996,277254000.0,22000.0,1570.0,0.0,95535.0,0.0,3055692.0,165.0,265284.0,284.0
79,USA,2,BHM,31,1997,1,USA_2_1997,276324000.0,22000.0,1530.0,0.0,98485.0,0.0,3114015.0,174.0,267901.0,289.0
80,USA,2,BHM,31,1998,1,USA_2_1998,279702000.0,26000.0,1510.0,0.0,98658.0,0.0,3126886.0,188.0,274028.0,296.0
81,USA,2,BHM,31,1999,1,USA_2_1999,292147000.0,26000.0,1490.0,1.0,97427.0,0.0,3161089.0,197.0,276218.0,301.0
82,USA,2,BHM,31,2000,1,USA_2_2000,303136000.0,30000.0,1366.0,1.0,101803.0,0.0,3283713.0,209.0,278357.0,307.0
83,USA,2,BHM,31,2001,1,USA_2_2001,322365000.0,29000.0,1368.0,1.0,90104.0,0.0,3184088.0,218.0,285112.0,308.0
84,USA,2,BHM,31,2002,1,USA_2_2002,348555000.0,28000.0,1414.0,1.0,91587.0,0.0,3227356.0,236.0,290270.0,309.0
85,USA,2,BHM,31,2003,1,USA_2_2003,404920000.0,33000.0,1427.0,1.0,93677.0,0.0,3243291.0,256.0,292883.0,316.0
86,USA,2,BHM,31,2004,1,USA_2_2004,455908000.0,34000.0,1450.0,1.0,99681.0,0.0,3267987.0,253.0,295487.0,322.0
87,USA,2,BHM,31,2005,1,USA_2_2005,495326000.0,36000.0,1474.0,1.0,94897.0,0.0,3267376.0,266.0,298166.0,329.0
88,USA,2,BHM,31,2006,1,USA_2_2006,521840000.0,48000.0,1546.0,1.0,98557.0,0.0,3245355.0,271.0,300943.0,336.0
89,USA,2,BHM,31,2007,1,USA_2_2007,552568000.0,58000.0,1506.0,1.0,98102.0,0.0,3309846.0,286.0,303787.0,342.0
90,USA,2,BHM,31,2008,1,USA_2_2008,616073000.0,49000.0,1498.0,1.0,91350.0,0.0,3258569.0,251.0,306657.0,348.0
91,USA,2,BHM,31,2009,1,USA_2_2009,662049000.0,49000.0,1540.0,1.0,58196.0,0.0,3108946.0,228.0,309492.0,354.0
92,USA,2,BHM,31,2010,1,USA_2_2010,693600000.0,47000.0,1580.0,1.0,80495.0,0.0,3211935.0,234.0,312247.0,360.0
93,USA,2,BHM,31,2011,1,USA_2_2011,687000000.0,50000.0,1564.0,1.0,86398.0,0.0,3206262.0,227.0,314912.0,366.0
94,USA,2,BHM,31,2012,1,USA_2_2012,655388000.0,55000.0,1569.0,1.0,88695.0,0.0,3159873.0,261.0,317505.0,372.0
95,USA,2,CUB,40,1936,0,USA_2_1936,932600.0,18385.0,291.0,16.0,48534.0,0.0,825460.0,34.0,128181.0,4110.0
96,USA,2,CUB,40,1937,0,USA_2_1937,1032900.0,18485.0,312.0,19.0,51380.0,0.0,869666.0,38.0,128961.0,4170.0
97,USA,2,CUB,40,1938,0,USA_2_1938,1131499.0,18385.0,323.0,19.0,28805.0,0.0,751346.0,40.0,129969.0,4230.0
98,USA,2,CUB,40,1939,0,USA_2_1939,980000.0,18477.0,334.0,19.0,47898.0,0.0,829091.0,42.0,131028.0,4250.0
99,USA,2,CUB,40,1940,0,USA_2_1940,1657000.0,17416.0,458.0,19.0,60765.0,0.0,939812.0,44.0,132122.0,4290.0
100,USA,2,CUB,40,1941,0,USA_2_1941,6301000.0,-9.0,1801.0,19.0,75150.0,0.0,1031214.0,46.0,133402.0,4330.0
101,USA,2,CUB,40,1942,0,USA_2_1942,26001000.0,15794.0,3859.0,20.0,78047.0,0.0,1103469.0,47.0,134860.0,4370.0
102,USA,2,CUB,40,1943,0,USA_2_1943,72109000.0,-9.0,9045.0,20.0,80592.0,0.0,1169553.0,49.0,136739.0,4780.0
103,USA,2,CUB,40,1944,0,USA_2_1944,87000000.0,-9.0,11452.0,20.0,81322.0,0.0,1247643.0,56.0,138397.0,4850.0
104,USA,2,CUB,40,1945,1,USA_2_1945,90000000.0,-9.0,12123.0,21.0,72304.0,0.0,1219068.0,74.0,139928.0,4930.0
105,USA,2,CUB,40,1946,1,USA_2_1946,45133984.0,-9.0,3030.0,18.0,60421.0,0.0,1188144.0,81.0,141389.0,5040.0
106,USA,2,CUB,40,1947,1,USA_2_1947,14315999.0,-9.0,1583.0,18.0,77015.0,0.0,1315777.0,95.0,144126.0,5150.0
107,USA,2,CUB,40,1948,1,USA_2_1948,10960998.0,39943.0,1446.0,18.0,80413.0,0.0,1396394.0,97.0,147208.0,5287.0
108,USA,2,CUB,40,1949,1,USA_2_1949,13503000.0,-9.0,1615.0,19.0,70740.0,0.0,1199344.0,98.0,149767.0,5399.0
109,USA,2,CUB,40,1950,1,USA_2_1950,14559000.0,39175.0,1460.0,20.0,87848.0,0.0,1241836.0,431.0,152271.0,5858.0
110,USA,2,CUB,40,1951,1,USA_2_1951,33398000.0,-9.0,3249.0,20.0,95435.0,0.0,1325948.0,612.0,154878.0,5638.0
111,USA,2,CUB,40,1952,1,USA_2_1952,47852000.0,56000.0,3636.0,20.0,84520.0,0.0,1309824.0,643.0,157553.0,5759.0
112,USA,2,CUB,40,1953,1,USA_2_1953,49621008.0,53000.0,3555.0,21.0,101250.0,0.0,1347597.0,712.0,160184.0,6129.0
113,USA,2,CUB,40,1954,1,USA_2_1954,42786000.0,-9.0,3302.0,21.0,80115.0,0.0,1302449.0,706.0,163026.0,6254.0
114,USA,2,CUB,40,1955,1,USA_2_1955,40518000.0,54000.0,2935.0,13.0,106173.0,0.0,1415958.0,802.0,165931.0,6426.0
115,USA,2,CUB,40,1956,1,USA_2_1956,41773008.0,51000.0,2806.0,13.0,104522.0,3.0,1492506.0,884.0,168903.0,6513.0
116,USA,2,CUB,40,1957,1,USA_2_1957,44548000.0,56100.0,2796.0,19.0,102253.0,12.0,1494767.0,3224.0,171984.0,6641.0
117,USA,2,CUB,40,1958,1,USA_2_1958,45503008.0,-9.0,2411.0,19.0,77342.0,20.0,1437859.0,5496.0,174882.0,6763.0
118,USA,2,CUB,40,1959,1,USA_2_1959,46614000.0,-9.0,2328.0,19.0,84773.0,29.0,1513627.0,5298.0,177830.0,6901.0
119,USA,2,CUB,40,1960,1,USA_2_1960,45380000.0,175000.0,2306.0,46.0,90067.0,37.0,1421218.0,4748.0,180671.0,7029.0
120,USA,2,CUB,40,1961,1,USA_2_1961,47808000.0,175000.0,2307.0,270.0,88917.0,46.0,1447002.0,4431.0,183691.0,7134.0
121,USA,2,CUB,40,1962,1,USA_2_1962,52381008.0,200000.0,2807.0,270.0,89202.0,54.0,1508570.0,5378.0,186538.0,7254.0
122,USA,2,HAI,41,1936,0,USA_2_1936,932600.0,1360.0,291.0,3.0,48534.0,0.0,825460.0,0.0,128181.0,2080.0
123,USA,2,HAI,41,1937,0,USA_2_1937,1032900.0,1500.0,312.0,3.0,51380.0,0.0,869666.0,0.0,128961.0,2120.0
124,USA,2,HAI,41,1938,0,USA_2_1938,1131499.0,1760.0,323.0,3.0,28805.0,0.0,751346.0,0.0,129969.0,2150.0
125,USA,2,HAI,41,1939,0,USA_2_1939,980000.0,1760.0,334.0,3.0,47898.0,0.0,829091.0,0.0,131028.0,2790.0
126,USA,2,HAI,41,1940,0,USA_2_1940,1657000.0,-9.0,458.0,-9.0,60765.0,0.0,939812.0,0.0,132122.0,2830.0
127,USA,2,HAI,41,1941,0,USA_2_1941,6301000.0,1509.0,1801.0,-9.0,75150.0,0.0,1031214.0,0.0,133402.0,2880.0
128,USA,2,HAI,41,1942,0,USA_2_1942,26001000.0,1509.0,3859.0,5.0,78047.0,0.0,1103469.0,0.0,134860.0,2940.0
129,USA,2,HAI,41,1943,0,USA_2_1943,72109000.0,-9.0,9045.0,5.0,80592.0,0.0,1169553.0,0.0,136739.0,2980.0
130,USA,2,HAI,41,1944,0,USA_2_1944,87000000.0,-9.0,11452.0,5.0,81322.0,0.0,1247643.0,0.0,138397.0,3030.0
131,USA,2,HAI,41,1945,1,USA_2_1945,90000000.0,-9.0,12123.0,5.0,72304.0,0.0,1219068.0,0.0,139928.0,3090.0
132,USA,2,HAI,41,1946,1,USA_2_1946,45133984.0,1940.0,3030.0,5.0,60421.0,0.0,1188144.0,0.0,141389.0,3140.0
133,USA,2,HAI,41,1947,1,USA_2_1947,14315999.0,2300.0,1583.0,4.0,77015.0,0.0,1315777.0,0.0,144126.0,3200.0
134,USA,2,HAI,41,1948,1,USA_2_1948,10960998.0,2740.0,1446.0,3.0,80413.0,0.0,1396394.0,0.0,147208.0,3233.0
135,USA,2,HAI,41,1949,1,USA_2_1949,13503000.0,3120.0,1615.0,3.0,70740.0,0.0,1199344.0,0.0,149767.0,3293.0
136,USA,2,HAI,41,1950,1,USA_2_1950,14559000.0,3540.0,1460.0,3.0,87848.0,0.0,1241836.0,1.0,152271.0,3097.0
137,USA,2,HAI,41,1951,1,USA_2_1951,33398000.0,3960.0,3249.0,3.0,95435.0,0.0,1325948.0,2.0,154878.0,3149.0
138,USA,2,HAI,41,1952,1,USA_2_1952,47852000.0,4580.0,3636.0,3.0,84520.0,0.0,1309824.0,2.0,157553.0,3200.0
139,USA,2,HAI,41,1953,1,USA_2_1953,49621008.0,5260.0,3555.0,4.0,101250.0,0.0,1347597.0,2.0,160184.0,3251.0
140,USA,2,HAI,41,1954,1,USA_2_1954,42786000.0,5140.0,3302.0,4.0,80115.0,0.0,1302449.0,3.0,163026.0,3302.0
141,USA,2,HAI,41,1955,1,USA_2_1955,40518000.0,5180.0,2935.0,5.0,106173.0,0.0,1415958.0,3.0,165931.0,3354.0
142,USA,2,HAI,41,1956,1,USA_2_1956,41773008.0,5440.0,2806.0,5.0,104522.0,0.0,1492506.0,3.0,168903.0,3407.0
143,USA,2,HAI,41,1957,1,USA_2_1957,44548000.0,5940.0,2796.0,4.0,102253.0,0.0,1494767.0,4.0,171984.0,3460.0
144,USA,2,HAI,41,1958,1,USA_2_1958,45503008.0,7000.0,2411.0,4.0,77342.0,0.0,1437859.0,6.0,174882.0,3514.0
145,USA,2,HAI,41,1959,1,USA_2_1959,46614000.0,6880.0,2328.0,6.0,84773.0,0.0,1513627.0,7.0,177830.0,3568.0
146,USA,2,HAI,41,1960,1,USA_2_1960,45380000.0,6560.0,2306.0,6.0,90067.0,0.0,1421218.0,7.0,180671.0,3804.0
147,USA,2,HAI,41,1961,1,USA_2_1961,47808000.0,6340.0,2307.0,5.0,88917.0,0.0,1447002.0,10.0,183691.0,3872.0
148,USA,2,HAI,41,1962,1,USA_2_1962,52381008.0,6320.0,2807.0,5.0,89202.0,0.0,1508570.0,12.0,186538.0,3940.0
149,USA,2,HAI,41,1963,1,USA_2_1963,52295008.0,6700.0,2700.0,16.0,99120.0,0.0,1589655.0,12.0,189242.0,4008.0
150,USA,2,HAI,41,1964,1,USA_2_1964,51213008.0,7760.0,2687.0,15.0,115281.0,0.0,1610682.0,12.0,191889.0,4075.0
151,USA,2,HAI,41,1965,1,USA_2_1965,51827008.0,7360.0,2660.0,15.0,119260.0,0.0,1700357.0,12.0,194303.0,4143.0
152,USA,2,HAI,41,1966,1,USA_2_1966,67572000.0,7080.0,3090.0,10.0,121655.0,0.0,1784048.0,12.0,196560.0,4219.0
153,USA,2,HAI,41,1967,1,USA_2_1967,75448000.0,7160.0,3380.0,13.0,115406.0,0.0,1903194.0,13.0,198712.0,4294.0
154,USA,2,HAI,41,1968,1,USA_2_1968,80732000.0,7160.0,3550.0,12.0,119262.0,0.0,2094353.0,67.0,200706.0,4370.0
155,USA,2,HAI,41,1969,1,USA_2_1969,81446000.0,7160.0,3460.0,12.0,128152.0,0.0,2198902.0,65.0,202677.0,4445.0
156,USA,2,HAI,41,1970,1,USA_2_1970,77827008.0,7160.0,3070.0,12.0,119309.0,0.0,2276904.0,483.0,205052.0,4520.0
157,USA,2,HAI,41,1971,1,USA_2_1971,74862000.0,7320.0,2720.0,12.0,109265.0,0.0,2311854.0,1937.0,207661.0,4600.0
158,USA,2,HAI,41,1972,1,USA_2_1972,77639000.0,7280.0,2323.0,12.0,120875.0,0.0,2396418.0,2007.0,209896.0,4680.0
159,USA,2,HAI,41,1973,1,USA_2_1973,78385000.0,7980.0,2206.0,12.0,136804.0,0.0,2490304.0,2035.0,211909.0,4760.0
160,USA,2,HAI,41,1974,1,USA_2_1974,85906000.0,8460.0,2146.0,6.0,132196.0,0.0,2430725.0,2148.0,213854.0,4840.0
161,USA,2,HAI,41,1975,1,USA_2_1975,90948000.0,10180.0,2098.0,6.0,105897.0,0.0,2393766.0,2224.0,215973.0,4920.0
162,USA,2,HAI,41,1976,1,USA_2_1976,91013000.0,11160.0,2075.0,6.0,116121.0,0.0,2536257.0,2298.0,218035.0,5007.0
163,USA,2,HAI,41,1977,1,USA_2_1977,100925000.0,12280.0,2060.0,7.0,113701.0,0.0,2619481.0,2371.0,220239.0,5093.0
164,USA,2,HAI,41,1978,1,USA_2_1978,109247000.0,13000.0,2060.0,7.0,124314.0,0.0,2612982.0,2461.0,222585.0,5180.0
165,USA,2,HAI,41,1979,1,USA_2_1979,122279000.0,13600.0,2033.0,7.0,123688.0,0.0,2659868.0,2522.0,225055.0,5266.0
166,USA,2,HAI,41,1980,1,USA_2_1980,143981000.0,15000.0,2050.0,7.0,101456.0,0.0,2584210.0,2653.0,227726.0,5353.0
167,USA,2,HAI,41,1981,1,USA_2_1981,169888000.0,24000.0,2101.0,8.0,109614.0,0.0,2502657.0,2198.0,229966.0,5455.0
168,USA,2,HAI,41,1982,1,USA_2_1982,196345000.0,26000.0,2168.0,8.0,67656.0,0.0,2380353.0,2274.0,232188.0,5558.0
169,USA,2,HAI,41,1983,1,USA_2_1983,217198000.0,28000.0,2201.0,8.0,76762.0,0.0,2378677.0,2325.0,234307.0,5660.0
170,USA,2,HAI,41,1984,1,USA_2_1984,237052000.0,30000.0,2222.0,6.0,83940.0,0.0,2467563.0,2338.0,236348.0,5762.0
171,USA,2,HAI,41,1985,1,USA_2_1985,245154000.0,30540.0,2244.0,6.0,80067.0,0.0,2466405.0,2366.0,238466.0,5865.0
172,USA,2,HAI,41,1986,1,USA_2_1986,265480000.0,-9.0,2269.0,8.0,74032.0,0.0,2468629.0,1719.0,240651.0,5989.0
173,USA,2,HAI,41,1987,1,USA_2_1987,273966000.0,42000.0,2280.0,8.0,80876.0,0.0,2561765.0,1746.0,242804.0,6113.0
174,USA,2,HAI,41,1988,1,USA_2_1988,281935000.0,35000.0,2250.0,8.0,90631.0,0.0,2669996.0,1790.0,245021.0,6238.0
175,USA,2,HAI,41,1989,1,USA_2_1989,294880000.0,45000.0,2240.0,9.0,87722.0,0.0,2745073.0,1782.0,247342.0,6362.0
176,USA,2,HAI,41,1990,1,USA_2_1990,289755000.0,16900.0,2180.0,8.0,89726.0,0.0,2798225.0,1804.0,249907.0,6486.0
177,USA,2,HAI,41,1991,1,USA_2_1991,262389000.0,29400.0,2110.0,8.0,79738.0,0.0,2827021.0,1854.0,252618.0,6625.0
178,USA,2,HAI,41,1992,1,USA_2_1992,286892000.0,55000.0,1920.0,8.0,84322.0,0.0,2856725.0,1964.0,255391.0,6764.0
179,USA,2,HAI,41,1993,1,USA_2_1993,297600000.0,-9.0,1810.0,8.0,88793.0,0.0,2921265.0,1928.0,258132.0,6903.0
180,USA,2,HAI,41,1994,1,USA_2_1994,293214000.0,-9.0,1710.0,0.0,91244.0,0.0,2962511.0,1972.0,260602.0,7041.0
181,USA,2,HAI,41,1995,1,USA_2_1995,277834000.0,59000.0,1620.0,0.0,95191.0,0.0,2996708.0,2023.0,262755.0,7180.0
182,USA,2,HAI,41,1996,1,USA_2_1996,277254000.0,102000.0,1570.0,0.0,95535.0,0.0,3055692.0,2325.0,265284.0,7336.0
183,USA,2,HAI,41,1997,1,USA_2_1997,276324000.0,46000.0,1530.0,0.0,98485.0,0.0,3114015.0,2322.0,267901.0,7492.0
