id,stateabb,ccode,year,polyarchy,libdem,democ
8313,BRA,140,2017,.,.,8.0
8314,BRA,140,2018,0.748,0.612,.
8315,BRA,140,2018,.,.,8.0
8316,BRA,140,2019,0.691,0.536,.
8317,BRA,140,2020,0.696,0.539,.
8318,BRA,140,2021,0.675,0.528,.
8319,BRA,140,2022,0.692,0.543,.
8320,BRA,140,2023,0.784,0.692,.
8321,BOL,145,1825,0.138,0.069,.
8322,BOL,145,1825,.,.,1.0
8323,BOL,145,1826,0.14,0.072,.
8324,BOL,145,1826,.,.,1.0
8325,BOL,145,1827,0.14,0.072,.
8326,BOL,145,1827,.,.,1.0
8327,BOL,145,1828,0.14,0.072,.
8328,BOL,145,1828,.,.,1.0
8329,BOL,145,1829,0.174,0.079,.
8330,BOL,145,1829,.,.,1.0
8331,BOL,145,1830,0.186,0.08,.
8332,BOL,145,1830,.,.,1.0
8333,BOL,145,1831,0.186,0.08,.
8334,BOL,145,1831,.,.,1.0
8335,BOL,145,1832,0.186,0.08,.
8336,BOL,145,1832,.,.,1.0
8337,BOL,145,1833,0.186,0.08,.
8338,BOL,145,1833,.,.,1.0
8339,BOL,145,1834,0.186,0.08,.
8340,BOL,145,1834,.,.,1.0
8341,BOL,145,1835,0.175,0.077,.
8342,BOL,145,1835,.,.,1.0
8343,BOL,145,1836,0.175,0.081,.
8344,BOL,145,1836,.,.,1.0
8345,BOL,145,1837,0.175,0.081,.
8346,BOL,145,1837,.,.,1.0
8347,BOL,145,1838,0.16,0.078,.
8348,BOL,145,1838,.,.,1.0
8349,BOL,145,1839,0.197,0.08,.
8350,BOL,145,1839,.,.,1.0
8351,BOL,145,1840,0.21,0.067,.
8352,BOL,145,1840,.,.,1.0
8353,BOL,145,1841,0.21,0.074,.
8354,BOL,145,1841,.,.,-66.0
8355,BOL,145,1842,0.21,0.074,.
8356,BOL,145,1842,.,.,1.0
8357,BOL,145,1843,0.21,0.074,.
8358,BOL,145,1843,.,.,1.0
8359,BOL,145,1844,0.21,0.074,.
8360,BOL,145,1844,.,.,1.0
8361,BOL,145,1845,0.21,0.074,.
8362,BOL,145,1845,.,.,1.0
8363,BOL,145,1846,0.21,0.074,.
8364,BOL,145,1846,.,.,1.0
8365,BOL,145,1847,0.21,0.074,.
8366,BOL,145,1847,.,.,1.0
8367,BOL,145,1848,0.206,0.066,.
8368,BOL,145,1848,.,.,1.0
8369,BOL,145,1849,0.142,0.054,.
8370,BOL,145,1849,.,.,1.0
8371,BOL,145,1850,0.142,0.054,.
8372,BOL,145,1850,.,.,1.0
8373,BOL,145,1851,0.142,0.055,.
8374,BOL,145,1851,.,.,1.0
8375,BOL,145,1852,0.205,0.066,.
8376,BOL,145,1852,.,.,1.0
8377,BOL,145,1853,0.205,0.066,.
8378,BOL,145,1853,.,.,1.0
8379,BOL,145,1854,0.205,0.066,.
8380,BOL,145,1854,.,.,1.0
8381,BOL,145,1855,0.204,0.066,.
8382,BOL,145,1855,.,.,1.0
8383,BOL,145,1856,0.199,0.065,.
8384,BOL,145,1856,.,.,1.0
8385,BOL,145,1857,0.19,0.063,.
8386,BOL,145,1857,.,.,1.0
8387,BOL,145,1858,0.116,0.05,.
8388,BOL,145,1858,.,.,1.0
8389,BOL,145,1859,0.053,0.043,.
8390,BOL,145,1859,.,.,1.0
8391,BOL,145,1860,0.053,0.043,.
8392,BOL,145,1860,.,.,1.0
8393,BOL,145,1861,0.06,0.043,.
8394,BOL,145,1861,.,.,1.0
8395,BOL,145,1862,0.153,0.056,.
8396,BOL,145,1862,.,.,1.0
8397,BOL,145,1863,0.215,0.069,.
8398,BOL,145,1863,.,.,1.0
8399,BOL,145,1864,0.171,0.055,.
8400,BOL,145,1864,.,.,0.0
8401,BOL,145,1865,0.059,0.039,.
8402,BOL,145,1865,.,.,0.0
8403,BOL,145,1866,0.059,0.039,.
8404,BOL,145,1866,.,.,0.0
8405,BOL,145,1867,0.059,0.039,.
8406,BOL,145,1867,.,.,0.0
8407,BOL,145,1868,0.06,0.039,.
8408,BOL,145,1868,.,.,0.0
8409,BOL,145,1869,0.06,0.039,.
8410,BOL,145,1869,.,.,0.0
8411,BOL,145,1870,0.131,0.049,.
8412,BOL,145,1870,.,.,0.0
8413,BOL,145,1871,0.131,0.049,.
8414,BOL,145,1871,.,.,0.0
8415,BOL,145,1872,0.137,0.05,.
8416,BOL,145,1872,.,.,-88.0
8417,BOL,145,1873,0.194,0.06,.
8418,BOL,145,1873,.,.,3.0
8419,BOL,145,1874,0.117,0.047,.
8420,BOL,145,1874,.,.,3.0
8421,BOL,145,1875,0.107,0.046,.
8422,BOL,145,1875,.,.,3.0
8423,BOL,145,1876,0.107,0.046,.
8424,BOL,145,1876,.,.,0.0
8425,BOL,145,1877,0.107,0.046,.
8426,BOL,145,1877,.,.,0.0
8427,BOL,145,1878,0.107,0.046,.
8428,BOL,145,1878,.,.,0.0
8429,BOL,145,1879,0.107,0.046,.
8430,BOL,145,1879,.,.,0.0
8431,BOL,145,1880,0.167,0.091,.
8432,BOL,145,1880,.,.,3.0
8433,BOL,145,1881,0.17,0.091,.
8434,BOL,145,1881,.,.,3.0
8435,BOL,145,1882,0.201,0.099,.
8436,BOL,145,1882,.,.,3.0
8437,BOL,145,1883,0.201,0.099,.
8438,BOL,145,1883,.,.,3.0
8439,BOL,145,1884,0.171,0.092,.
8440,BOL,145,1884,.,.,3.0
8441,BOL,145,1885,0.172,0.092,.
8442,BOL,145,1885,.,.,3.0
8443,BOL,145,1886,0.175,0.093,.
8444,BOL,145,1886,.,.,3.0
8445,BOL,145,1887,0.175,0.093,.
8446,BOL,145,1887,.,.,3.0
8447,BOL,145,1888,0.207,0.1,.
8448,BOL,145,1888,.,.,3.0
8449,BOL,145,1889,0.207,0.1,.
8450,BOL,145,1889,.,.,3.0
8451,BOL,145,1890,0.206,0.1,.
8452,BOL,145,1890,.,.,3.0
8453,BOL,145,1891,0.206,0.1,.
8454,BOL,145,1891,.,.,3.0
8455,BOL,145,1892,0.206,0.1,.
8456,BOL,145,1892,.,.,3.0
8457,BOL,145,1893,0.206,0.1,.
8458,BOL,145,1893,.,.,3.0
8459,BOL,145,1894,0.208,0.1,.
8460,BOL,145,1894,.,.,3.0
8461,BOL,145,1895,0.208,0.1,.
8462,BOL,145,1895,.,.,3.0
8463,BOL,145,1896,0.199,0.098,.
8464,BOL,145,1896,.,.,3.0
8465,BOL,145,1897,0.199,0.098,.
8466,BOL,145,1897,.,.,3.0
8467,BOL,145,1898,0.198,0.098,.
8468,BOL,145,1898,.,.,3.0
8469,BOL,145,1899,0.148,0.078,.
8470,BOL,145,1899,.,.,3.0
8471,BOL,145,1900,0.17,0.08,.
8472,BOL,145,1900,.,.,3.0
8473,BOL,145,1901,0.17,0.08,.
8474,BOL,145,1901,.,.,3.0
8475,BOL,145,1902,0.171,0.08,.
8476,BOL,145,1902,.,.,3.0
8477,BOL,145,1903,0.171,0.08,.
8478,BOL,145,1903,.,.,3.0
8479,BOL,145,1904,0.174,0.08,.
8480,BOL,145,1904,.,.,3.0
8481,BOL,145,1905,0.174,0.08,.
8482,BOL,145,1905,.,.,3.0
8483,BOL,145,1906,0.174,0.08,.
8484,BOL,145,1906,.,.,3.0
8485,BOL,145,1907,0.174,0.081,.
8486,BOL,145,1907,.,.,3.0
8487,BOL,145,1908,0.176,0.081,.
8488,BOL,145,1908,.,.,3.0
8489,BOL,145,1909,0.177,0.082,.
8490,BOL,145,1909,.,.,3.0
8491,BOL,145,1910,0.178,0.082,.
8492,BOL,145,1910,.,.,3.0
8493,BOL,145,1911,0.178,0.082,.
8494,BOL,145,1911,.,.,3.0
8495,BOL,145,1912,0.179,0.082,.
8496,BOL,145,1912,.,.,3.0
8497,BOL,145,1913,0.177,0.082,.
8498,BOL,145,1913,.,.,3.0
8499,BOL,145,1914,0.176,0.082,.
8500,BOL,145,1914,.,.,3.0
8501,BOL,145,1915,0.176,0.082,.
8502,BOL,145,1915,.,.,3.0
8503,BOL,145,1916,0.173,0.081,.
8504,BOL,145,1916,.,.,3.0
8505,BOL,145,1917,0.174,0.082,.
8506,BOL,145,1917,.,.,3.0
8507,BOL,145,1918,0.176,0.084,.
8508,BOL,145,1918,.,.,3.0
8509,BOL,145,1919,0.176,0.085,.
8510,BOL,145,1919,.,.,3.0
8511,BOL,145,1920,0.141,0.079,.
8512,BOL,145,1920,.,.,3.0
8513,BOL,145,1921,0.162,0.081,.
8514,BOL,145,1921,.,.,3.0
8515,BOL,145,1922,0.166,0.082,.
8516,BOL,145,1922,.,.,3.0
8517,BOL,145,1923,0.166,0.082,.
8518,BOL,145,1923,.,.,3.0
8519,BOL,145,1924,0.166,0.082,.
8520,BOL,145,1924,.,.,3.0
8521,BOL,145,1925,0.167,0.082,.
8522,BOL,145,1925,.,.,3.0
8523,BOL,145,1926,0.175,0.084,.
8524,BOL,145,1926,.,.,3.0
8525,BOL,145,1927,0.175,0.084,.
8526,BOL,145,1927,.,.,3.0
8527,BOL,145,1928,0.175,0.084,.
8528,BOL,145,1928,.,.,3.0
8529,BOL,145,1929,0.175,0.084,.
8530,BOL,145,1929,.,.,3.0
8531,BOL,145,1930,0.136,0.077,.
8532,BOL,145,1930,.,.,3.0
8533,BOL,145,1931,0.16,0.081,.
8534,BOL,145,1931,.,.,3.0
8535,BOL,145,1932,0.157,0.08,.
8536,BOL,145,1932,.,.,3.0
8537,BOL,145,1933,0.151,0.079,.
8538,BOL,145,1933,.,.,3.0
8539,BOL,145,1934,0.143,0.076,.
8540,BOL,145,1934,.,.,3.0
8541,BOL,145,1935,0.074,0.064,.
8542,BOL,145,1935,.,.,3.0
8543,BOL,145,1936,0.08,0.042,.
8544,BOL,145,1936,.,.,1.0
8545,BOL,145,1937,0.08,0.042,.
8546,BOL,145,1937,.,.,1.0
8547,BOL,145,1938,0.142,0.063,.
8548,BOL,145,1938,.,.,1.0
8549,BOL,145,1939,0.171,0.072,.
8550,BOL,145,1939,.,.,1.0
8551,BOL,145,1940,0.159,0.071,.
8552,BOL,145,1940,.,.,1.0
8553,BOL,145,1941,0.16,0.073,.
8554,BOL,145,1941,.,.,1.0
8555,BOL,145,1942,0.159,0.073,.
8556,BOL,145,1942,.,.,1.0
8557,BOL,145,1943,0.155,0.046,.
8558,BOL,145,1943,.,.,1.0
8559,BOL,145,1944,0.1,0.051,.
8560,BOL,145,1944,.,.,1.0
8561,BOL,145,1945,0.109,0.064,.
8562,BOL,145,1945,.,.,1.0
8563,BOL,145,1946,0.1,0.042,.
8564,BOL,145,1946,.,.,1.0
8565,BOL,145,1947,0.16,0.072,.
8566,BOL,145,1947,.,.,1.0
8567,BOL,145,1948,0.171,0.074,.
8568,BOL,145,1948,.,.,1.0
8569,BOL,145,1949,0.166,0.073,.
8570,BOL,145,1949,.,.,1.0
8571,BOL,145,1950,0.165,0.073,.
8572,BOL,145,1950,.,.,1.0
8573,BOL,145,1951,0.12,0.063,.
8574,BOL,145,1951,.,.,1.0
8575,BOL,145,1952,0.133,0.08,.
8576,BOL,145,1952,.,.,5.0
8577,BOL,145,1953,0.218,0.1,.
8578,BOL,145,1953,.,.,5.0
8579,BOL,145,1954,0.218,0.1,.
8580,BOL,145,1954,.,.,5.0
8581,BOL,145,1955,0.22,0.098,.
8582,BOL,145,1955,.,.,5.0
8583,BOL,145,1956,0.244,0.106,.
8584,BOL,145,1956,.,.,5.0
8585,BOL,145,1957,0.266,0.114,.
8586,BOL,145,1957,.,.,5.0
8587,BOL,145,1958,0.264,0.113,.
8588,BOL,145,1958,.,.,5.0
8589,BOL,145,1959,0.261,0.113,.
8590,BOL,145,1959,.,.,5.0
8591,BOL,145,1960,0.266,0.113,.
8592,BOL,145,1960,.,.,5.0
8593,BOL,145,1961,0.268,0.114,.
8594,BOL,145,1961,.,.,5.0
8595,BOL,145,1962,0.263,0.112,.
8596,BOL,145,1962,.,.,5.0
8597,BOL,145,1963,0.259,0.111,.
8598,BOL,145,1963,.,.,5.0
8599,BOL,145,1964,0.228,0.089,.
8600,BOL,145,1964,.,.,0.0
8601,BOL,145,1965,0.124,0.041,.
8602,BOL,145,1965,.,.,0.0
8603,BOL,145,1966,0.138,0.035,.
8604,BOL,145,1966,.,.,0.0
8605,BOL,145,1967,0.184,0.047,.
8606,BOL,145,1967,.,.,0.0
8607,BOL,145,1968,0.184,0.047,.
8608,BOL,145,1968,.,.,0.0
8609,BOL,145,1969,0.169,0.042,.
8610,BOL,145,1969,.,.,0.0
8611,BOL,145,1970,0.11,0.031,.
8612,BOL,145,1970,.,.,0.0
8613,BOL,145,1971,0.099,0.019,.
8614,BOL,145,1971,.,.,0.0
8615,BOL,145,1972,0.09,0.018,.
8616,BOL,145,1972,.,.,0.0
8617,BOL,145,1973,0.09,0.018,.
8618,BOL,145,1973,.,.,0.0
8619,BOL,145,1974,0.09,0.018,.
8620,BOL,145,1974,.,.,0.0
8621,BOL,145,1975,0.088,0.018,.
8622,BOL,145,1975,.,.,0.0
8623,BOL,145,1976,0.088,0.018,.
8624,BOL,145,1976,.,.,0.0
8625,BOL,145,1977,0.088,0.018,.
8626,BOL,145,1977,.,.,0.0
8627,BOL,145,1978,0.108,0.021,.
8628,BOL,145,1978,.,.,0.0
8629,BOL,145,1979,0.143,0.04,.
8630,BOL,145,1979,.,.,0.0
8631,BOL,145,1980,0.127,0.032,.
8632,BOL,145,1980,.,.,0.0
8633,BOL,145,1981,0.1,0.024,.
8634,BOL,145,1981,.,.,0.0
8635,BOL,145,1982,0.204,0.121,.
8636,BOL,145,1982,.,.,7.0
8637,BOL,145,1983,0.321,0.203,.
8638,BOL,145,1983,.,.,7.0
8639,BOL,145,1984,0.326,0.218,.
8640,BOL,145,1984,.,.,7.0
8641,BOL,145,1985,0.465,0.32,.
8642,BOL,145,1985,.,.,9.0
8643,BOL,145,1986,0.625,0.408,.
8644,BOL,145,1986,.,.,9.0
8645,BOL,145,1987,0.633,0.414,.
8646,BOL,145,1987,.,.,9.0
8647,BOL,145,1988,0.637,0.418,.
8648,BOL,145,1988,.,.,9.0
8649,BOL,145,1989,0.647,0.423,.
8650,BOL,145,1989,.,.,9.0
8651,BOL,145,1990,0.652,0.428,.
8652,BOL,145,1990,.,.,9.0
8653,BOL,145,1991,0.69,0.455,.
8654,BOL,145,1991,.,.,9.0
8655,BOL,145,1992,0.7,0.465,.
8656,BOL,145,1992,.,.,9.0
8657,BOL,145,1993,0.714,0.472,.
8658,BOL,145,1993,.,.,9.0
8659,BOL,145,1994,0.731,0.49,.
8660,BOL,145,1994,.,.,9.0
8661,BOL,145,1995,0.741,0.496,.
8662,BOL,145,1995,.,.,9.0
8663,BOL,145,1996,0.741,0.496,.
8664,BOL,145,1996,.,.,9.0
8665,BOL,145,1997,0.74,0.52,.
8666,BOL,145,1997,.,.,9.0
8667,BOL,145,1998,0.743,0.522,.
8668,BOL,145,1998,.,.,9.0
8669,BOL,145,1999,0.75,0.528,.
8670,BOL,145,1999,.,.,9.0
8671,BOL,145,2000,0.75,0.529,.
8672,BOL,145,2000,.,.,9.0
8673,BOL,145,2001,0.746,0.524,.
8674,BOL,145,2001,.,.,9.0
8675,BOL,145,2002,0.729,0.512,.
8676,BOL,145,2002,.,.,9.0
8677,BOL,145,2003,0.716,0.514,.
8678,BOL,145,2003,.,.,8.0
8679,BOL,145,2004,0.753,0.546,.
8680,BOL,145,2004,.,.,8.0
8681,BOL,145,2005,0.746,0.536,.
8682,BOL,145,2005,.,.,8.0
8683,BOL,145,2006,0.727,0.468,.
8684,BOL,145,2006,.,.,8.0
8685,BOL,145,2007,0.721,0.459,.
8686,BOL,145,2007,.,.,8.0
8687,BOL,145,2008,0.721,0.46,.
8688,BOL,145,2008,.,.,8.0
8689,BOL,145,2009,0.717,0.444,.
8690,BOL,145,2009,.,.,7.0
8691,BOL,145,2010,0.687,0.408,.
8692,BOL,145,2010,.,.,7.0
8693,BOL,145,2011,0.682,0.406,.
8694,BOL,145,2011,.,.,7.0
8695,BOL,145,2012,0.682,0.405,.
8696,BOL,145,2012,.,.,7.0
8697,BOL,145,2013,0.664,0.404,.
8698,BOL,145,2013,.,.,7.0
8699,BOL,145,2014,0.652,0.397,.
8700,BOL,145,2014,.,.,7.0
8701,BOL,145,2015,0.616,0.376,.
8702,BOL,145,2015,.,.,7.0
8703,BOL,145,2016,0.628,0.381,.
8704,BOL,145,2016,.,.,7.0
8705,BOL,145,2017,0.621,0.37,.
8706,BOL,145,2017,.,.,7.0
8707,BOL,145,2018,0.598,0.345,.
8708,BOL,145,2018,.,.,7.0
8709,BOL,145,2019,0.477,0.253,.
8710,BOL,145,2020,0.332,0.232,.
8711,BOL,145,2021,0.606,0.358,.
8712,BOL,145,2022,0.595,0.343,.
8713,BOL,145,2023,0.586,0.353,.
8714,PRY,150,1811,0.042,0.02,.
8715,PAR,150,1811,.,.,0.0
8716,PRY,150,1812,0.042,0.02,.
8717,PAR,150,1812,.,.,0.0
8718,PRY,150,1813,0.042,0.014,.
8719,PAR,150,1813,.,.,0.0
8720,PRY,150,1814,0.036,0.011,.
8721,PAR,150,1814,.,.,0.0
8722,PRY,150,1815,0.036,0.01,.
8723,PAR,150,1815,.,.,0.0
8724,PRY,150,1816,0.036,0.01,.
8725,PAR,150,1816,.,.,0.0
8726,PRY,150,1817,0.036,0.01,.
8727,PAR,150,1817,.,.,0.0
8728,PRY,150,1818,0.036,0.01,.
8729,PAR,150,1818,.,.,0.0
8730,PRY,150,1819,0.036,0.01,.
8731,PAR,150,1819,.,.,0.0
8732,PRY,150,1820,0.036,0.01,.
8733,PAR,150,1820,.,.,0.0
8734,PRY,150,1821,0.036,0.01,.
8735,PAR,150,1821,.,.,0.0
8736,PRY,150,1822,0.036,0.01,.
8737,PAR,150,1822,.,.,0.0
8738,PRY,150,1823,0.036,0.01,.
8739,PAR,150,1823,.,.,0.0
8740,PRY,150,1824,0.036,0.01,.
8741,PAR,150,1824,.,.,0.0
8742,PRY,150,1825,0.036,0.01,.
8743,PAR,150,1825,.,.,0.0
8744,PRY,150,1826,0.036,0.01,.
8745,PAR,150,1826,.,.,0.0
8746,PRY,150,1827,0.036,0.01,.
8747,PAR,150,1827,.,.,0.0
8748,PRY,150,1828,0.036,0.01,.
8749,PAR,150,1828,.,.,0.0
8750,PRY,150,1829,0.036,0.01,.
8751,PAR,150,1829,.,.,0.0
8752,PRY,150,1830,0.036,0.01,.
8753,PAR,150,1830,.,.,0.0
8754,PRY,150,1831,0.036,0.01,.
8755,PAR,150,1831,.,.,0.0
8756,PRY,150,1832,0.036,0.01,.
8757,PAR,150,1832,.,.,0.0
8758,PRY,150,1833,0.036,0.01,.
8759,PAR,150,1833,.,.,0.0
8760,PRY,150,1834,0.036,0.01,.
8761,PAR,150,1834,.,.,0.0
8762,PRY,150,1835,0.036,0.01,.
8763,PAR,150,1835,.,.,0.0
8764,PRY,150,1836,0.036,0.01,.
8765,PAR,150,1836,.,.,0.0
8766,PRY,150,1837,0.036,0.01,.
8767,PAR,150,1837,.,.,0.0
8768,PRY,150,1838,0.036,0.01,.
8769,PAR,150,1838,.,.,0.0
8770,PRY,150,1839,0.036,0.01,.
8771,PAR,150,1839,.,.,0.0
8772,PRY,150,1840,0.036,0.012,.
8773,PAR,150,1840,.,.,0.0
8774,PRY,150,1841,0.041,0.014,.
8775,PAR,150,1841,.,.,0.0
8776,PRY,150,1842,0.039,0.014,.
8777,PAR,150,1842,.,.,0.0
8778,PRY,150,1843,0.039,0.014,.
8779,PAR,150,1843,.,.,0.0
8780,PRY,150,1844,0.07,0.024,.
8781,PAR,150,1844,.,.,0.0
8782,PRY,150,1845,0.07,0.024,.
8783,PAR,150,1845,.,.,0.0
8784,PRY,150,1846,0.07,0.024,.
8785,PAR,150,1846,.,.,0.0
8786,PRY,150,1847,0.07,0.025,.
8787,PAR,150,1847,.,.,0.0
8788,PRY,150,1848,0.07,0.025,.
8789,PAR,150,1848,.,.,0.0
8790,PRY,150,1849,0.07,0.025,.
8791,PAR,150,1849,.,.,0.0
8792,PRY,150,1850,0.07,0.025,.
8793,PAR,150,1850,.,.,0.0
8794,PRY,150,1851,0.07,0.025,.
8795,PAR,150,1851,.,.,0.0
8796,PRY,150,1852,0.07,0.025,.
8797,PAR,150,1852,.,.,0.0
8798,PRY,150,1853,0.07,0.025,.
8799,PAR,150,1853,.,.,0.0
8800,PRY,150,1854,0.07,0.025,.
8801,PAR,150,1854,.,.,0.0
8802,PRY,150,1855,0.07,0.024,.
8803,PAR,150,1855,.,.,0.0
8804,PRY,150,1856,0.061,0.023,.
8805,PAR,150,1856,.,.,0.0
8806,PRY,150,1857,0.061,0.023,.
8807,PAR,150,1857,.,.,0.0
8808,PRY,150,1858,0.061,0.023,.
8809,PAR,150,1858,.,.,0.0
8810,PRY,150,1859,0.061,0.023,.
8811,PAR,150,1859,.,.,0.0
8812,PRY,150,1860,0.061,0.023,.
8813,PAR,150,1860,.,.,0.0
8814,PRY,150,1861,0.061,0.023,.
8815,PAR,150,1861,.,.,0.0
8816,PRY,150,1862,0.065,0.034,.
8817,PAR,150,1862,.,.,0.0
8818,PRY,150,1863,0.076,0.024,.
8819,PAR,150,1863,.,.,0.0
8820,PRY,150,1864,0.071,0.019,.
8821,PAR,150,1864,.,.,0.0
8822,PRY,150,1865,0.071,0.019,.
8823,PAR,150,1865,.,.,0.0
8824,PRY,150,1866,0.071,0.019,.
8825,PAR,150,1866,.,.,0.0
8826,PRY,150,1867,0.071,0.019,.
8827,PAR,150,1867,.,.,0.0
8828,PRY,150,1868,0.071,0.019,.
8829,PAR,150,1868,.,.,0.0
8830,PRY,150,1869,0.048,0.018,.
8831,PAR,150,1869,.,.,-88.0
8832,PRY,150,1870,0.077,0.028,.
8833,PAR,150,1870,.,.,1.0
8834,PRY,150,1871,0.147,0.068,.
8835,PAR,150,1871,.,.,1.0
8836,PRY,150,1872,0.147,0.068,.
8837,PAR,150,1872,.,.,1.0
8838,PRY,150,1873,0.147,0.068,.
8839,PAR,150,1873,.,.,1.0
8840,PRY,150,1874,0.146,0.067,.
8841,PAR,150,1874,.,.,1.0
8842,PRY,150,1875,0.142,0.067,.
8843,PAR,150,1875,.,.,1.0
8844,PRY,150,1876,0.144,0.067,.
8845,PAR,150,1876,.,.,1.0
8846,PRY,150,1877,0.176,0.073,.
8847,PAR,150,1877,.,.,1.0
8848,PRY,150,1878,0.176,0.068,.
8849,PAR,150,1878,.,.,1.0
8850,PRY,150,1879,0.176,0.068,.
8851,PAR,150,1879,.,.,1.0
8852,PRY,150,1880,0.177,0.069,.
8853,PAR,150,1880,.,.,1.0
8854,PRY,150,1881,0.172,0.068,.
8855,PAR,150,1881,.,.,1.0
8856,PRY,150,1882,0.171,0.067,.
8857,PAR,150,1882,.,.,1.0
8858,PRY,150,1883,0.179,0.069,.
8859,PAR,150,1883,.,.,1.0
8860,PRY,150,1884,0.179,0.069,.
8861,PAR,150,1884,.,.,1.0
8862,PRY,150,1885,0.179,0.069,.
8863,PAR,150,1885,.,.,1.0
8864,PRY,150,1886,0.18,0.069,.
8865,PAR,150,1886,.,.,1.0
8866,PRY,150,1887,0.198,0.073,.
8867,PAR,150,1887,.,.,1.0
8868,PRY,150,1888,0.198,0.073,.
8869,PAR,150,1888,.,.,1.0
8870,PRY,150,1889,0.198,0.073,.
8871,PAR,150,1889,.,.,1.0
8872,PRY,150,1890,0.198,0.076,.
8873,PAR,150,1890,.,.,1.0
8874,PRY,150,1891,0.209,0.078,.
8875,PAR,150,1891,.,.,1.0
8876,PRY,150,1892,0.209,0.078,.
8877,PAR,150,1892,.,.,1.0
8878,PRY,150,1893,0.209,0.078,.
8879,PAR,150,1893,.,.,1.0
8880,PRY,150,1894,0.204,0.078,.
8881,PAR,150,1894,.,.,1.0
8882,PRY,150,1895,0.211,0.079,.
8883,PAR,150,1895,.,.,1.0
8884,PRY,150,1896,0.208,0.078,.
8885,PAR,150,1896,.,.,1.0
8886,PRY,150,1897,0.208,0.078,.
8887,PAR,150,1897,.,.,1.0
8888,PRY,150,1898,0.21,0.079,.
8889,PAR,150,1898,.,.,1.0
8890,PRY,150,1899,0.21,0.079,.
8891,PAR,150,1899,.,.,1.0
8892,PRY,150,1900,0.21,0.079,.
8893,PAR,150,1900,.,.,1.0
8894,PRY,150,1901,0.21,0.079,.
8895,PAR,150,1901,.,.,1.0
8896,PRY,150,1902,0.21,0.079,.
8897,PAR,150,1902,.,.,1.0
8898,PRY,150,1903,0.21,0.079,.
8899,PAR,150,1903,.,.,1.0
8900,PRY,150,1904,0.208,0.079,.
8901,PAR,150,1904,.,.,1.0
8902,PRY,150,1905,0.209,0.082,.
8903,PAR,150,1905,.,.,1.0
8904,PRY,150,1906,0.209,0.082,.
8905,PAR,150,1906,.,.,1.0
8906,PRY,150,1907,0.209,0.082,.
8907,PAR,150,1907,.,.,1.0
8908,PRY,150,1908,0.177,0.054,.
8909,PAR,150,1908,.,.,1.0
8910,PRY,150,1909,0.209,0.083,.
8911,PAR,150,1909,.,.,1.0
8912,PRY,150,1910,0.209,0.083,.
8913,PAR,150,1910,.,.,1.0
8914,PRY,150,1911,0.197,0.08,.
8915,PAR,150,1911,.,.,1.0
8916,PRY,150,1912,0.197,0.081,.
8917,PAR,150,1912,.,.,1.0
8918,PRY,150,1913,0.21,0.084,.
8919,PAR,150,1913,.,.,1.0
8920,PRY,150,1914,0.21,0.084,.
8921,PAR,150,1914,.,.,1.0
8922,PRY,150,1915,0.211,0.085,.
8923,PAR,150,1915,.,.,1.0
8924,PRY,150,1916,0.211,0.085,.
8925,PAR,150,1916,.,.,1.0
8926,PRY,150,1917,0.211,0.085,.
8927,PAR,150,1917,.,.,1.0
8928,PRY,150,1918,0.211,0.085,.
8929,PAR,150,1918,.,.,1.0
8930,PRY,150,1919,0.211,0.085,.
8931,PAR,150,1919,.,.,1.0
8932,PRY,150,1920,0.211,0.085,.
8933,PAR,150,1920,.,.,1.0
8934,PRY,150,1921,0.211,0.085,.
8935,PAR,150,1921,.,.,1.0
8936,PRY,150,1922,0.209,0.085,.
8937,PAR,150,1922,.,.,1.0
8938,PRY,150,1923,0.209,0.085,.
8939,PAR,150,1923,.,.,1.0
8940,PRY,150,1924,0.217,0.096,.
8941,PAR,150,1924,.,.,1.0
8942,PRY,150,1925,0.217,0.096,.
8943,PAR,150,1925,.,.,1.0
8944,PRY,150,1926,0.217,0.096,.
8945,PAR,150,1926,.,.,1.0
8946,PRY,150,1927,0.217,0.096,.
8947,PAR,150,1927,.,.,1.0
8948,PRY,150,1928,0.216,0.096,.
8949,PAR,150,1928,.,.,1.0
8950,PRY,150,1929,0.217,0.096,.
8951,PAR,150,1929,.,.,1.0
8952,PRY,150,1930,0.217,0.096,.
8953,PAR,150,1930,.,.,1.0
8954,PRY,150,1931,0.217,0.096,.
8955,PAR,150,1931,.,.,1.0
8956,PRY,150,1932,0.212,0.095,.
8957,PAR,150,1932,.,.,1.0
8958,PRY,150,1933,0.21,0.095,.
8959,PAR,150,1933,.,.,1.0
8960,PRY,150,1934,0.21,0.094,.
8961,PAR,150,1934,.,.,1.0
8962,PRY,150,1935,0.21,0.094,.
8963,PAR,150,1935,.,.,1.0
8964,PRY,150,1936,0.141,0.053,.
8965,PAR,150,1936,.,.,0.0
8966,PRY,150,1937,0.159,0.058,.
8967,PAR,150,1937,.,.,4.0
8968,PRY,150,1938,0.196,0.073,.
8969,PAR,150,1938,.,.,4.0
8970,PRY,150,1939,0.198,0.081,.
8971,PAR,150,1939,.,.,4.0
8972,PRY,150,1940,0.114,0.038,.
8973,PAR,150,1940,.,.,0.0
8974,PRY,150,1941,0.104,0.035,.
8975,PAR,150,1941,.,.,0.0
8976,PRY,150,1942,0.104,0.035,.
