id,stateabb,ccode,year,major
2856,BRA,140,1881,0
2857,BRA,140,1882,0
2858,BRA,140,1883,0
2859,BRA,140,1884,0
2860,BRA,140,1885,0
2861,BRA,140,1886,0
2862,BRA,140,1887,0
2863,BRA,140,1888,0
2864,BRA,140,1889,0
2865,BRA,140,1890,0
2866,BRA,140,1891,0
2867,BRA,140,1892,0
2868,BRA,140,1893,0
2869,BRA,140,1894,0
2870,BRA,140,1895,0
2871,BRA,140,1896,0
2872,BRA,140,1897,0
2873,BRA,140,1898,0
2874,BRA,140,1899,0
2875,BRA,140,1900,0
2876,BRA,140,1901,0
2877,BRA,140,1902,0
2878,BRA,140,1903,0
2879,BRA,140,1904,0
2880,BRA,140,1905,0
2881,BRA,140,1906,0
2882,BRA,140,1907,0
2883,BRA,140,1908,0
2884,BRA,140,1909,0
2885,BRA,140,1910,0
2886,BRA,140,1911,0
2887,BRA,140,1912,0
2888,BRA,140,1913,0
2889,BRA,140,1914,0
2890,BRA,140,1915,0
2891,BRA,140,1916,0
2892,BRA,140,1917,0
2893,BRA,140,1918,0
2894,BRA,140,1919,0
2895,BRA,140,1920,0
2896,BRA,140,1921,0
2897,BRA,140,1922,0
2898,BRA,140,1923,0
2899,BRA,140,1924,0
2900,BRA,140,1925,0
2901,BRA,140,1926,0
2902,BRA,140,1927,0
2903,BRA,140,1928,0
2904,BRA,140,1929,0
2905,BRA,140,1930,0
2906,BRA,140,1931,0
2907,BRA,140,1932,0
2908,BRA,140,1933,0
2909,BRA,140,1934,0
2910,BRA,140,1935,0
2911,BRA,140,1936,0
2912,BRA,140,1937,0
2913,BRA,140,1938,0
2914,BRA,140,1939,0
2915,BRA,140,1940,0
2916,BRA,140,1941,0
2917,BRA,140,1942,0
2918,BRA,140,1943,0
2919,BRA,140,1944,0
2920,BRA,140,1945,0
2921,BRA,140,1946,0
2922,BRA,140,1947,0
2923,BRA,140,1948,0
2924,BRA,140,1949,0
2925,BRA,140,1950,0
2926,BRA,140,1951,0
2927,BRA,140,1952,0
2928,BRA,140,1953,0
2929,BRA,140,1954,0
2930,BRA,140,1955,0
2931,BRA,140,1956,0
2932,BRA,140,1957,0
2933,BRA,140,1958,0
2934,BRA,140,1959,0
2935,BRA,140,1960,0
2936,BRA,140,1961,0
2937,BRA,140,1962,0
2938,BRA,140,1963,0
2939,BRA,140,1964,0
2940,BRA,140,1965,0
2941,BRA,140,1966,0
2942,BRA,140,1967,0
2943,BRA,140,1968,0
2944,BRA,140,1969,0
2945,BRA,140,1970,0
2946,BRA,140,1971,0
2947,BRA,140,1972,0
2948,BRA,140,1973,0
2949,BRA,140,1974,0
2950,BRA,140,1975,0
2951,BRA,140,1976,0
2952,BRA,140,1977,0
2953,BRA,140,1978,0
2954,BRA,140,1979,0
2955,BRA,140,1980,0
2956,BRA,140,1981,0
2957,BRA,140,1982,0
2958,BRA,140,1983,0
2959,BRA,140,1984,0
2960,BRA,140,1985,0
2961,BRA,140,1986,0
2962,BRA,140,1987,0
2963,BRA,140,1988,0
2964,BRA,140,1989,0
2965,BRA,140,1990,0
2966,BRA,140,1991,0
2967,BRA,140,1992,0
2968,BRA,140,1993,0
2969,BRA,140,1994,0
2970,BRA,140,1995,0
2971,BRA,140,1996,0
2972,BRA,140,1997,0
2973,BRA,140,1998,0
2974,BRA,140,1999,0
2975,BRA,140,2000,0
2976,BRA,140,2001,0
2977,BRA,140,2002,0
2978,BRA,140,2003,0
2979,BRA,140,2004,0
2980,BRA,140,2005,0
2981,BRA,140,2006,0
2982,BRA,140,2007,0
2983,BRA,140,2008,0
2984,BRA,140,2009,0
2985,BRA,140,2010,0
2986,BRA,140,2011,0
2987,BRA,140,2012,0
2988,BRA,140,2013,0
2989,BRA,140,2014,0
2990,BOL,145,1848,0
2991,BOL,145,1849,0
2992,BOL,145,1850,0
2993,BOL,145,1851,0
2994,BOL,145,1852,0
2995,BOL,145,1853,0
2996,BOL,145,1854,0
2997,BOL,145,1855,0
2998,BOL,145,1856,0
2999,BOL,145,1857,0
3000,BOL,145,1858,0
3001,BOL,145,1859,0
3002,BOL,145,1860,0
3003,BOL,145,1861,0
3004,BOL,145,1862,0
3005,BOL,145,1863,0
3006,BOL,145,1864,0
3007,BOL,145,1865,0
3008,BOL,145,1866,0
3009,BOL,145,1867,0
3010,BOL,145,1868,0
3011,BOL,145,1869,0
3012,BOL,145,1870,0
3013,BOL,145,1871,0
3014,BOL,145,1872,0
3015,BOL,145,1873,0
3016,BOL,145,1874,0
3017,BOL,145,1875,0
3018,BOL,145,1876,0
3019,BOL,145,1877,0
3020,BOL,145,1878,0
3021,BOL,145,1879,0
3022,BOL,145,1880,0
3023,BOL,145,1881,0
3024,BOL,145,1882,0
3025,BOL,145,1883,0
3026,BOL,145,1884,0
3027,BOL,145,1885,0
3028,BOL,145,1886,0
3029,BOL,145,1887,0
3030,BOL,145,1888,0
3031,BOL,145,1889,0
3032,BOL,145,1890,0
3033,BOL,145,1891,0
3034,BOL,145,1892,0
3035,BOL,145,1893,0
3036,BOL,145,1894,0
3037,BOL,145,1895,0
3038,BOL,145,1896,0
3039,BOL,145,1897,0
3040,BOL,145,1898,0
3041,BOL,145,1899,0
3042,BOL,145,1900,0
3043,BOL,145,1901,0
3044,BOL,145,1902,0
3045,BOL,145,1903,0
3046,BOL,145,1904,0
3047,BOL,145,1905,0
3048,BOL,145,1906,0
3049,BOL,145,1907,0
3050,BOL,145,1908,0
3051,BOL,145,1909,0
3052,BOL,145,1910,0
3053,BOL,145,1911,0
3054,BOL,145,1912,0
3055,BOL,145,1913,0
3056,BOL,145,1914,0
3057,BOL,145,1915,0
3058,BOL,145,1916,0
3059,BOL,145,1917,0
3060,BOL,145,1918,0
3061,BOL,145,1919,0
3062,BOL,145,1920,0
3063,BOL,145,1921,0
3064,BOL,145,1922,0
3065,BOL,145,1923,0
3066,BOL,145,1924,0
3067,BOL,145,1925,0
3068,BOL,145,1926,0
3069,BOL,145,1927,0
3070,BOL,145,1928,0
3071,BOL,145,1929,0
3072,BOL,145,1930,0
3073,BOL,145,1931,0
3074,BOL,145,1932,0
3075,BOL,145,1933,0
3076,BOL,145,1934,0
3077,BOL,145,1935,0
3078,BOL,145,1936,0
3079,BOL,145,1937,0
3080,BOL,145,1938,0
3081,BOL,145,1939,0
3082,BOL,145,1940,0
3083,BOL,145,1941,0
3084,BOL,145,1942,0
3085,BOL,145,1943,0
3086,BOL,145,1944,0
3087,BOL,145,1945,0
3088,BOL,145,1946,0
3089,BOL,145,1947,0
3090,BOL,145,1948,0
3091,BOL,145,1949,0
3092,BOL,145,1950,0
3093,BOL,145,1951,0
3094,BOL,145,1952,0
3095,BOL,145,1953,0
3096,BOL,145,1954,0
3097,BOL,145,1955,0
3098,BOL,145,1956,0
3099,BOL,145,1957,0
3100,BOL,145,1958,0
3101,BOL,145,1959,0
3102,BOL,145,1960,0
3103,BOL,145,1961,0
3104,BOL,145,1962,0
3105,BOL,145,1963,0
3106,BOL,145,1964,0
3107,BOL,145,1965,0
3108,BOL,145,1966,0
3109,BOL,145,1967,0
3110,BOL,145,1968,0
3111,BOL,145,1969,0
3112,BOL,145,1970,0
3113,BOL,145,1971,0
3114,BOL,145,1972,0
3115,BOL,145,1973,0
3116,BOL,145,1974,0
3117,BOL,145,1975,0
3118,BOL,145,1976,0
3119,BOL,145,1977,0
3120,BOL,145,1978,0
3121,BOL,145,1979,0
3122,BOL,145,1980,0
3123,BOL,145,1981,0
3124,BOL,145,1982,0
3125,BOL,145,1983,0
3126,BOL,145,1984,0
3127,BOL,145,1985,0
3128,BOL,145,1986,0
3129,BOL,145,1987,0
3130,BOL,145,1988,0
3131,BOL,145,1989,0
3132,BOL,145,1990,0
3133,BOL,145,1991,0
3134,BOL,145,1992,0
3135,BOL,145,1993,0
3136,BOL,145,1994,0
3137,BOL,145,1995,0
3138,BOL,145,1996,0
3139,BOL,145,1997,0
3140,BOL,145,1998,0
3141,BOL,145,1999,0
3142,BOL,145,2000,0
3143,BOL,145,2001,0
3144,BOL,145,2002,0
3145,BOL,145,2003,0
3146,BOL,145,2004,0
3147,BOL,145,2005,0
3148,BOL,145,2006,0
3149,BOL,145,2007,0
3150,BOL,145,2008,0
3151,BOL,145,2009,0
3152,BOL,145,2010,0
3153,BOL,145,2011,0
3154,BOL,145,2012,0
3155,BOL,145,2013,0
3156,BOL,145,2014,0
3157,PAR,150,1846,0
3158,PAR,150,1847,0
3159,PAR,150,1848,0
3160,PAR,150,1849,0
3161,PAR,150,1850,0
3162,PAR,150,1851,0
3163,PAR,150,1852,0
3164,PAR,150,1853,0
3165,PAR,150,1854,0
3166,PAR,150,1855,0
3167,PAR,150,1856,0
3168,PAR,150,1857,0
3169,PAR,150,1858,0
3170,PAR,150,1859,0
3171,PAR,150,1860,0
3172,PAR,150,1861,0
3173,PAR,150,1862,0
3174,PAR,150,1863,0
3175,PAR,150,1864,0
3176,PAR,150,1865,0
3177,PAR,150,1866,0
3178,PAR,150,1867,0
3179,PAR,150,1868,0
3180,PAR,150,1869,0
3181,PAR,150,1870,0
3182,PAR,150,1876,0
3183,PAR,150,1877,0
3184,PAR,150,1878,0
3185,PAR,150,1879,0
3186,PAR,150,1880,0
3187,PAR,150,1881,0
3188,PAR,150,1882,0
3189,PAR,150,1883,0
3190,PAR,150,1884,0
3191,PAR,150,1885,0
3192,PAR,150,1886,0
3193,PAR,150,1887,0
3194,PAR,150,1888,0
3195,PAR,150,1889,0
3196,PAR,150,1890,0
3197,PAR,150,1891,0
3198,PAR,150,1892,0
3199,PAR,150,1893,0
3200,PAR,150,1894,0
3201,PAR,150,1895,0
3202,PAR,150,1896,0
3203,PAR,150,1897,0
3204,PAR,150,1898,0
3205,PAR,150,1899,0
3206,PAR,150,1900,0
3207,PAR,150,1901,0
3208,PAR,150,1902,0
3209,PAR,150,1903,0
3210,PAR,150,1904,0
3211,PAR,150,1905,0
3212,PAR,150,1906,0
3213,PAR,150,1907,0
3214,PAR,150,1908,0
3215,PAR,150,1909,0
3216,PAR,150,1910,0
3217,PAR,150,1911,0
3218,PAR,150,1912,0
3219,PAR,150,1913,0
3220,PAR,150,1914,0
3221,PAR,150,1915,0
3222,PAR,150,1916,0
3223,PAR,150,1917,0
3224,PAR,150,1918,0
3225,PAR,150,1919,0
3226,PAR,150,1920,0
3227,PAR,150,1921,0
3228,PAR,150,1922,0
3229,PAR,150,1923,0
3230,PAR,150,1924,0
3231,PAR,150,1925,0
3232,PAR,150,1926,0
3233,PAR,150,1927,0
3234,PAR,150,1928,0
3235,PAR,150,1929,0
3236,PAR,150,1930,0
3237,PAR,150,1931,0
3238,PAR,150,1932,0
3239,PAR,150,1933,0
3240,PAR,150,1934,0
3241,PAR,150,1935,0
3242,PAR,150,1936,0
3243,PAR,150,1937,0
3244,PAR,150,1938,0
3245,PAR,150,1939,0
3246,PAR,150,1940,0
3247,PAR,150,1941,0
3248,PAR,150,1942,0
3249,PAR,150,1943,0
3250,PAR,150,1944,0
3251,PAR,150,1945,0
3252,PAR,150,1946,0
3253,PAR,150,1947,0
3254,PAR,150,1948,0
3255,PAR,150,1949,0
3256,PAR,150,1950,0
3257,PAR,150,1951,0
3258,PAR,150,1952,0
3259,PAR,150,1953,0
3260,PAR,150,1954,0
3261,PAR,150,1955,0
3262,PAR,150,1956,0
3263,PAR,150,1957,0
3264,PAR,150,1958,0
3265,PAR,150,1959,0
3266,PAR,150,1960,0
3267,PAR,150,1961,0
3268,PAR,150,1962,0
3269,PAR,150,1963,0
3270,PAR,150,1964,0
3271,PAR,150,1965,0
3272,PAR,150,1966,0
3273,PAR,150,1967,0
3274,PAR,150,1968,0
3275,PAR,150,1969,0
3276,PAR,150,1970,0
3277,PAR,150,1971,0
3278,PAR,150,1972,0
3279,PAR,150,1973,0
3280,PAR,150,1974,0
3281,PAR,150,1975,0
3282,PAR,150,1976,0
3283,PAR,150,1977,0
3284,PAR,150,1978,0
3285,PAR,150,1979,0
3286,PAR,150,1980,0
3287,PAR,150,1981,0
3288,PAR,150,1982,0
3289,PAR,150,1983,0
3290,PAR,150,1984,0
3291,PAR,150,1985,0
3292,PAR,150,1986,0
3293,PAR,150,1987,0
3294,PAR,150,1988,0
3295,PAR,150,1989,0
3296,PAR,150,1990,0
3297,PAR,150,1991,0
3298,PAR,150,1992,0
3299,PAR,150,1993,0
3300,PAR,150,1994,0
3301,PAR,150,1995,0
3302,PAR,150,1996,0
3303,PAR,150,1997,0
3304,PAR,150,1998,0
3305,PAR,150,1999,0
3306,PAR,150,2000,0
3307,PAR,150,2001,0
3308,PAR,150,2002,0
3309,PAR,150,2003,0
3310,PAR,150,2004,0
3311,PAR,150,2005,0
3312,PAR,150,2006,0
3313,PAR,150,2007,0
3314,PAR,150,2008,0
3315,PAR,150,2009,0
3316,PAR,150,2010,0
3317,PAR,150,2011,0
3318,PAR,150,2012,0
3319,PAR,150,2013,0
3320,PAR,150,2014,0
3321,CHL,155,1839,0
3322,CHL,155,1840,0
3323,CHL,155,1841,0
3324,CHL,155,1842,0
3325,CHL,155,1843,0
3326,CHL,155,1844,0
3327,CHL,155,1845,0
3328,CHL,155,1846,0
3329,CHL,155,1847,0
3330,CHL,155,1848,0
3331,CHL,155,1849,0
3332,CHL,155,1850,0
3333,CHL,155,1851,0
3334,CHL,155,1852,0
3335,CHL,155,1853,0
3336,CHL,155,1854,0
3337,CHL,155,1855,0
3338,CHL,155,1856,0
3339,CHL,155,1857,0
3340,CHL,155,1858,0
3341,CHL,155,1859,0
3342,CHL,155,1860,0
3343,CHL,155,1861,0
3344,CHL,155,1862,0
3345,CHL,155,1863,0
3346,CHL,155,1864,0
3347,CHL,155,1865,0
3348,CHL,155,1866,0
3349,CHL,155,1867,0
3350,CHL,155,1868,0
3351,CHL,155,1869,0
3352,CHL,155,1870,0
3353,CHL,155,1871,0
3354,CHL,155,1872,0
3355,CHL,155,1873,0
3356,CHL,155,1874,0
3357,CHL,155,1875,0
3358,CHL,155,1876,0
3359,CHL,155,1877,0
3360,CHL,155,1878,0
3361,CHL,155,1879,0
3362,CHL,155,1880,0
3363,CHL,155,1881,0
3364,CHL,155,1882,0
3365,CHL,155,1883,0
3366,CHL,155,1884,0
3367,CHL,155,1885,0
3368,CHL,155,1886,0
3369,CHL,155,1887,0
3370,CHL,155,1888,0
3371,CHL,155,1889,0
3372,CHL,155,1890,0
3373,CHL,155,1891,0
3374,CHL,155,1892,0
3375,CHL,155,1893,0
3376,CHL,155,1894,0
3377,CHL,155,1895,0
3378,CHL,155,1896,0
3379,CHL,155,1897,0
3380,CHL,155,1898,0
3381,CHL,155,1899,0
3382,CHL,155,1900,0
3383,CHL,155,1901,0
3384,CHL,155,1902,0
3385,CHL,155,1903,0
3386,CHL,155,1904,0
3387,CHL,155,1905,0
3388,CHL,155,1906,0
3389,CHL,155,1907,0
3390,CHL,155,1908,0
3391,CHL,155,1909,0
3392,CHL,155,1910,0
3393,CHL,155,1911,0
3394,CHL,155,1912,0
3395,CHL,155,1913,0
3396,CHL,155,1914,0
3397,CHL,155,1915,0
3398,CHL,155,1916,0
3399,CHL,155,1917,0
3400,CHL,155,1918,0
3401,CHL,155,1919,0
3402,CHL,155,1920,0
3403,CHL,155,1921,0
3404,CHL,155,1922,0
3405,CHL,155,1923,0
3406,CHL,155,1924,0
3407,CHL,155,1925,0
3408,CHL,155,1926,0
3409,CHL,155,1927,0
3410,CHL,155,1928,0
3411,CHL,155,1929,0
3412,CHL,155,1930,0
3413,CHL,155,1931,0
3414,CHL,155,1932,0
3415,CHL,155,1933,0
3416,CHL,155,1934,0
3417,CHL,155,1935,0
3418,CHL,155,1936,0
3419,CHL,155,1937,0
3420,CHL,155,1938,0
3421,CHL,155,1939,0
3422,CHL,155,1940,0
3423,CHL,155,1941,0
3424,CHL,155,1942,0
3425,CHL,155,1943,0
3426,CHL,155,1944,0
3427,CHL,155,1945,0
3428,CHL,155,1946,0
3429,CHL,155,1947,0
3430,CHL,155,1948,0
3431,CHL,155,1949,0
3432,CHL,155,1950,0
3433,CHL,155,1951,0
3434,CHL,155,1952,0
3435,CHL,155,1953,0
3436,CHL,155,1954,0
3437,CHL,155,1955,0
3438,CHL,155,1956,0
3439,CHL,155,1957,0
3440,CHL,155,1958,0
3441,CHL,155,1959,0
3442,CHL,155,1960,0
3443,CHL,155,1961,0
3444,CHL,155,1962,0
3445,CHL,155,1963,0
3446,CHL,155,1964,0
3447,CHL,155,1965,0
3448,CHL,155,1966,0
3449,CHL,155,1967,0
3450,CHL,155,1968,0
3451,CHL,155,1969,0
3452,CHL,155,1970,0
3453,CHL,155,1971,0
3454,CHL,155,1972,0
3455,CHL,155,1973,0
3456,CHL,155,1974,0
3457,CHL,155,1975,0
3458,CHL,155,1976,0
3459,CHL,155,1977,0
3460,CHL,155,1978,0
3461,CHL,155,1979,0
3462,CHL,155,1980,0
3463,CHL,155,1981,0
3464,CHL,155,1982,0
3465,CHL,155,1983,0
3466,CHL,155,1984,0
3467,CHL,155,1985,0
3468,CHL,155,1986,0
3469,CHL,155,1987,0
3470,CHL,155,1988,0
3471,CHL,155,1989,0
3472,CHL,155,1990,0
3473,CHL,155,1991,0
3474,CHL,155,1992,0
3475,CHL,155,1993,0
3476,CHL,155,1994,0
3477,CHL,155,1995,0
3478,CHL,155,1996,0
3479,CHL,155,1997,0
3480,CHL,155,1998,0
3481,CHL,155,1999,0
3482,CHL,155,2000,0
3483,CHL,155,2001,0
3484,CHL,155,2002,0
3485,CHL,155,2003,0
3486,CHL,155,2004,0
3487,CHL,155,2005,0
3488,CHL,155,2006,0
3489,CHL,155,2007,0
3490,CHL,155,2008,0
3491,CHL,155,2009,0
3492,CHL,155,2010,0
3493,CHL,155,2011,0
3494,CHL,155,2012,0
3495,CHL,155,2013,0
3496,CHL,155,2014,0
3497,ARG,160,1841,0
3498,ARG,160,1842,0
3499,ARG,160,1843,0
3500,ARG,160,1844,0
3501,ARG,160,1845,0
3502,ARG,160,1846,0
3503,ARG,160,1847,0
3504,ARG,160,1848,0
3505,ARG,160,1849,0
3506,ARG,160,1850,0
3507,ARG,160,1851,0
3508,ARG,160,1852,0
3509,ARG,160,1853,0
3510,ARG,160,1854,0
3511,ARG,160,1855,0
3512,ARG,160,1856,0
3513,ARG,160,1857,0
3514,ARG,160,1858,0
3515,ARG,160,1859,0
3516,ARG,160,1860,0
3517,ARG,160,1861,0
3518,ARG,160,1862,0
3519,ARG,160,1863,0
3520,ARG,160,1864,0
3521,ARG,160,1865,0
3522,ARG,160,1866,0
3523,ARG,160,1867,0
3524,ARG,160,1868,0
3525,ARG,160,1869,0
3526,ARG,160,1870,0
3527,ARG,160,1871,0
3528,ARG,160,1872,0
3529,ARG,160,1873,0
3530,ARG,160,1874,0
3531,ARG,160,1875,0
3532,ARG,160,1876,0
3533,ARG,160,1877,0
3534,ARG,160,1878,0
3535,ARG,160,1879,0
3536,ARG,160,1880,0
3537,ARG,160,1881,0
3538,ARG,160,1882,0
3539,ARG,160,1883,0
3540,ARG,160,1884,0
3541,ARG,160,1885,0
3542,ARG,160,1886,0
3543,ARG,160,1887,0
3544,ARG,160,1888,0
3545,ARG,160,1889,0
3546,ARG,160,1890,0
3547,ARG,160,1891,0
3548,ARG,160,1892,0
3549,ARG,160,1893,0
3550,ARG,160,1894,0
3551,ARG,160,1895,0
3552,ARG,160,1896,0
3553,ARG,160,1897,0
3554,ARG,160,1898,0
3555,ARG,160,1899,0
3556,ARG,160,1900,0
3557,ARG,160,1901,0
3558,ARG,160,1902,0
3559,ARG,160,1903,0
3560,ARG,160,1904,0
3561,ARG,160,1905,0
3562,ARG,160,1906,0
3563,ARG,160,1907,0
3564,ARG,160,1908,0
3565,ARG,160,1909,0
3566,ARG,160,1910,0
3567,ARG,160,1911,0
3568,ARG,160,1912,0
3569,ARG,160,1913,0
3570,ARG,160,1914,0
3571,ARG,160,1915,0
3572,ARG,160,1916,0
3573,ARG,160,1917,0
3574,ARG,160,1918,0
3575,ARG,160,1919,0
3576,ARG,160,1920,0
3577,ARG,160,1921,0
3578,ARG,160,1922,0
3579,ARG,160,1923,0
3580,ARG,160,1924,0
3581,ARG,160,1925,0
3582,ARG,160,1926,0
3583,ARG,160,1927,0
3584,ARG,160,1928,0
3585,ARG,160,1929,0
3586,ARG,160,1930,0
3587,ARG,160,1931,0
3588,ARG,160,1932,0
3589,ARG,160,1933,0
3590,ARG,160,1934,0
3591,ARG,160,1935,0
3592,ARG,160,1936,0
3593,ARG,160,1937,0
3594,ARG,160,1938,0
3595,ARG,160,1939,0
3596,ARG,160,1940,0
3597,ARG,160,1941,0
3598,ARG,160,1942,0
3599,ARG,160,1943,0
3600,ARG,160,1944,0
3601,ARG,160,1945,0
3602,ARG,160,1946,0
3603,ARG,160,1947,0
3604,ARG,160,1948,0
3605,ARG,160,1949,0
3606,ARG,160,1950,0
3607,ARG,160,1951,0
3608,ARG,160,1952,0
3609,ARG,160,1953,0
3610,ARG,160,1954,0
3611,ARG,160,1955,0
3612,ARG,160,1956,0
3613,ARG,160,1957,0
3614,ARG,160,1958,0
3615,ARG,160,1959,0
3616,ARG,160,1960,0
3617,ARG,160,1961,0
3618,ARG,160,1962,0
3619,ARG,160,1963,0
3620,ARG,160,1964,0
3621,ARG,160,1965,0
3622,ARG,160,1966,0
3623,ARG,160,1967,0
3624,ARG,160,1968,0
3625,ARG,160,1969,0
3626,ARG,160,1970,0
3627,ARG,160,1971,0
3628,ARG,160,1972,0
3629,ARG,160,1973,0
3630,ARG,160,1974,0
3631,ARG,160,1975,0
3632,ARG,160,1976,0
3633,ARG,160,1977,0
3634,ARG,160,1978,0
3635,ARG,160,1979,0
3636,ARG,160,1980,0
3637,ARG,160,1981,0
3638,ARG,160,1982,0
3639,ARG,160,1983,0
3640,ARG,160,1984,0
3641,ARG,160,1985,0
3642,ARG,160,1986,0
3643,ARG,160,1987,0
3644,ARG,160,1988,0
3645,ARG,160,1989,0
3646,ARG,160,1990,0
3647,ARG,160,1991,0
3648,ARG,160,1992,0
3649,ARG,160,1993,0
3650,ARG,160,1994,0
3651,ARG,160,1995,0
3652,ARG,160,1996,0
3653,ARG,160,1997,0
3654,ARG,160,1998,0
3655,ARG,160,1999,0
3656,ARG,160,2000,0
3657,ARG,160,2001,0
3658,ARG,160,2002,0
3659,ARG,160,2003,0
3660,ARG,160,2004,0
3661,ARG,160,2005,0
3662,ARG,160,2006,0
3663,ARG,160,2007,0
3664,ARG,160,2008,0
3665,ARG,160,2009,0
3666,ARG,160,2010,0
3667,ARG,160,2011,0
3668,ARG,160,2012,0
3669,ARG,160,2013,0
3670,ARG,160,2014,0
3671,URU,165,1882,0
3672,URU,165,1883,0
3673,URU,165,1884,0
3674,URU,165,1885,0
3675,URU,165,1886,0
3676,URU,165,1887,0
3677,URU,165,1888,0
3678,URU,165,1889,0
3679,URU,165,1890,0
3680,URU,165,1891,0
3681,URU,165,1892,0
3682,URU,165,1893,0
3683,URU,165,1894,0
3684,URU,165,1895,0
3685,URU,165,1896,0
3686,URU,165,1897,0
3687,URU,165,1898,0
3688,URU,165,1899,0
3689,URU,165,1900,0
3690,URU,165,1901,0
3691,URU,165,1902,0
3692,URU,165,1903,0
3693,URU,165,1904,0
3694,URU,165,1905,0
3695,URU,165,1906,0
3696,URU,165,1907,0
3697,URU,165,1908,0
3698,URU,165,1909,0
3699,URU,165,1910,0
3700,URU,165,1911,0
3701,URU,165,1912,0
3702,URU,165,1913,0
3703,URU,165,1914,0
3704,URU,165,1915,0
3705,URU,165,1916,0
3706,URU,165,1917,0
3707,URU,165,1918,0
3708,URU,165,1919,0
3709,URU,165,1920,0
3710,URU,165,1921,0
3711,URU,165,1922,0
3712,URU,165,1923,0
3713,URU,165,1924,0
3714,URU,165,1925,0
3715,URU,165,1926,0
3716,URU,165,1927,0
3717,URU,165,1928,0
3718,URU,165,1929,0
3719,URU,165,1930,0
3720,URU,165,1931,0
3721,URU,165,1932,0
3722,URU,165,1933,0
3723,URU,165,1934,0
3724,URU,165,1935,0
3725,URU,165,1936,0
3726,URU,165,1937,0
3727,URU,165,1938,0
3728,URU,165,1939,0
3729,URU,165,1940,0
3730,URU,165,1941,0
3731,URU,165,1942,0
3732,URU,165,1943,0
3733,URU,165,1944,0
3734,URU,165,1945,0
3735,URU,165,1946,0
3736,URU,165,1947,0
3737,URU,165,1948,0
3738,URU,165,1949,0
3739,URU,165,1950,0
3740,URU,165,1951,0
3741,URU,165,1952,0
3742,URU,165,1953,0
3743,URU,165,1954,0
3744,URU,165,1955,0
3745,URU,165,1956,0
3746,URU,165,1957,0
3747,URU,165,1958,0
3748,URU,165,1959,0
3749,URU,165,1960,0
3750,URU,165,1961,0
3751,URU,165,1962,0
3752,URU,165,1963,0
3753,URU,165,1964,0
3754,URU,165,1965,0
3755,URU,165,1966,0
3756,URU,165,1967,0
3757,URU,165,1968,0
3758,URU,165,1969,0
3759,URU,165,1970,0
3760,URU,165,1971,0
3761,URU,165,1972,0
3762,URU,165,1973,0
3763,URU,165,1974,0
3764,URU,165,1975,0
3765,URU,165,1976,0
3766,URU,165,1977,0
3767,URU,165,1978,0
3768,URU,165,1979,0
3769,URU,165,1980,0
3770,URU,165,1981,0
3771,URU,165,1982,0
3772,URU,165,1983,0
3773,URU,165,1984,0
3774,URU,165,1985,0
3775,URU,165,1986,0
3776,URU,165,1987,0
3777,URU,165,1988,0
3778,URU,165,1989,0
3779,URU,165,1990,0
3780,URU,165,1991,0
3781,URU,165,1992,0
3782,URU,165,1993,0
3783,URU,165,1994,0
3784,URU,165,1995,0
3785,URU,165,1996,0
3786,URU,165,1997,0
3787,URU,165,1998,0
3788,URU,165,1999,0
3789,URU,165,2000,0
3790,URU,165,2001,0
3791,URU,165,2002,0
3792,URU,165,2003,0
3793,URU,165,2004,0
3794,URU,165,2005,0
3795,URU,165,2006,0
3796,URU,165,2007,0
3797,URU,165,2008,0
3798,URU,165,2009,0
3799,URU,165,2010,0
3800,URU,165,2011,0
3801,URU,165,2012,0
3802,URU,165,2013,0
3803,URU,165,2014,0
3804,UKG,200,1816,1
3805,UKG,200,1817,1
3806,UKG,200,1818,1
3807,UKG,200,1819,1
3808,UKG,200,1820,1
3809,UKG,200,1821,1
3810,UKG,200,1822,1
3811,UKG,200,1823,1
3812,UKG,200,1824,1
3813,UKG,200,1825,1
3814,UKG,200,1826,1
3815,UKG,200,1827,1
3816,UKG,200,1828,1
3817,UKG,200,1829,1
3818,UKG,200,1830,1
3819,UKG,200,1831,1
3820,UKG,200,1832,1
3821,UKG,200,1833,1
3822,UKG,200,1834,1
3823,UKG,200,1835,1
3824,UKG,200,1836,1
3825,UKG,200,1837,1
3826,UKG,200,1838,1
3827,UKG,200,1839,1
3828,UKG,200,1840,1
3829,UKG,200,1841,1
3830,UKG,200,1842,1
3831,UKG,200,1843,1
3832,UKG,200,1844,1
3833,UKG,200,1845,1
3834,UKG,200,1846,1
3835,UKG,200,1847,1
3836,UKG,200,1848,1
3837,UKG,200,1849,1
3838,UKG,200,1850,1
3839,UKG,200,1851,1
3840,UKG,200,1852,1
3841,UKG,200,1853,1
3842,UKG,200,1854,1
3843,UKG,200,1855,1
3844,UKG,200,1856,1
3845,UKG,200,1857,1
3846,UKG,200,1858,1
3847,UKG,200,1859,1
3848,UKG,200,1860,1
3849,UKG,200,1861,1
3850,UKG,200,1862,1
3851,UKG,200,1863,1
3852,UKG,200,1864,1
3853,UKG,200,1865,1
3854,UKG,200,1866,1
3855,UKG,200,1867,1
3856,UKG,200,1868,1
3857,UKG,200,1869,1
3858,UKG,200,1870,1
3859,UKG,200,1871,1
3860,UKG,200,1872,1
3861,UKG,200,1873,1
3862,UKG,200,1874,1
3863,UKG,200,1875,1
