id,stateabb,ccode,year,major
8763,DEN,390,1911,0
8764,DEN,390,1912,0
8765,DEN,390,1913,0
8766,DEN,390,1914,0
8767,DEN,390,1915,0
8768,DEN,390,1916,0
8769,DEN,390,1917,0
8770,DEN,390,1918,0
8771,DEN,390,1919,0
8772,DEN,390,1920,0
8773,DEN,390,1921,0
8774,DEN,390,1922,0
8775,DEN,390,1923,0
8776,DEN,390,1924,0
8777,DEN,390,1925,0
8778,DEN,390,1926,0
8779,DEN,390,1927,0
8780,DEN,390,1928,0
8781,DEN,390,1929,0
8782,DEN,390,1930,0
8783,DEN,390,1931,0
8784,DEN,390,1932,0
8785,DEN,390,1933,0
8786,DEN,390,1934,0
8787,DEN,390,1935,0
8788,DEN,390,1936,0
8789,DEN,390,1937,0
8790,DEN,390,1938,0
8791,DEN,390,1939,0
8792,DEN,390,1940,0
8793,DEN,390,1945,0
8794,DEN,390,1946,0
8795,DEN,390,1947,0
8796,DEN,390,1948,0
8797,DEN,390,1949,0
8798,DEN,390,1950,0
8799,DEN,390,1951,0
8800,DEN,390,1952,0
8801,DEN,390,1953,0
8802,DEN,390,1954,0
8803,DEN,390,1955,0
8804,DEN,390,1956,0
8805,DEN,390,1957,0
8806,DEN,390,1958,0
8807,DEN,390,1959,0
8808,DEN,390,1960,0
8809,DEN,390,1961,0
8810,DEN,390,1962,0
8811,DEN,390,1963,0
8812,DEN,390,1964,0
8813,DEN,390,1965,0
8814,DEN,390,1966,0
8815,DEN,390,1967,0
8816,DEN,390,1968,0
8817,DEN,390,1969,0
8818,DEN,390,1970,0
8819,DEN,390,1971,0
8820,DEN,390,1972,0
8821,DEN,390,1973,0
8822,DEN,390,1974,0
8823,DEN,390,1975,0
8824,DEN,390,1976,0
8825,DEN,390,1977,0
8826,DEN,390,1978,0
8827,DEN,390,1979,0
8828,DEN,390,1980,0
8829,DEN,390,1981,0
8830,DEN,390,1982,0
8831,DEN,390,1983,0
8832,DEN,390,1984,0
8833,DEN,390,1985,0
8834,DEN,390,1986,0
8835,DEN,390,1987,0
8836,DEN,390,1988,0
8837,DEN,390,1989,0
8838,DEN,390,1990,0
8839,DEN,390,1991,0
8840,DEN,390,1992,0
8841,DEN,390,1993,0
8842,DEN,390,1994,0
8843,DEN,390,1995,0
8844,DEN,390,1996,0
8845,DEN,390,1997,0
8846,DEN,390,1998,0
8847,DEN,390,1999,0
8848,DEN,390,2000,0
8849,DEN,390,2001,0
8850,DEN,390,2002,0
8851,DEN,390,2003,0
8852,DEN,390,2004,0
8853,DEN,390,2005,0
8854,DEN,390,2006,0
8855,DEN,390,2007,0
8856,DEN,390,2008,0
8857,DEN,390,2009,0
8858,DEN,390,2010,0
8859,DEN,390,2011,0
8860,DEN,390,2012,0
8861,DEN,390,2013,0
8862,DEN,390,2014,0
8863,ICE,395,1944,0
8864,ICE,395,1945,0
8865,ICE,395,1946,0
8866,ICE,395,1947,0
8867,ICE,395,1948,0
8868,ICE,395,1949,0
8869,ICE,395,1950,0
8870,ICE,395,1951,0
8871,ICE,395,1952,0
8872,ICE,395,1953,0
8873,ICE,395,1954,0
8874,ICE,395,1955,0
8875,ICE,395,1956,0
8876,ICE,395,1957,0
8877,ICE,395,1958,0
8878,ICE,395,1959,0
8879,ICE,395,1960,0
8880,ICE,395,1961,0
8881,ICE,395,1962,0
8882,ICE,395,1963,0
8883,ICE,395,1964,0
8884,ICE,395,1965,0
8885,ICE,395,1966,0
8886,ICE,395,1967,0
8887,ICE,395,1968,0
8888,ICE,395,1969,0
8889,ICE,395,1970,0
8890,ICE,395,1971,0
8891,ICE,395,1972,0
8892,ICE,395,1973,0
8893,ICE,395,1974,0
8894,ICE,395,1975,0
8895,ICE,395,1976,0
8896,ICE,395,1977,0
8897,ICE,395,1978,0
8898,ICE,395,1979,0
8899,ICE,395,1980,0
8900,ICE,395,1981,0
8901,ICE,395,1982,0
8902,ICE,395,1983,0
8903,ICE,395,1984,0
8904,ICE,395,1985,0
8905,ICE,395,1986,0
8906,ICE,395,1987,0
8907,ICE,395,1988,0
8908,ICE,395,1989,0
8909,ICE,395,1990,0
8910,ICE,395,1991,0
8911,ICE,395,1992,0
8912,ICE,395,1993,0
8913,ICE,395,1994,0
8914,ICE,395,1995,0
8915,ICE,395,1996,0
8916,ICE,395,1997,0
8917,ICE,395,1998,0
8918,ICE,395,1999,0
8919,ICE,395,2000,0
8920,ICE,395,2001,0
8921,ICE,395,2002,0
8922,ICE,395,2003,0
8923,ICE,395,2004,0
8924,ICE,395,2005,0
8925,ICE,395,2006,0
8926,ICE,395,2007,0
8927,ICE,395,2008,0
8928,ICE,395,2009,0
8929,ICE,395,2010,0
8930,ICE,395,2011,0
8931,ICE,395,2012,0
8932,ICE,395,2013,0
8933,ICE,395,2014,0
8934,CAP,402,1975,0
8935,CAP,402,1976,0
8936,CAP,402,1977,0
8937,CAP,402,1978,0
8938,CAP,402,1979,0
8939,CAP,402,1980,0
8940,CAP,402,1981,0
8941,CAP,402,1982,0
8942,CAP,402,1983,0
8943,CAP,402,1984,0
8944,CAP,402,1985,0
8945,CAP,402,1986,0
8946,CAP,402,1987,0
8947,CAP,402,1988,0
8948,CAP,402,1989,0
8949,CAP,402,1990,0
8950,CAP,402,1991,0
8951,CAP,402,1992,0
8952,CAP,402,1993,0
8953,CAP,402,1994,0
8954,CAP,402,1995,0
8955,CAP,402,1996,0
8956,CAP,402,1997,0
8957,CAP,402,1998,0
8958,CAP,402,1999,0
8959,CAP,402,2000,0
8960,CAP,402,2001,0
8961,CAP,402,2002,0
8962,CAP,402,2003,0
8963,CAP,402,2004,0
8964,CAP,402,2005,0
8965,CAP,402,2006,0
8966,CAP,402,2007,0
8967,CAP,402,2008,0
8968,CAP,402,2009,0
8969,CAP,402,2010,0
8970,CAP,402,2011,0
8971,CAP,402,2012,0
8972,CAP,402,2013,0
8973,CAP,402,2014,0
8974,STP,403,1975,0
8975,STP,403,1976,0
8976,STP,403,1977,0
8977,STP,403,1978,0
8978,STP,403,1979,0
8979,STP,403,1980,0
8980,STP,403,1981,0
8981,STP,403,1982,0
8982,STP,403,1983,0
8983,STP,403,1984,0
8984,STP,403,1985,0
8985,STP,403,1986,0
8986,STP,403,1987,0
8987,STP,403,1988,0
8988,STP,403,1989,0
8989,STP,403,1990,0
8990,STP,403,1991,0
8991,STP,403,1992,0
8992,STP,403,1993,0
8993,STP,403,1994,0
8994,STP,403,1995,0
8995,STP,403,1996,0
8996,STP,403,1997,0
8997,STP,403,1998,0
8998,STP,403,1999,0
8999,STP,403,2000,0
9000,STP,403,2001,0
9001,STP,403,2002,0
9002,STP,403,2003,0
9003,STP,403,2004,0
9004,STP,403,2005,0
9005,STP,403,2006,0
9006,STP,403,2007,0
9007,STP,403,2008,0
9008,STP,403,2009,0
9009,STP,403,2010,0
9010,STP,403,2011,0
9011,STP,403,2012,0
9012,STP,403,2013,0
9013,STP,403,2014,0
9014,GNB,404,1974,0
9015,GNB,404,1975,0
9016,GNB,404,1976,0
9017,GNB,404,1977,0
9018,GNB,404,1978,0
9019,GNB,404,1979,0
9020,GNB,404,1980,0
9021,GNB,404,1981,0
9022,GNB,404,1982,0
9023,GNB,404,1983,0
9024,GNB,404,1984,0
9025,GNB,404,1985,0
9026,GNB,404,1986,0
9027,GNB,404,1987,0
9028,GNB,404,1988,0
9029,GNB,404,1989,0
9030,GNB,404,1990,0
9031,GNB,404,1991,0
9032,GNB,404,1992,0
9033,GNB,404,1993,0
9034,GNB,404,1994,0
9035,GNB,404,1995,0
9036,GNB,404,1996,0
9037,GNB,404,1997,0
9038,GNB,404,1998,0
9039,GNB,404,1999,0
9040,GNB,404,2000,0
9041,GNB,404,2001,0
9042,GNB,404,2002,0
9043,GNB,404,2003,0
9044,GNB,404,2004,0
9045,GNB,404,2005,0
9046,GNB,404,2006,0
9047,GNB,404,2007,0
9048,GNB,404,2008,0
9049,GNB,404,2009,0
9050,GNB,404,2010,0
9051,GNB,404,2011,0
9052,GNB,404,2012,0
9053,GNB,404,2013,0
9054,GNB,404,2014,0
9055,EQG,411,1968,0
9056,EQG,411,1969,0
9057,EQG,411,1970,0
9058,EQG,411,1971,0
9059,EQG,411,1972,0
9060,EQG,411,1973,0
9061,EQG,411,1974,0
9062,EQG,411,1975,0
9063,EQG,411,1976,0
9064,EQG,411,1977,0
9065,EQG,411,1978,0
9066,EQG,411,1979,0
9067,EQG,411,1980,0
9068,EQG,411,1981,0
9069,EQG,411,1982,0
9070,EQG,411,1983,0
9071,EQG,411,1984,0
9072,EQG,411,1985,0
9073,EQG,411,1986,0
9074,EQG,411,1987,0
9075,EQG,411,1988,0
9076,EQG,411,1989,0
9077,EQG,411,1990,0
9078,EQG,411,1991,0
9079,EQG,411,1992,0
9080,EQG,411,1993,0
9081,EQG,411,1994,0
9082,EQG,411,1995,0
9083,EQG,411,1996,0
9084,EQG,411,1997,0
9085,EQG,411,1998,0
9086,EQG,411,1999,0
9087,EQG,411,2000,0
9088,EQG,411,2001,0
9089,EQG,411,2002,0
9090,EQG,411,2003,0
9091,EQG,411,2004,0
9092,EQG,411,2005,0
9093,EQG,411,2006,0
9094,EQG,411,2007,0
9095,EQG,411,2008,0
9096,EQG,411,2009,0
9097,EQG,411,2010,0
9098,EQG,411,2011,0
9099,EQG,411,2012,0
9100,EQG,411,2013,0
9101,EQG,411,2014,0
9102,GAM,420,1965,0
9103,GAM,420,1966,0
9104,GAM,420,1967,0
9105,GAM,420,1968,0
9106,GAM,420,1969,0
9107,GAM,420,1970,0
9108,GAM,420,1971,0
9109,GAM,420,1972,0
9110,GAM,420,1973,0
9111,GAM,420,1974,0
9112,GAM,420,1975,0
9113,GAM,420,1976,0
9114,GAM,420,1977,0
9115,GAM,420,1978,0
9116,GAM,420,1979,0
9117,GAM,420,1980,0
9118,GAM,420,1981,0
9119,GAM,420,1982,0
9120,GAM,420,1983,0
9121,GAM,420,1984,0
9122,GAM,420,1985,0
9123,GAM,420,1986,0
9124,GAM,420,1987,0
9125,GAM,420,1988,0
9126,GAM,420,1989,0
9127,GAM,420,1990,0
9128,GAM,420,1991,0
9129,GAM,420,1992,0
9130,GAM,420,1993,0
9131,GAM,420,1994,0
9132,GAM,420,1995,0
9133,GAM,420,1996,0
9134,GAM,420,1997,0
9135,GAM,420,1998,0
9136,GAM,420,1999,0
9137,GAM,420,2000,0
9138,GAM,420,2001,0
9139,GAM,420,2002,0
9140,GAM,420,2003,0
9141,GAM,420,2004,0
9142,GAM,420,2005,0
9143,GAM,420,2006,0
9144,GAM,420,2007,0
9145,GAM,420,2008,0
9146,GAM,420,2009,0
9147,GAM,420,2010,0
9148,GAM,420,2011,0
9149,GAM,420,2012,0
9150,GAM,420,2013,0
9151,GAM,420,2014,0
9152,MLI,432,1960,0
9153,MLI,432,1961,0
9154,MLI,432,1962,0
9155,MLI,432,1963,0
9156,MLI,432,1964,0
9157,MLI,432,1965,0
9158,MLI,432,1966,0
9159,MLI,432,1967,0
9160,MLI,432,1968,0
9161,MLI,432,1969,0
9162,MLI,432,1970,0
9163,MLI,432,1971,0
9164,MLI,432,1972,0
9165,MLI,432,1973,0
9166,MLI,432,1974,0
9167,MLI,432,1975,0
9168,MLI,432,1976,0
9169,MLI,432,1977,0
9170,MLI,432,1978,0
9171,MLI,432,1979,0
9172,MLI,432,1980,0
9173,MLI,432,1981,0
9174,MLI,432,1982,0
9175,MLI,432,1983,0
9176,MLI,432,1984,0
9177,MLI,432,1985,0
9178,MLI,432,1986,0
9179,MLI,432,1987,0
9180,MLI,432,1988,0
9181,MLI,432,1989,0
9182,MLI,432,1990,0
9183,MLI,432,1991,0
9184,MLI,432,1992,0
9185,MLI,432,1993,0
9186,MLI,432,1994,0
9187,MLI,432,1995,0
9188,MLI,432,1996,0
9189,MLI,432,1997,0
9190,MLI,432,1998,0
9191,MLI,432,1999,0
9192,MLI,432,2000,0
9193,MLI,432,2001,0
9194,MLI,432,2002,0
9195,MLI,432,2003,0
9196,MLI,432,2004,0
9197,MLI,432,2005,0
9198,MLI,432,2006,0
9199,MLI,432,2007,0
9200,MLI,432,2008,0
9201,MLI,432,2009,0
9202,MLI,432,2010,0
9203,MLI,432,2011,0
9204,MLI,432,2012,0
9205,MLI,432,2013,0
9206,MLI,432,2014,0
9207,SEN,433,1960,0
9208,SEN,433,1961,0
9209,SEN,433,1962,0
9210,SEN,433,1963,0
9211,SEN,433,1964,0
9212,SEN,433,1965,0
9213,SEN,433,1966,0
9214,SEN,433,1967,0
9215,SEN,433,1968,0
9216,SEN,433,1969,0
9217,SEN,433,1970,0
9218,SEN,433,1971,0
9219,SEN,433,1972,0
9220,SEN,433,1973,0
9221,SEN,433,1974,0
9222,SEN,433,1975,0
9223,SEN,433,1976,0
9224,SEN,433,1977,0
9225,SEN,433,1978,0
9226,SEN,433,1979,0
9227,SEN,433,1980,0
9228,SEN,433,1981,0
9229,SEN,433,1982,0
9230,SEN,433,1983,0
9231,SEN,433,1984,0
9232,SEN,433,1985,0
9233,SEN,433,1986,0
9234,SEN,433,1987,0
9235,SEN,433,1988,0
9236,SEN,433,1989,0
9237,SEN,433,1990,0
9238,SEN,433,1991,0
9239,SEN,433,1992,0
9240,SEN,433,1993,0
9241,SEN,433,1994,0
9242,SEN,433,1995,0
9243,SEN,433,1996,0
9244,SEN,433,1997,0
9245,SEN,433,1998,0
9246,SEN,433,1999,0
9247,SEN,433,2000,0
9248,SEN,433,2001,0
9249,SEN,433,2002,0
9250,SEN,433,2003,0
9251,SEN,433,2004,0
9252,SEN,433,2005,0
9253,SEN,433,2006,0
9254,SEN,433,2007,0
9255,SEN,433,2008,0
9256,SEN,433,2009,0
9257,SEN,433,2010,0
9258,SEN,433,2011,0
9259,SEN,433,2012,0
9260,SEN,433,2013,0
9261,SEN,433,2014,0
9262,BEN,434,1960,0
9263,BEN,434,1961,0
9264,BEN,434,1962,0
9265,BEN,434,1963,0
9266,BEN,434,1964,0
9267,BEN,434,1965,0
9268,BEN,434,1966,0
9269,BEN,434,1967,0
9270,BEN,434,1968,0
9271,BEN,434,1969,0
9272,BEN,434,1970,0
9273,BEN,434,1971,0
9274,BEN,434,1972,0
9275,BEN,434,1973,0
9276,BEN,434,1974,0
9277,BEN,434,1975,0
9278,BEN,434,1976,0
9279,BEN,434,1977,0
9280,BEN,434,1978,0
9281,BEN,434,1979,0
9282,BEN,434,1980,0
9283,BEN,434,1981,0
9284,BEN,434,1982,0
9285,BEN,434,1983,0
9286,BEN,434,1984,0
9287,BEN,434,1985,0
9288,BEN,434,1986,0
9289,BEN,434,1987,0
9290,BEN,434,1988,0
9291,BEN,434,1989,0
9292,BEN,434,1990,0
9293,BEN,434,1991,0
9294,BEN,434,1992,0
9295,BEN,434,1993,0
9296,BEN,434,1994,0
9297,BEN,434,1995,0
9298,BEN,434,1996,0
9299,BEN,434,1997,0
9300,BEN,434,1998,0
9301,BEN,434,1999,0
9302,BEN,434,2000,0
9303,BEN,434,2001,0
9304,BEN,434,2002,0
9305,BEN,434,2003,0
9306,BEN,434,2004,0
9307,BEN,434,2005,0
9308,BEN,434,2006,0
9309,BEN,434,2007,0
9310,BEN,434,2008,0
9311,BEN,434,2009,0
9312,BEN,434,2010,0
9313,BEN,434,2011,0
9314,BEN,434,2012,0
9315,BEN,434,2013,0
9316,BEN,434,2014,0
9317,MAA,435,1960,0
9318,MAA,435,1961,0
9319,MAA,435,1962,0
9320,MAA,435,1963,0
9321,MAA,435,1964,0
9322,MAA,435,1965,0
9323,MAA,435,1966,0
9324,MAA,435,1967,0
9325,MAA,435,1968,0
9326,MAA,435,1969,0
9327,MAA,435,1970,0
9328,MAA,435,1971,0
9329,MAA,435,1972,0
9330,MAA,435,1973,0
9331,MAA,435,1974,0
9332,MAA,435,1975,0
9333,MAA,435,1976,0
9334,MAA,435,1977,0
9335,MAA,435,1978,0
9336,MAA,435,1979,0
9337,MAA,435,1980,0
9338,MAA,435,1981,0
9339,MAA,435,1982,0
9340,MAA,435,1983,0
9341,MAA,435,1984,0
9342,MAA,435,1985,0
9343,MAA,435,1986,0
9344,MAA,435,1987,0
9345,MAA,435,1988,0
9346,MAA,435,1989,0
9347,MAA,435,1990,0
9348,MAA,435,1991,0
9349,MAA,435,1992,0
9350,MAA,435,1993,0
9351,MAA,435,1994,0
9352,MAA,435,1995,0
9353,MAA,435,1996,0
9354,MAA,435,1997,0
9355,MAA,435,1998,0
9356,MAA,435,1999,0
9357,MAA,435,2000,0
9358,MAA,435,2001,0
9359,MAA,435,2002,0
9360,MAA,435,2003,0
9361,MAA,435,2004,0
9362,MAA,435,2005,0
9363,MAA,435,2006,0
9364,MAA,435,2007,0
9365,MAA,435,2008,0
9366,MAA,435,2009,0
9367,MAA,435,2010,0
9368,MAA,435,2011,0
9369,MAA,435,2012,0
9370,MAA,435,2013,0
9371,MAA,435,2014,0
9372,NIR,436,1960,0
9373,NIR,436,1961,0
9374,NIR,436,1962,0
9375,NIR,436,1963,0
9376,NIR,436,1964,0
9377,NIR,436,1965,0
9378,NIR,436,1966,0
9379,NIR,436,1967,0
9380,NIR,436,1968,0
9381,NIR,436,1969,0
9382,NIR,436,1970,0
9383,NIR,436,1971,0
9384,NIR,436,1972,0
9385,NIR,436,1973,0
9386,NIR,436,1974,0
9387,NIR,436,1975,0
9388,NIR,436,1976,0
9389,NIR,436,1977,0
9390,NIR,436,1978,0
9391,NIR,436,1979,0
9392,NIR,436,1980,0
9393,NIR,436,1981,0
9394,NIR,436,1982,0
9395,NIR,436,1983,0
9396,NIR,436,1984,0
9397,NIR,436,1985,0
9398,NIR,436,1986,0
9399,NIR,436,1987,0
9400,NIR,436,1988,0
9401,NIR,436,1989,0
9402,NIR,436,1990,0
9403,NIR,436,1991,0
9404,NIR,436,1992,0
9405,NIR,436,1993,0
9406,NIR,436,1994,0
9407,NIR,436,1995,0
9408,NIR,436,1996,0
9409,NIR,436,1997,0
9410,NIR,436,1998,0
9411,NIR,436,1999,0
9412,NIR,436,2000,0
9413,NIR,436,2001,0
9414,NIR,436,2002,0
9415,NIR,436,2003,0
9416,NIR,436,2004,0
9417,NIR,436,2005,0
9418,NIR,436,2006,0
9419,NIR,436,2007,0
9420,NIR,436,2008,0
9421,NIR,436,2009,0
9422,NIR,436,2010,0
9423,NIR,436,2011,0
9424,NIR,436,2012,0
9425,NIR,436,2013,0
9426,NIR,436,2014,0
9427,CDI,437,1960,0
9428,CDI,437,1961,0
9429,CDI,437,1962,0
9430,CDI,437,1963,0
9431,CDI,437,1964,0
9432,CDI,437,1965,0
9433,CDI,437,1966,0
9434,CDI,437,1967,0
9435,CDI,437,1968,0
9436,CDI,437,1969,0
9437,CDI,437,1970,0
9438,CDI,437,1971,0
9439,CDI,437,1972,0
9440,CDI,437,1973,0
9441,CDI,437,1974,0
9442,CDI,437,1975,0
9443,CDI,437,1976,0
9444,CDI,437,1977,0
9445,CDI,437,1978,0
9446,CDI,437,1979,0
9447,CDI,437,1980,0
9448,CDI,437,1981,0
9449,CDI,437,1982,0
9450,CDI,437,1983,0
9451,CDI,437,1984,0
9452,CDI,437,1985,0
9453,CDI,437,1986,0
9454,CDI,437,1987,0
9455,CDI,437,1988,0
9456,CDI,437,1989,0
9457,CDI,437,1990,0
9458,CDI,437,1991,0
9459,CDI,437,1992,0
9460,CDI,437,1993,0
9461,CDI,437,1994,0
9462,CDI,437,1995,0
9463,CDI,437,1996,0
9464,CDI,437,1997,0
9465,CDI,437,1998,0
9466,CDI,437,1999,0
9467,CDI,437,2000,0
9468,CDI,437,2001,0
9469,CDI,437,2002,0
9470,CDI,437,2003,0
9471,CDI,437,2004,0
9472,CDI,437,2005,0
9473,CDI,437,2006,0
9474,CDI,437,2007,0
9475,CDI,437,2008,0
9476,CDI,437,2009,0
9477,CDI,437,2010,0
9478,CDI,437,2011,0
9479,CDI,437,2012,0
9480,CDI,437,2013,0
9481,CDI,437,2014,0
9482,GUI,438,1958,0
9483,GUI,438,1959,0
9484,GUI,438,1960,0
9485,GUI,438,1961,0
9486,GUI,438,1962,0
9487,GUI,438,1963,0
9488,GUI,438,1964,0
9489,GUI,438,1965,0
9490,GUI,438,1966,0
9491,GUI,438,1967,0
9492,GUI,438,1968,0
9493,GUI,438,1969,0
9494,GUI,438,1970,0
9495,GUI,438,1971,0
9496,GUI,438,1972,0
9497,GUI,438,1973,0
9498,GUI,438,1974,0
9499,GUI,438,1975,0
9500,GUI,438,1976,0
9501,GUI,438,1977,0
9502,GUI,438,1978,0
9503,GUI,438,1979,0
9504,GUI,438,1980,0
9505,GUI,438,1981,0
9506,GUI,438,1982,0
9507,GUI,438,1983,0
9508,GUI,438,1984,0
9509,GUI,438,1985,0
9510,GUI,438,1986,0
9511,GUI,438,1987,0
9512,GUI,438,1988,0
9513,GUI,438,1989,0
9514,GUI,438,1990,0
9515,GUI,438,1991,0
9516,GUI,438,1992,0
9517,GUI,438,1993,0
9518,GUI,438,1994,0
9519,GUI,438,1995,0
9520,GUI,438,1996,0
9521,GUI,438,1997,0
9522,GUI,438,1998,0
9523,GUI,438,1999,0
9524,GUI,438,2000,0
9525,GUI,438,2001,0
9526,GUI,438,2002,0
9527,GUI,438,2003,0
9528,GUI,438,2004,0
9529,GUI,438,2005,0
9530,GUI,438,2006,0
9531,GUI,438,2007,0
9532,GUI,438,2008,0
9533,GUI,438,2009,0
9534,GUI,438,2010,0
9535,GUI,438,2011,0
9536,GUI,438,2012,0
9537,GUI,438,2013,0
9538,GUI,438,2014,0
9539,BFO,439,1960,0
9540,BFO,439,1961,0
9541,BFO,439,1962,0
9542,BFO,439,1963,0
9543,BFO,439,1964,0
9544,BFO,439,1965,0
9545,BFO,439,1966,0
9546,BFO,439,1967,0
9547,BFO,439,1968,0
9548,BFO,439,1969,0
9549,BFO,439,1970,0
9550,BFO,439,1971,0
9551,BFO,439,1972,0
9552,BFO,439,1973,0
9553,BFO,439,1974,0
9554,BFO,439,1975,0
9555,BFO,439,1976,0
9556,BFO,439,1977,0
9557,BFO,439,1978,0
9558,BFO,439,1979,0
9559,BFO,439,1980,0
9560,BFO,439,1981,0
9561,BFO,439,1982,0
9562,BFO,439,1983,0
9563,BFO,439,1984,0
9564,BFO,439,1985,0
9565,BFO,439,1986,0
9566,BFO,439,1987,0
9567,BFO,439,1988,0
9568,BFO,439,1989,0
9569,BFO,439,1990,0
9570,BFO,439,1991,0
9571,BFO,439,1992,0
9572,BFO,439,1993,0
9573,BFO,439,1994,0
9574,BFO,439,1995,0
9575,BFO,439,1996,0
9576,BFO,439,1997,0
9577,BFO,439,1998,0
9578,BFO,439,1999,0
9579,BFO,439,2000,0
9580,BFO,439,2001,0
9581,BFO,439,2002,0
9582,BFO,439,2003,0
9583,BFO,439,2004,0
9584,BFO,439,2005,0
9585,BFO,439,2006,0
9586,BFO,439,2007,0
9587,BFO,439,2008,0
9588,BFO,439,2009,0
9589,BFO,439,2010,0
9590,BFO,439,2011,0
9591,BFO,439,2012,0
9592,BFO,439,2013,0
9593,BFO,439,2014,0
9594,LBR,450,1920,0
9595,LBR,450,1921,0
9596,LBR,450,1922,0
9597,LBR,450,1923,0
9598,LBR,450,1924,0
9599,LBR,450,1925,0
9600,LBR,450,1926,0
9601,LBR,450,1927,0
9602,LBR,450,1928,0
9603,LBR,450,1929,0
9604,LBR,450,1930,0
9605,LBR,450,1931,0
9606,LBR,450,1932,0
9607,LBR,450,1933,0
9608,LBR,450,1934,0
9609,LBR,450,1935,0
9610,LBR,450,1936,0
9611,LBR,450,1937,0
9612,LBR,450,1938,0
9613,LBR,450,1939,0
9614,LBR,450,1940,0
9615,LBR,450,1941,0
9616,LBR,450,1942,0
9617,LBR,450,1943,0
9618,LBR,450,1944,0
9619,LBR,450,1945,0
9620,LBR,450,1946,0
9621,LBR,450,1947,0
9622,LBR,450,1948,0
9623,LBR,450,1949,0
9624,LBR,450,1950,0
9625,LBR,450,1951,0
9626,LBR,450,1952,0
9627,LBR,450,1953,0
9628,LBR,450,1954,0
9629,LBR,450,1955,0
9630,LBR,450,1956,0
9631,LBR,450,1957,0
9632,LBR,450,1958,0
9633,LBR,450,1959,0
9634,LBR,450,1960,0
9635,LBR,450,1961,0
9636,LBR,450,1962,0
9637,LBR,450,1963,0
9638,LBR,450,1964,0
9639,LBR,450,1965,0
9640,LBR,450,1966,0
9641,LBR,450,1967,0
9642,LBR,450,1968,0
9643,LBR,450,1969,0
9644,LBR,450,1970,0
9645,LBR,450,1971,0
9646,LBR,450,1972,0
9647,LBR,450,1973,0
9648,LBR,450,1974,0
9649,LBR,450,1975,0
9650,LBR,450,1976,0
9651,LBR,450,1977,0
9652,LBR,450,1978,0
9653,LBR,450,1979,0
9654,LBR,450,1980,0
9655,LBR,450,1981,0
9656,LBR,450,1982,0
9657,LBR,450,1983,0
9658,LBR,450,1984,0
9659,LBR,450,1985,0
9660,LBR,450,1986,0
9661,LBR,450,1987,0
9662,LBR,450,1988,0
9663,LBR,450,1989,0
9664,LBR,450,1990,0
9665,LBR,450,1991,0
9666,LBR,450,1992,0
9667,LBR,450,1993,0
9668,LBR,450,1994,0
9669,LBR,450,1995,0
9670,LBR,450,1996,0
9671,LBR,450,1997,0
9672,LBR,450,1998,0
9673,LBR,450,1999,0
9674,LBR,450,2000,0
9675,LBR,450,2001,0
9676,LBR,450,2002,0
9677,LBR,450,2003,0
9678,LBR,450,2004,0
9679,LBR,450,2005,0
9680,LBR,450,2006,0
9681,LBR,450,2007,0
9682,LBR,450,2008,0
9683,LBR,450,2009,0
9684,LBR,450,2010,0
9685,LBR,450,2011,0
9686,LBR,450,2012,0
9687,LBR,450,2013,0
9688,LBR,450,2014,0
9689,SIE,451,1961,0
9690,SIE,451,1962,0
9691,SIE,451,1963,0
9692,SIE,451,1964,0
9693,SIE,451,1965,0
9694,SIE,451,1966,0
9695,SIE,451,1967,0
9696,SIE,451,1968,0
9697,SIE,451,1969,0
9698,SIE,451,1970,0
9699,SIE,451,1971,0
9700,SIE,451,1972,0
9701,SIE,451,1973,0
9702,SIE,451,1974,0
9703,SIE,451,1975,0
9704,SIE,451,1976,0
9705,SIE,451,1977,0
9706,SIE,451,1978,0
9707,SIE,451,1979,0
9708,SIE,451,1980,0
9709,SIE,451,1981,0
9710,SIE,451,1982,0
9711,SIE,451,1983,0
9712,SIE,451,1984,0
9713,SIE,451,1985,0
9714,SIE,451,1986,0
9715,SIE,451,1987,0
9716,SIE,451,1988,0
9717,SIE,451,1989,0
9718,SIE,451,1990,0
9719,SIE,451,1991,0
9720,SIE,451,1992,0
9721,SIE,451,1993,0
9722,SIE,451,1994,0
9723,SIE,451,1995,0
9724,SIE,451,1996,0
9725,SIE,451,1997,0
9726,SIE,451,1998,0
9727,SIE,451,1999,0
9728,SIE,451,2000,0
9729,SIE,451,2001,0
9730,SIE,451,2002,0
9731,SIE,451,2003,0
9732,SIE,451,2004,0
9733,SIE,451,2005,0
9734,SIE,451,2006,0
9735,SIE,451,2007,0
9736,SIE,451,2008,0
9737,SIE,451,2009,0
9738,SIE,451,2010,0
9739,SIE,451,2011,0
9740,SIE,451,2012,0
9741,SIE,451,2013,0
9742,SIE,451,2014,0
9743,GHA,452,1957,0
9744,GHA,452,1958,0
9745,GHA,452,1959,0
9746,GHA,452,1960,0
9747,GHA,452,1961,0
9748,GHA,452,1962,0
9749,GHA,452,1963,0
9750,GHA,452,1964,0
9751,GHA,452,1965,0
9752,GHA,452,1966,0
9753,GHA,452,1967,0
9754,GHA,452,1968,0
9755,GHA,452,1969,0
9756,GHA,452,1970,0
9757,GHA,452,1971,0
9758,GHA,452,1972,0
9759,GHA,452,1973,0
9760,GHA,452,1974,0
9761,GHA,452,1975,0
9762,GHA,452,1976,0
9763,GHA,452,1977,0
