stateabb,ccode,year,polyarchy,libdem,partipdem,delibdem,egaldem
MEX,70,1789,0.028,0.045,0.006,,
MEX,70,1790,0.028,0.045,0.006,,
MEX,70,1791,0.028,0.045,0.006,,
MEX,70,1792,0.028,0.045,0.006,,
MEX,70,1793,0.028,0.045,0.006,,
MEX,70,1794,0.028,0.045,0.006,,
MEX,70,1795,0.028,0.045,0.006,,
MEX,70,1796,0.028,0.045,0.006,,
MEX,70,1797,0.028,0.045,0.006,,
MEX,70,1798,0.028,0.045,0.006,,
MEX,70,1799,0.028,0.045,0.006,,
MEX,70,1800,0.028,0.045,0.006,,
MEX,70,1801,0.028,0.045,0.006,,
MEX,70,1802,0.028,0.045,0.006,,
MEX,70,1803,0.028,0.045,0.006,,
MEX,70,1804,0.028,0.045,0.006,,
MEX,70,1805,0.028,0.045,0.006,,
MEX,70,1806,0.028,0.045,0.006,,
MEX,70,1807,0.028,0.045,0.006,,
MEX,70,1808,0.028,0.045,0.006,,
MEX,70,1809,0.028,0.049,0.006,,
MEX,70,1810,0.031,0.048,0.006,,
MEX,70,1811,0.031,0.048,0.006,,
MEX,70,1812,0.054,0.053,0.008,,
MEX,70,1813,0.054,0.052,0.008,,
MEX,70,1814,0.054,0.052,0.008,,
MEX,70,1815,0.054,0.052,0.008,,
MEX,70,1816,0.041,0.051,0.007,,
MEX,70,1817,0.041,0.051,0.007,,
MEX,70,1818,0.041,0.051,0.007,,
MEX,70,1819,0.041,0.051,0.007,,
MEX,70,1820,0.069,0.032,0.009,,
MEX,70,1821,0.118,0.038,0.041,,
MEX,70,1822,0.119,0.104,0.069,,
MEX,70,1823,0.181,0.119,0.081,,
MEX,70,1824,0.181,0.132,0.093,,
MEX,70,1825,0.181,0.136,0.133,,
MEX,70,1826,0.181,0.136,0.133,,
MEX,70,1827,0.181,0.136,0.133,,
MEX,70,1828,0.181,0.136,0.133,,
MEX,70,1829,0.181,0.136,0.133,,
MEX,70,1830,0.181,0.13,0.133,,
MEX,70,1831,0.15,0.122,0.125,,
MEX,70,1832,0.162,0.125,0.128,,
MEX,70,1833,0.181,0.13,0.133,,
MEX,70,1834,0.181,0.13,0.133,,
MEX,70,1835,0.181,0.13,0.133,,
MEX,70,1836,0.181,0.14,0.082,,
MEX,70,1837,0.162,0.135,0.078,,
MEX,70,1838,0.162,0.135,0.078,,
MEX,70,1839,0.162,0.135,0.078,,
MEX,70,1840,0.162,0.146,0.078,,
MEX,70,1841,0.155,0.118,0.077,,
MEX,70,1842,0.186,0.126,0.084,,
MEX,70,1843,0.229,0.157,0.094,,
MEX,70,1844,0.229,0.157,0.094,,
MEX,70,1845,0.229,0.157,0.094,,
MEX,70,1846,0.19,0.127,0.085,,
MEX,70,1847,0.214,0.133,0.135,,
MEX,70,1848,0.229,0.137,0.139,,
MEX,70,1849,0.229,0.137,0.139,,
MEX,70,1850,0.196,0.12,0.129,,
MEX,70,1851,0.196,0.12,0.129,,
MEX,70,1852,0.196,0.12,0.129,,
MEX,70,1853,0.196,0.12,0.129,,
MEX,70,1854,0.237,0.14,0.141,,
MEX,70,1855,0.237,0.14,0.141,,
MEX,70,1856,0.237,0.141,0.141,,
MEX,70,1857,0.237,0.135,0.154,,
MEX,70,1858,0.155,0.108,0.131,,
MEX,70,1859,0.15,0.107,0.13,,
MEX,70,1860,0.15,0.111,0.12,,
MEX,70,1861,0.15,0.11,0.12,,
MEX,70,1862,0.15,0.11,0.12,,
MEX,70,1863,0.15,0.11,0.12,,
MEX,70,1864,0.15,0.11,0.118,,
MEX,70,1865,0.15,0.058,0.118,,
MEX,70,1866,0.15,0.058,0.118,,
MEX,70,1867,0.178,0.106,0.122,,
MEX,70,1868,0.197,0.111,0.13,,
MEX,70,1869,0.197,0.111,0.13,,
MEX,70,1870,0.197,0.114,0.13,,
MEX,70,1871,0.197,0.114,0.13,,
MEX,70,1872,0.197,0.114,0.13,,
MEX,70,1873,0.197,0.114,0.13,,
MEX,70,1874,0.197,0.114,0.13,,
MEX,70,1875,0.197,0.114,0.13,,
MEX,70,1876,0.149,0.083,0.102,,
MEX,70,1877,0.131,0.06,0.098,,
MEX,70,1878,0.13,0.06,0.098,,
MEX,70,1879,0.13,0.06,0.098,,
MEX,70,1880,0.13,0.06,0.098,,
MEX,70,1881,0.13,0.06,0.098,,
MEX,70,1882,0.13,0.06,0.098,,
MEX,70,1883,0.13,0.06,0.098,,
MEX,70,1884,0.13,0.06,0.098,,
MEX,70,1885,0.13,0.06,0.098,,
MEX,70,1886,0.13,0.06,0.098,,
MEX,70,1887,0.13,0.06,0.098,,
MEX,70,1888,0.13,0.06,0.098,,
MEX,70,1889,0.13,0.06,0.098,,
MEX,70,1890,0.13,0.06,0.098,,
MEX,70,1891,0.13,0.06,0.098,,
MEX,70,1892,0.13,0.06,0.098,,
MEX,70,1893,0.13,0.06,0.098,,
MEX,70,1894,0.13,0.06,0.098,,
MEX,70,1895,0.13,0.06,0.098,,
MEX,70,1896,0.13,0.06,0.098,,
MEX,70,1897,0.13,0.06,0.098,,
MEX,70,1898,0.13,0.06,0.098,,
MEX,70,1899,0.13,0.06,0.098,,
MEX,70,1900,0.124,0.06,0.098,0.034,0.026
MEX,70,1901,0.109,0.058,0.095,0.032,0.024
MEX,70,1902,0.109,0.058,0.095,0.032,0.024
MEX,70,1903,0.109,0.058,0.095,0.032,0.024
MEX,70,1904,0.109,0.058,0.095,0.032,0.024
MEX,70,1905,0.109,0.058,0.095,0.032,0.024
MEX,70,1906,0.109,0.058,0.095,0.032,0.024
MEX,70,1907,0.109,0.058,0.096,0.032,0.024
MEX,70,1908,0.109,0.058,0.096,0.032,0.024
MEX,70,1909,0.109,0.058,0.096,0.032,0.024
MEX,70,1910,0.118,0.058,0.098,0.036,0.029
MEX,70,1911,0.135,0.073,0.109,0.078,0.032
MEX,70,1912,0.189,0.087,0.127,0.094,0.051
MEX,70,1913,0.113,0.06,0.109,0.07,0.038
MEX,70,1914,0.102,0.042,0.107,0.069,0.037
MEX,70,1915,0.107,0.045,0.108,0.079,0.037
MEX,70,1916,0.111,0.047,0.109,0.08,0.038
MEX,70,1917,0.145,0.093,0.116,0.096,0.056
MEX,70,1918,0.153,0.095,0.118,0.107,0.061
MEX,70,1919,0.224,0.113,0.137,0.126,0.075
MEX,70,1920,0.202,0.104,0.125,0.119,0.071
MEX,70,1921,0.195,0.107,0.123,0.112,0.067
MEX,70,1922,0.195,0.107,0.123,0.112,0.067
MEX,70,1923,0.195,0.107,0.123,0.119,0.067
MEX,70,1924,0.191,0.106,0.122,0.121,0.066
MEX,70,1925,0.187,0.102,0.121,0.12,0.066
MEX,70,1926,0.184,0.1,0.12,0.119,0.065
MEX,70,1927,0.184,0.1,0.12,0.119,0.065
MEX,70,1928,0.183,0.095,0.12,0.119,0.068
MEX,70,1929,0.177,0.086,0.123,0.125,0.071
MEX,70,1930,0.176,0.091,0.123,0.111,0.076
MEX,70,1931,0.176,0.091,0.123,0.111,0.076
MEX,70,1932,0.176,0.093,0.123,0.111,0.076
MEX,70,1933,0.176,0.091,0.123,0.111,0.076
MEX,70,1934,0.186,0.089,0.126,0.113,0.084
MEX,70,1935,0.193,0.09,0.122,0.133,0.086
MEX,70,1936,0.193,0.09,0.122,0.133,0.086
MEX,70,1937,0.192,0.091,0.126,0.132,0.086
MEX,70,1938,0.192,0.091,0.126,0.132,0.09
MEX,70,1939,0.2,0.094,0.125,0.134,0.089
MEX,70,1940,0.2,0.095,0.127,0.138,0.089
MEX,70,1941,0.19,0.093,0.124,0.126,0.09
MEX,70,1942,0.19,0.093,0.124,0.126,0.09
MEX,70,1943,0.19,0.093,0.125,0.126,0.091
MEX,70,1944,0.192,0.094,0.125,0.126,0.091
MEX,70,1945,0.192,0.094,0.125,0.126,0.091
MEX,70,1946,0.194,0.095,0.125,0.127,0.091
MEX,70,1947,0.195,0.095,0.125,0.127,0.097
MEX,70,1948,0.194,0.094,0.121,0.127,0.097
MEX,70,1949,0.197,0.095,0.122,0.127,0.098
MEX,70,1950,0.197,0.095,0.123,0.128,0.098
MEX,70,1951,0.197,0.095,0.123,0.128,0.1
MEX,70,1952,0.196,0.095,0.123,0.128,0.1
MEX,70,1953,0.196,0.097,0.123,0.127,0.1
MEX,70,1954,0.23,0.106,0.134,0.137,0.109
MEX,70,1955,0.232,0.106,0.134,0.138,0.108
MEX,70,1956,0.233,0.107,0.134,0.138,0.109
MEX,70,1957,0.233,0.107,0.134,0.138,0.109
MEX,70,1958,0.231,0.105,0.134,0.137,0.108
MEX,70,1959,0.231,0.105,0.134,0.118,0.11
MEX,70,1960,0.231,0.106,0.134,0.118,0.114
MEX,70,1961,0.233,0.107,0.134,0.118,0.118
MEX,70,1962,0.232,0.107,0.134,0.118,0.118
MEX,70,1963,0.232,0.107,0.134,0.118,0.118
MEX,70,1964,0.232,0.106,0.134,0.119,0.118
MEX,70,1965,0.233,0.106,0.134,0.119,0.123
MEX,70,1966,0.233,0.106,0.134,0.119,0.123
MEX,70,1967,0.235,0.106,0.135,0.119,0.123
MEX,70,1968,0.237,0.107,0.137,0.12,0.125
MEX,70,1969,0.242,0.108,0.139,0.121,0.126
MEX,70,1970,0.25,0.111,0.143,0.125,0.129
MEX,70,1971,0.248,0.11,0.145,0.124,0.128
MEX,70,1972,0.249,0.111,0.146,0.123,0.13
MEX,70,1973,0.249,0.111,0.145,0.124,0.129
MEX,70,1974,0.251,0.111,0.146,0.125,0.13
MEX,70,1975,0.251,0.111,0.146,0.125,0.13
MEX,70,1976,0.262,0.115,0.15,0.137,0.133
MEX,70,1977,0.276,0.123,0.162,0.163,0.145
MEX,70,1978,0.295,0.129,0.169,0.168,0.153
MEX,70,1979,0.296,0.129,0.169,0.169,0.155
MEX,70,1980,0.3,0.13,0.171,0.17,0.156
MEX,70,1981,0.304,0.133,0.172,0.172,0.159
MEX,70,1982,0.313,0.138,0.176,0.18,0.163
MEX,70,1983,0.32,0.145,0.179,0.19,0.166
MEX,70,1984,0.32,0.145,0.179,0.19,0.166
MEX,70,1985,0.324,0.146,0.19,0.192,0.167
MEX,70,1986,0.327,0.147,0.195,0.193,0.168
MEX,70,1987,0.331,0.148,0.196,0.204,0.168
MEX,70,1988,0.344,0.161,0.202,0.21,0.17
MEX,70,1989,0.369,0.176,0.216,0.248,0.183
MEX,70,1990,0.393,0.191,0.223,0.272,0.193
MEX,70,1991,0.415,0.202,0.235,0.284,0.204
MEX,70,1992,0.441,0.216,0.247,0.297,0.215
MEX,70,1993,0.455,0.221,0.252,0.305,0.22
MEX,70,1994,0.474,0.261,0.27,0.312,0.233
MEX,70,1995,0.493,0.278,0.289,0.343,0.248
MEX,70,1996,0.515,0.291,0.302,0.36,0.26
MEX,70,1997,0.559,0.349,0.336,0.385,0.283
MEX,70,1998,0.602,0.377,0.362,0.413,0.305
MEX,70,1999,0.609,0.383,0.369,0.418,0.309
MEX,70,2000,0.671,0.488,0.426,0.479,0.35
MEX,70,2001,0.682,0.492,0.424,0.547,0.35
MEX,70,2002,0.691,0.498,0.429,0.555,0.355
MEX,70,2003,0.699,0.504,0.435,0.561,0.363
MEX,70,2004,0.707,0.51,0.443,0.568,0.368
MEX,70,2005,0.707,0.51,0.443,0.567,0.368
MEX,70,2006,0.67,0.48,0.417,0.539,0.346
MEX,70,2007,0.642,0.458,0.398,0.533,0.328
MEX,70,2008,0.642,0.459,0.399,0.525,0.329
MEX,70,2009,0.646,0.464,0.402,0.531,0.331
MEX,70,2010,0.651,0.467,0.41,0.538,0.345
MEX,70,2011,0.652,0.467,0.41,0.538,0.344
MEX,70,2012,0.649,0.461,0.407,0.542,0.34
MEX,70,2013,0.619,0.422,0.374,0.493,0.319
MEX,70,2014,0.621,0.423,0.373,0.5,0.325
MEX,70,2015,0.636,0.43,0.397,0.496,0.334
MEX,70,2016,0.638,0.431,0.396,0.496,0.334
MEX,70,2017,0.636,0.443,0.408,0.488,0.333
MEX,70,2018,0.673,0.45,0.427,0.474,0.368
MEX,70,2019,0.675,0.434,0.412,0.421,0.394
MEX,70,2020,0.652,0.407,0.401,0.406,0.37
MEX,70,2021,0.613,0.368,0.392,0.382,0.324
MEX,70,2022,0.571,0.326,0.397,0.349,0.311
MEX,70,2023,0.534,0.299,0.377,0.33,0.286
SUR,115,1900,0.144,0.153,0.094,0.105,0.11
SUR,115,1901,0.144,0.153,0.094,0.105,0.11
SUR,115,1902,0.144,0.153,0.094,0.105,0.11
SUR,115,1903,0.144,0.153,0.094,0.105,0.11
SUR,115,1904,0.144,0.153,0.094,0.105,0.11
SUR,115,1905,0.144,0.153,0.094,0.105,0.11
SUR,115,1906,0.147,0.154,0.095,0.105,0.11
SUR,115,1907,0.143,0.153,0.094,0.105,0.109
SUR,115,1908,0.143,0.153,0.094,0.105,0.109
SUR,115,1909,0.143,0.153,0.094,0.105,0.109
SUR,115,1910,0.143,0.153,0.094,0.105,0.109
SUR,115,1911,0.143,0.153,0.094,0.105,0.109
SUR,115,1912,0.143,0.153,0.094,0.105,0.109
SUR,115,1913,0.143,0.153,0.094,0.105,0.109
SUR,115,1914,0.143,0.153,0.094,0.105,0.109
SUR,115,1915,0.143,0.153,0.094,0.105,0.109
SUR,115,1916,0.143,0.153,0.094,0.105,0.109
SUR,115,1917,0.143,0.153,0.094,0.105,0.109
SUR,115,1918,0.143,0.153,0.094,0.105,0.109
SUR,115,1919,0.143,0.153,0.094,0.105,0.109
SUR,115,1920,0.145,0.153,0.094,0.105,0.11
SUR,115,1921,0.145,0.153,0.094,0.105,0.11
SUR,115,1922,0.145,0.153,0.094,0.105,0.11
SUR,115,1923,0.145,0.153,0.094,0.105,0.11
SUR,115,1924,0.145,0.153,0.094,0.105,0.11
SUR,115,1925,0.145,0.153,0.094,0.105,0.11
SUR,115,1926,0.145,0.153,0.094,0.105,0.11
SUR,115,1927,0.145,0.153,0.094,0.105,0.11
SUR,115,1928,0.145,0.153,0.094,0.105,0.11
SUR,115,1929,0.145,0.153,0.094,0.105,0.11
SUR,115,1930,0.145,0.153,0.094,0.105,0.11
SUR,115,1931,0.145,0.153,0.094,0.105,0.11
SUR,115,1932,0.145,0.153,0.094,0.105,0.11
SUR,115,1933,0.145,0.154,0.094,0.105,0.11
SUR,115,1934,0.145,0.154,0.094,0.105,0.108
SUR,115,1935,0.145,0.154,0.094,0.105,0.108
SUR,115,1936,0.145,0.154,0.094,0.105,0.108
SUR,115,1937,0.148,0.155,0.095,0.127,0.111
SUR,115,1938,0.148,0.155,0.095,0.127,0.111
SUR,115,1939,0.148,0.155,0.095,0.127,0.111
SUR,115,1940,0.147,0.154,0.095,0.126,0.113
SUR,115,1941,0.147,0.154,0.095,0.126,0.113
SUR,115,1942,0.147,0.153,0.095,0.126,0.113
SUR,115,1943,0.147,0.153,0.095,0.126,0.113
SUR,115,1944,0.149,0.154,0.096,0.127,0.114
SUR,115,1945,0.151,0.155,0.096,0.127,0.114
SUR,115,1946,0.156,0.161,0.099,0.128,0.131
SUR,115,1947,0.156,0.161,0.099,0.128,0.131
SUR,115,1948,0.156,0.161,0.099,0.128,0.134
SUR,115,1949,0.303,0.261,0.149,0.203,0.19
SUR,115,1950,0.499,0.41,0.222,0.344,0.291
SUR,115,1951,0.498,0.41,0.223,0.344,0.291
SUR,115,1952,0.498,0.409,0.223,0.359,0.291
SUR,115,1953,0.498,0.409,0.223,0.359,0.291
SUR,115,1954,0.498,0.409,0.223,0.365,0.299
SUR,115,1955,0.519,0.427,0.248,0.391,0.339
SUR,115,1956,0.519,0.427,0.248,0.392,0.34
SUR,115,1957,0.518,0.425,0.25,0.39,0.339
SUR,115,1958,0.52,0.426,0.252,0.392,0.34
SUR,115,1959,0.522,0.428,0.253,0.394,0.341
SUR,115,1960,0.522,0.428,0.253,0.394,0.341
SUR,115,1961,0.522,0.428,0.253,0.394,0.341
SUR,115,1962,0.522,0.428,0.253,0.394,0.341
SUR,115,1963,0.52,0.428,0.252,0.392,0.339
SUR,115,1964,0.519,0.428,0.251,0.392,0.339
SUR,115,1965,0.519,0.428,0.251,0.392,0.339
SUR,115,1966,0.519,0.428,0.251,0.392,0.339
SUR,115,1967,0.518,0.427,0.251,0.392,0.338
SUR,115,1968,0.518,0.427,0.251,0.392,0.338
SUR,115,1969,0.518,0.427,0.251,0.392,0.338
SUR,115,1970,0.526,0.434,0.267,0.395,0.339
SUR,115,1971,0.526,0.434,0.264,0.395,0.339
SUR,115,1972,0.526,0.434,0.264,0.395,0.339
SUR,115,1973,0.518,0.428,0.26,0.391,0.336
SUR,115,1974,0.521,0.434,0.262,0.393,0.339
SUR,115,1975,0.369,0.34,0.196,0.311,0.257
SUR,115,1976,0.726,0.616,0.376,0.552,0.504
SUR,115,1977,0.727,0.612,0.376,0.552,0.505
SUR,115,1978,0.735,0.623,0.378,0.558,0.51
SUR,115,1979,0.735,0.623,0.378,0.558,0.516
SUR,115,1980,0.218,0.175,0.13,0.073,0.213
SUR,115,1981,0.172,0.144,0.113,0.05,0.194
SUR,115,1982,0.165,0.143,0.111,0.049,0.192
SUR,115,1983,0.16,0.141,0.11,0.048,0.19
SUR,115,1984,0.16,0.141,0.11,0.074,0.19
SUR,115,1985,0.17,0.186,0.112,0.076,0.19
SUR,115,1986,0.171,0.186,0.116,0.1,0.19
SUR,115,1987,0.192,0.226,0.188,0.117,0.198
SUR,115,1988,0.618,0.476,0.408,0.491,0.436
SUR,115,1989,0.729,0.578,0.493,0.576,0.515
SUR,115,1990,0.736,0.554,0.503,0.586,0.524
SUR,115,1991,0.452,0.376,0.331,0.384,0.351
SUR,115,1992,0.759,0.631,0.516,0.614,0.549
SUR,115,1993,0.76,0.642,0.513,0.614,0.554
SUR,115,1994,0.76,0.645,0.509,0.614,0.554
SUR,115,1995,0.76,0.645,0.507,0.614,0.554
SUR,115,1996,0.768,0.655,0.513,0.622,0.568
SUR,115,1997,0.771,0.657,0.513,0.624,0.57
SUR,115,1998,0.771,0.657,0.511,0.624,0.57
SUR,115,1999,0.771,0.657,0.509,0.624,0.57
SUR,115,2000,0.783,0.667,0.512,0.633,0.58
SUR,115,2001,0.781,0.668,0.509,0.631,0.58
SUR,115,2002,0.781,0.668,0.506,0.631,0.58
SUR,115,2003,0.781,0.668,0.504,0.631,0.58
SUR,115,2004,0.781,0.668,0.501,0.631,0.58
SUR,115,2005,0.772,0.66,0.493,0.624,0.573
SUR,115,2006,0.766,0.655,0.491,0.62,0.568
SUR,115,2007,0.768,0.656,0.492,0.62,0.571
SUR,115,2008,0.768,0.655,0.489,0.618,0.569
SUR,115,2009,0.768,0.655,0.489,0.618,0.569
SUR,115,2010,0.761,0.64,0.485,0.619,0.566
SUR,115,2011,0.753,0.634,0.481,0.614,0.568
SUR,115,2012,0.753,0.628,0.481,0.614,0.568
SUR,115,2013,0.756,0.632,0.475,0.621,0.565
SUR,115,2014,0.756,0.632,0.475,0.612,0.563
SUR,115,2015,0.759,0.635,0.477,0.616,0.567
SUR,115,2016,0.765,0.628,0.484,0.613,0.566
SUR,115,2017,0.756,0.627,0.475,0.615,0.553
SUR,115,2018,0.751,0.61,0.473,0.616,0.552
SUR,115,2019,0.742,0.58,0.467,0.604,0.54
SUR,115,2020,0.754,0.633,0.473,0.562,0.544
SUR,115,2021,0.75,0.631,0.48,0.59,0.552
SUR,115,2022,0.775,0.652,0.498,0.611,0.577
SUR,115,2023,0.753,0.631,0.479,0.593,0.56
SWE,380,1789,0.189,0.209,0.052,,
SWE,380,1790,0.189,0.225,0.052,,
SWE,380,1791,0.189,0.225,0.052,,
SWE,380,1792,0.209,0.234,0.057,,
SWE,380,1793,0.188,0.225,0.053,,
SWE,380,1794,0.188,0.225,0.053,,
SWE,380,1795,0.188,0.225,0.053,,
SWE,380,1796,0.188,0.225,0.053,,
SWE,380,1797,0.188,0.225,0.053,,
SWE,380,1798,0.188,0.225,0.053,,
SWE,380,1799,0.188,0.225,0.053,,
SWE,380,1800,0.187,0.225,0.053,,
SWE,380,1801,0.187,0.225,0.053,,
SWE,380,1802,0.187,0.225,0.053,,
SWE,380,1803,0.187,0.225,0.053,,
SWE,380,1804,0.187,0.225,0.053,,
SWE,380,1805,0.187,0.225,0.053,,
SWE,380,1806,0.187,0.225,0.053,,
SWE,380,1807,0.187,0.225,0.053,,
SWE,380,1808,0.187,0.225,0.053,,
SWE,380,1809,0.262,0.281,0.067,,
SWE,380,1810,0.271,0.286,0.069,,
SWE,380,1811,0.271,0.286,0.069,,
SWE,380,1812,0.27,0.284,0.069,,
SWE,380,1813,0.26,0.28,0.067,,
SWE,380,1814,0.26,0.28,0.067,,
SWE,380,1815,0.259,0.279,0.067,,
SWE,380,1816,0.259,0.279,0.067,,
SWE,380,1817,0.258,0.279,0.067,,
SWE,380,1818,0.258,0.279,0.067,,
SWE,380,1819,0.258,0.279,0.067,,
SWE,380,1820,0.271,0.285,0.069,,
SWE,380,1821,0.271,0.285,0.069,,
SWE,380,1822,0.271,0.285,0.069,,
SWE,380,1823,0.273,0.286,0.07,,
SWE,380,1824,0.273,0.286,0.07,,
SWE,380,1825,0.273,0.286,0.07,,
SWE,380,1826,0.273,0.286,0.07,,
SWE,380,1827,0.273,0.286,0.07,,
SWE,380,1828,0.271,0.285,0.07,,
SWE,380,1829,0.271,0.285,0.07,,
SWE,380,1830,0.275,0.287,0.07,,
SWE,380,1831,0.275,0.287,0.07,,
SWE,380,1832,0.275,0.287,0.07,,
SWE,380,1833,0.275,0.287,0.07,,
SWE,380,1834,0.276,0.287,0.071,,
SWE,380,1835,0.276,0.287,0.071,,
SWE,380,1836,0.276,0.287,0.071,,
SWE,380,1837,0.276,0.287,0.071,,
SWE,380,1838,0.276,0.287,0.071,,
SWE,380,1839,0.276,0.287,0.071,,
SWE,380,1840,0.307,0.303,0.097,,
SWE,380,1841,0.307,0.303,0.097,,
SWE,380,1842,0.307,0.303,0.097,,
SWE,380,1843,0.307,0.303,0.123,,
SWE,380,1844,0.307,0.303,0.124,,
SWE,380,1845,0.31,0.317,0.124,,
SWE,380,1846,0.31,0.317,0.124,,
SWE,380,1847,0.308,0.316,0.124,,
SWE,380,1848,0.308,0.316,0.124,,
SWE,380,1849,0.308,0.316,0.124,,
SWE,380,1850,0.307,0.315,0.123,,
SWE,380,1851,0.307,0.315,0.123,,
SWE,380,1852,0.307,0.315,0.123,,
SWE,380,1853,0.31,0.317,0.124,,
SWE,380,1854,0.31,0.317,0.124,,
SWE,380,1855,0.31,0.317,0.124,,
SWE,380,1856,0.308,0.315,0.123,,
SWE,380,1857,0.308,0.315,0.123,,
SWE,380,1858,0.308,0.315,0.123,,
SWE,380,1859,0.309,0.316,0.124,,
SWE,380,1860,0.309,0.319,0.158,,
SWE,380,1861,0.309,0.324,0.158,,
SWE,380,1862,0.308,0.324,0.194,,
SWE,380,1863,0.308,0.324,0.206,,
SWE,380,1864,0.308,0.324,0.206,,
SWE,380,1865,0.308,0.324,0.206,,
SWE,380,1866,0.312,0.327,0.207,,
SWE,380,1867,0.312,0.327,0.207,,
SWE,380,1868,0.312,0.327,0.207,,
SWE,380,1869,0.312,0.327,0.207,,
SWE,380,1870,0.312,0.327,0.224,,
SWE,380,1871,0.312,0.327,0.224,,
SWE,380,1872,0.314,0.328,0.224,,
SWE,380,1873,0.314,0.328,0.224,,
SWE,380,1874,0.315,0.329,0.225,,
SWE,380,1875,0.314,0.328,0.225,,
SWE,380,1876,0.314,0.328,0.225,,
SWE,380,1877,0.314,0.328,0.225,,
SWE,380,1878,0.313,0.328,0.224,,
SWE,380,1879,0.313,0.328,0.224,,
SWE,380,1880,0.313,0.33,0.227,,
SWE,380,1881,0.314,0.331,0.227,,
SWE,380,1882,0.314,0.331,0.227,,
SWE,380,1883,0.314,0.331,0.227,,
SWE,380,1884,0.313,0.33,0.227,,
SWE,380,1885,0.313,0.33,0.227,,
SWE,380,1886,0.313,0.33,0.227,,
SWE,380,1887,0.313,0.33,0.227,,
SWE,380,1888,0.313,0.33,0.227,,
SWE,380,1889,0.313,0.33,0.227,,
SWE,380,1890,0.315,0.332,0.228,,
SWE,380,1891,0.315,0.332,0.228,,
SWE,380,1892,0.315,0.332,0.228,,
SWE,380,1893,0.314,0.332,0.228,,
SWE,380,1894,0.314,0.332,0.228,,
SWE,380,1895,0.314,0.332,0.228,,
SWE,380,1896,0.314,0.332,0.227,,
SWE,380,1897,0.314,0.332,0.227,,
SWE,380,1898,0.314,0.332,0.227,,
SWE,380,1899,0.314,0.332,0.227,,
SWE,380,1900,0.315,0.333,0.237,0.218,0.224
SWE,380,1901,0.315,0.336,0.237,0.218,0.224
SWE,380,1902,0.315,0.335,0.237,0.217,0.224
SWE,380,1903,0.311,0.334,0.235,0.216,0.222
SWE,380,1904,0.311,0.334,0.235,0.216,0.222
SWE,380,1905,0.311,0.333,0.235,0.228,0.222
SWE,380,1906,0.31,0.332,0.235,0.218,0.222
SWE,380,1907,0.31,0.332,0.235,0.218,0.222
SWE,380,1908,0.31,0.333,0.235,0.218,0.222
SWE,380,1909,0.323,0.34,0.241,0.226,0.238
SWE,380,1910,0.324,0.341,0.241,0.233,0.231
SWE,380,1911,0.327,0.348,0.242,0.234,0.232
SWE,380,1912,0.332,0.352,0.245,0.244,0.234
SWE,380,1913,0.331,0.351,0.244,0.243,0.234
SWE,380,1914,0.327,0.348,0.243,0.236,0.233
SWE,380,1915,0.325,0.347,0.242,0.243,0.232
SWE,380,1916,0.325,0.347,0.242,0.243,0.232
SWE,380,1917,0.431,0.417,0.299,0.317,0.292
SWE,380,1918,0.48,0.45,0.325,0.343,0.322
SWE,380,1919,0.485,0.455,0.327,0.358,0.33
SWE,380,1920,0.487,0.461,0.329,0.37,0.349
SWE,380,1921,0.5,0.471,0.338,0.393,0.36
SWE,380,1922,0.704,0.646,0.494,0.553,0.494
SWE,380,1923,0.704,0.646,0.499,0.558,0.508
SWE,380,1924,0.708,0.65,0.502,0.57,0.514
SWE,380,1925,0.708,0.649,0.503,0.571,0.515
SWE,380,1926,0.708,0.649,0.503,0.571,0.523
SWE,380,1927,0.708,0.649,0.5,0.571,0.523
SWE,380,1928,0.708,0.649,0.497,0.569,0.521
SWE,380,1929,0.706,0.647,0.493,0.567,0.519
SWE,380,1930,0.706,0.647,0.491,0.585,0.522
SWE,380,1931,0.704,0.646,0.491,0.585,0.52
SWE,380,1932,0.706,0.65,0.492,0.602,0.525
SWE,380,1933,0.713,0.656,0.498,0.614,0.534
SWE,380,1934,0.713,0.656,0.495,0.614,0.541
SWE,380,1935,0.713,0.659,0.495,0.614,0.541
SWE,380,1936,0.697,0.643,0.484,0.6,0.53
SWE,380,1937,0.696,0.643,0.483,0.601,0.53
SWE,380,1938,0.694,0.637,0.483,0.588,0.535
SWE,380,1939,0.687,0.631,0.483,0.573,0.529
SWE,380,1940,0.674,0.623,0.473,0.552,0.521
SWE,380,1941,0.675,0.624,0.474,0.553,0.526
SWE,380,1942,0.675,0.624,0.474,0.553,0.526
SWE,380,1943,0.675,0.624,0.474,0.553,0.526
SWE,380,1944,0.675,0.624,0.474,0.552,0.526
SWE,380,1945,0.693,0.64,0.487,0.592,0.538
SWE,380,1946,0.759,0.705,0.537,0.68,0.601
SWE,380,1947,0.759,0.705,0.537,0.693,0.601
SWE,380,1948,0.759,0.705,0.537,0.693,0.601
SWE,380,1949,0.764,0.709,0.541,0.696,0.605
SWE,380,1950,0.77,0.717,0.545,0.707,0.64
SWE,380,1951,0.77,0.716,0.545,0.711,0.64
SWE,380,1952,0.771,0.719,0.546,0.715,0.642
SWE,380,1953,0.775,0.723,0.549,0.72,0.646
SWE,380,1954,0.775,0.723,0.549,0.72,0.646
SWE,380,1955,0.775,0.723,0.575,0.72,0.653
SWE,380,1956,0.775,0.723,0.575,0.72,0.653
