stateabb,ccode,year,polyarchy,libdem,partipdem,delibdem,egaldem
CRI,94,1900,0.278,0.211,0.142,0.196,0.15
CRI,94,1901,0.258,0.203,0.135,0.188,0.143
CRI,94,1902,0.262,0.212,0.137,0.19,0.145
CRI,94,1903,0.262,0.212,0.137,0.204,0.145
CRI,94,1904,0.262,0.212,0.137,0.204,0.145
CRI,94,1905,0.262,0.212,0.137,0.204,0.145
CRI,94,1906,0.262,0.212,0.137,0.204,0.145
CRI,94,1907,0.262,0.212,0.137,0.204,0.148
CRI,94,1908,0.265,0.212,0.138,0.205,0.149
CRI,94,1909,0.269,0.214,0.139,0.207,0.15
CRI,94,1910,0.276,0.217,0.141,0.21,0.153
CRI,94,1911,0.276,0.217,0.141,0.21,0.153
CRI,94,1912,0.276,0.217,0.141,0.21,0.153
CRI,94,1913,0.321,0.237,0.156,0.229,0.169
CRI,94,1914,0.321,0.236,0.156,0.229,0.169
CRI,94,1915,0.321,0.236,0.156,0.229,0.169
CRI,94,1916,0.321,0.236,0.156,0.229,0.169
CRI,94,1917,0.193,0.124,0.117,0.107,0.128
CRI,94,1918,0.177,0.115,0.113,0.119,0.124
CRI,94,1919,0.224,0.128,0.125,0.131,0.137
CRI,94,1920,0.286,0.228,0.146,0.233,0.159
CRI,94,1921,0.317,0.241,0.156,0.245,0.17
CRI,94,1922,0.317,0.241,0.156,0.245,0.17
CRI,94,1923,0.318,0.241,0.156,0.246,0.17
CRI,94,1924,0.331,0.247,0.16,0.254,0.174
CRI,94,1925,0.331,0.247,0.16,0.254,0.174
CRI,94,1926,0.331,0.247,0.16,0.254,0.174
CRI,94,1927,0.331,0.247,0.16,0.254,0.174
CRI,94,1928,0.332,0.247,0.16,0.253,0.175
CRI,94,1929,0.328,0.246,0.16,0.252,0.174
CRI,94,1930,0.326,0.248,0.158,0.25,0.173
CRI,94,1931,0.331,0.25,0.16,0.253,0.174
CRI,94,1932,0.329,0.25,0.16,0.252,0.174
CRI,94,1933,0.329,0.25,0.16,0.252,0.174
CRI,94,1934,0.329,0.25,0.16,0.252,0.174
CRI,94,1935,0.329,0.25,0.16,0.252,0.174
CRI,94,1936,0.321,0.246,0.157,0.232,0.17
CRI,94,1937,0.321,0.246,0.157,0.232,0.17
CRI,94,1938,0.321,0.246,0.157,0.232,0.17
CRI,94,1939,0.321,0.246,0.157,0.232,0.17
CRI,94,1940,0.317,0.252,0.162,0.268,0.175
CRI,94,1941,0.317,0.252,0.161,0.267,0.178
CRI,94,1942,0.317,0.252,0.161,0.267,0.178
CRI,94,1943,0.317,0.252,0.162,0.267,0.178
CRI,94,1944,0.323,0.255,0.162,0.271,0.196
CRI,94,1945,0.323,0.255,0.162,0.271,0.199
CRI,94,1946,0.323,0.255,0.162,0.27,0.199
CRI,94,1947,0.323,0.255,0.162,0.27,0.199
CRI,94,1948,0.22,0.163,0.13,0.182,0.168
CRI,94,1949,0.272,0.214,0.176,0.27,0.235
CRI,94,1950,0.566,0.492,0.368,0.497,0.415
CRI,94,1951,0.581,0.508,0.377,0.509,0.428
CRI,94,1952,0.585,0.508,0.377,0.512,0.43
CRI,94,1953,0.657,0.566,0.427,0.572,0.485
CRI,94,1954,0.727,0.627,0.474,0.632,0.537
CRI,94,1955,0.727,0.627,0.474,0.632,0.542
CRI,94,1956,0.727,0.627,0.474,0.632,0.542
CRI,94,1957,0.727,0.627,0.474,0.632,0.542
CRI,94,1958,0.724,0.626,0.472,0.63,0.541
CRI,94,1959,0.731,0.642,0.477,0.637,0.547
CRI,94,1960,0.725,0.634,0.472,0.638,0.541
CRI,94,1961,0.725,0.634,0.472,0.638,0.541
CRI,94,1962,0.729,0.637,0.476,0.64,0.545
CRI,94,1963,0.73,0.642,0.477,0.641,0.546
CRI,94,1964,0.73,0.642,0.477,0.641,0.546
CRI,94,1965,0.73,0.642,0.477,0.641,0.546
CRI,94,1966,0.734,0.646,0.479,0.646,0.554
CRI,94,1967,0.734,0.647,0.479,0.647,0.565
CRI,94,1968,0.734,0.647,0.479,0.647,0.565
CRI,94,1969,0.734,0.647,0.479,0.647,0.565
CRI,94,1970,0.74,0.656,0.481,0.656,0.581
CRI,94,1971,0.75,0.663,0.487,0.663,0.587
CRI,94,1972,0.75,0.663,0.487,0.663,0.587
CRI,94,1973,0.75,0.664,0.487,0.663,0.595
CRI,94,1974,0.743,0.658,0.483,0.659,0.591
CRI,94,1975,0.798,0.708,0.524,0.709,0.646
CRI,94,1976,0.808,0.721,0.531,0.721,0.655
CRI,94,1977,0.809,0.722,0.532,0.721,0.657
CRI,94,1978,0.824,0.735,0.543,0.736,0.669
CRI,94,1979,0.824,0.736,0.558,0.736,0.685
CRI,94,1980,0.846,0.767,0.576,0.762,0.71
CRI,94,1981,0.846,0.767,0.576,0.762,0.71
CRI,94,1982,0.863,0.787,0.591,0.78,0.727
CRI,94,1983,0.864,0.789,0.592,0.781,0.728
CRI,94,1984,0.864,0.789,0.592,0.781,0.728
CRI,94,1985,0.864,0.789,0.592,0.781,0.732
CRI,94,1986,0.865,0.788,0.592,0.805,0.738
CRI,94,1987,0.865,0.793,0.592,0.805,0.75
CRI,94,1988,0.874,0.802,0.601,0.814,0.757
CRI,94,1989,0.874,0.812,0.601,0.814,0.757
CRI,94,1990,0.893,0.838,0.624,0.833,0.789
CRI,94,1991,0.895,0.843,0.626,0.835,0.791
CRI,94,1992,0.895,0.843,0.626,0.835,0.791
CRI,94,1993,0.895,0.843,0.626,0.835,0.791
CRI,94,1994,0.894,0.843,0.627,0.836,0.791
CRI,94,1995,0.894,0.843,0.632,0.836,0.791
CRI,94,1996,0.895,0.844,0.632,0.836,0.788
CRI,94,1997,0.895,0.842,0.632,0.836,0.788
CRI,94,1998,0.895,0.846,0.632,0.836,0.786
CRI,94,1999,0.895,0.846,0.633,0.836,0.787
CRI,94,2000,0.896,0.844,0.632,0.843,0.794
CRI,94,2001,0.896,0.844,0.633,0.843,0.801
CRI,94,2002,0.899,0.848,0.654,0.847,0.804
CRI,94,2003,0.899,0.848,0.652,0.848,0.805
CRI,94,2004,0.897,0.846,0.651,0.846,0.802
CRI,94,2005,0.897,0.845,0.651,0.846,0.804
CRI,94,2006,0.906,0.853,0.656,0.86,0.812
CRI,94,2007,0.906,0.854,0.695,0.866,0.815
CRI,94,2008,0.906,0.854,0.695,0.859,0.815
CRI,94,2009,0.906,0.855,0.695,0.859,0.817
CRI,94,2010,0.91,0.858,0.699,0.863,0.823
CRI,94,2011,0.91,0.858,0.699,0.863,0.823
CRI,94,2012,0.909,0.859,0.696,0.865,0.821
CRI,94,2013,0.907,0.854,0.69,0.861,0.818
CRI,94,2014,0.907,0.856,0.687,0.859,0.816
CRI,94,2015,0.907,0.856,0.681,0.857,0.82
CRI,94,2016,0.903,0.855,0.675,0.844,0.816
CRI,94,2017,0.899,0.852,0.667,0.846,0.812
CRI,94,2018,0.891,0.837,0.662,0.833,0.799
CRI,94,2019,0.894,0.844,0.653,0.842,0.805
CRI,94,2020,0.897,0.847,0.653,0.848,0.808
CRI,94,2021,0.895,0.846,0.649,0.846,0.802
CRI,94,2022,0.861,0.809,0.62,0.801,0.768
CRI,94,2023,0.868,0.816,0.616,0.808,0.771
TLS,860,1900,0.018,,0.003,0.034,0.012
TLS,860,1901,0.018,,0.003,0.034,0.012
TLS,860,1902,0.018,,0.003,0.034,0.012
TLS,860,1903,0.018,,0.003,0.034,0.012
TLS,860,1904,0.018,,0.003,0.034,0.012
TLS,860,1905,0.018,,0.003,0.034,0.012
TLS,860,1906,0.018,,0.003,0.034,0.012
TLS,860,1907,0.018,,0.003,0.034,0.012
TLS,860,1908,0.018,,0.003,0.034,0.012
TLS,860,1909,0.018,,0.003,0.034,0.012
TLS,860,1910,0.018,,0.003,0.034,0.012
TLS,860,1911,0.018,,0.003,0.034,0.012
TLS,860,1912,0.018,,0.003,0.034,0.012
TLS,860,1913,0.018,,0.003,0.034,0.012
TLS,860,1914,0.018,,0.003,0.034,0.012
TLS,860,1915,0.018,,0.003,0.034,0.012
TLS,860,1916,0.018,,0.003,0.034,0.012
TLS,860,1917,0.018,,0.003,0.034,0.012
TLS,860,1918,0.018,,0.003,0.034,0.012
TLS,860,1919,0.018,,0.003,0.034,0.012
TLS,860,1920,0.018,,0.003,0.034,0.012
TLS,860,1921,0.018,,0.003,0.034,0.012
TLS,860,1922,0.018,,0.003,0.034,0.012
TLS,860,1923,0.018,,0.003,0.034,0.012
TLS,860,1924,0.018,,0.003,0.034,0.012
TLS,860,1925,0.018,,0.003,0.034,0.012
TLS,860,1926,0.017,,0.003,0.034,0.012
TLS,860,1927,0.017,,0.003,0.034,0.012
TLS,860,1928,0.017,,0.003,0.034,0.012
TLS,860,1929,0.017,,0.003,0.034,0.012
TLS,860,1930,0.017,,0.003,0.034,0.012
TLS,860,1931,0.017,,0.003,0.034,0.012
TLS,860,1932,0.017,,0.003,0.034,0.012
TLS,860,1933,0.017,,0.003,0.034,0.012
TLS,860,1934,0.017,,0.003,0.034,0.012
TLS,860,1935,0.017,,0.003,0.034,0.012
TLS,860,1936,0.017,,0.003,0.034,0.012
TLS,860,1937,0.017,,0.003,0.034,0.012
TLS,860,1938,0.017,,0.003,0.034,0.012
TLS,860,1939,0.017,,0.003,0.034,0.012
TLS,860,1940,0.017,,,0.034,0.012
TLS,860,1941,0.017,,,0.034,0.012
TLS,860,1942,0.016,,,0.034,0.016
TLS,860,1943,0.016,,,0.034,0.016
TLS,860,1944,0.016,,,0.034,0.016
TLS,860,1945,0.016,,,0.034,0.016
TLS,860,1946,0.017,,,0.034,0.013
TLS,860,1947,0.017,,,0.034,0.013
TLS,860,1948,0.017,,,0.034,0.013
TLS,860,1949,0.017,,,0.034,0.013
TLS,860,1950,0.017,,,0.034,0.013
TLS,860,1951,0.017,,,0.034,0.013
TLS,860,1952,0.017,,,0.034,0.013
TLS,860,1953,0.017,,,0.034,0.013
TLS,860,1954,0.017,,,0.034,0.013
TLS,860,1955,0.017,,,0.034,0.013
TLS,860,1956,0.017,,,0.034,0.013
TLS,860,1957,0.017,,,0.034,0.013
TLS,860,1958,0.017,,,0.034,0.013
TLS,860,1959,0.017,,,0.034,0.013
TLS,860,1960,0.018,,,0.034,0.014
TLS,860,1961,0.018,,,0.034,0.014
TLS,860,1962,0.018,,,0.034,0.014
TLS,860,1963,0.018,,,0.034,0.014
TLS,860,1964,0.018,,,0.034,0.014
TLS,860,1965,0.018,,,0.034,0.014
TLS,860,1966,0.018,,,0.034,0.014
TLS,860,1967,0.018,,,0.034,0.014
TLS,860,1968,0.018,,,0.034,0.014
TLS,860,1969,0.018,,,0.034,0.014
TLS,860,1970,0.018,,,0.034,0.014
TLS,860,1971,0.018,,,0.034,0.014
TLS,860,1972,0.018,,,0.034,0.014
TLS,860,1973,0.048,,,0.036,0.016
TLS,860,1974,0.056,,,0.013,0.048
TLS,860,1975,0.09,,,0.012,0.071
TLS,860,1976,0.022,,,0.006,0.073
TLS,860,1977,0.076,,,0.01,0.078
TLS,860,1978,0.076,,,0.01,0.078
TLS,860,1979,0.076,,,0.01,0.078
TLS,860,1980,0.076,,,0.01,0.079
TLS,860,1981,0.076,,,0.01,0.079
TLS,860,1982,0.076,,,0.01,0.079
TLS,860,1983,0.076,,,0.01,0.079
TLS,860,1984,0.076,,,0.01,0.079
TLS,860,1985,0.076,,,0.01,0.079
TLS,860,1986,0.076,,,0.01,0.079
TLS,860,1987,0.076,,,0.01,0.079
TLS,860,1988,0.076,,,0.01,0.079
TLS,860,1989,0.076,,,0.01,0.079
TLS,860,1990,0.078,,,0.01,0.079
TLS,860,1991,0.078,,,0.01,0.079
TLS,860,1992,0.078,,,0.01,0.079
TLS,860,1993,0.078,,,0.01,0.079
TLS,860,1994,0.078,,,0.01,0.079
TLS,860,1995,0.078,,,0.01,0.079
TLS,860,1996,0.078,,,0.01,0.079
TLS,860,1997,0.078,,,0.01,0.079
TLS,860,1998,0.091,,,0.012,0.081
TLS,860,1999,0.112,0.089,,0.027,0.085
TLS,860,2000,0.224,0.184,,0.218,0.162
TLS,860,2001,0.292,0.233,,0.251,0.198
TLS,860,2002,0.559,0.417,0.24,0.387,0.333
TLS,860,2003,0.57,0.413,0.255,0.396,0.343
TLS,860,2004,0.57,0.413,0.255,0.396,0.343
TLS,860,2005,0.577,0.414,0.306,0.354,0.344
TLS,860,2006,0.577,0.415,0.305,0.366,0.341
TLS,860,2007,0.612,0.464,0.325,0.402,0.364
TLS,860,2008,0.621,0.469,0.332,0.411,0.378
TLS,860,2009,0.625,0.471,0.331,0.41,0.377
TLS,860,2010,0.625,0.48,0.347,0.416,0.382
TLS,860,2011,0.625,0.48,0.342,0.416,0.388
TLS,860,2012,0.644,0.496,0.354,0.431,0.402
TLS,860,2013,0.639,0.489,0.35,0.425,0.396
TLS,860,2014,0.629,0.47,0.344,0.42,0.39
TLS,860,2015,0.632,0.462,0.345,0.417,0.387
TLS,860,2016,0.611,0.451,0.355,0.416,0.367
TLS,860,2017,0.653,0.481,0.386,0.465,0.403
TLS,860,2018,0.677,0.496,0.407,0.476,0.416
TLS,860,2019,0.69,0.513,0.408,0.483,0.425
TLS,860,2020,0.668,0.486,0.395,0.459,0.414
TLS,860,2021,0.681,0.489,0.397,0.465,0.421
TLS,860,2022,0.69,0.501,0.427,0.494,0.428
TLS,860,2023,0.698,0.507,0.433,0.516,0.435
ECU,130,1830,0.09,0.033,0.025,,
ECU,130,1831,0.09,0.034,0.025,,
ECU,130,1832,0.09,0.034,0.025,,
ECU,130,1833,0.086,0.033,0.024,,
ECU,130,1834,0.096,0.039,0.025,,
ECU,130,1835,0.118,0.044,0.028,,
ECU,130,1836,0.118,0.048,0.028,,
ECU,130,1837,0.118,0.048,0.028,,
ECU,130,1838,0.118,0.048,0.028,,
ECU,130,1839,0.118,0.037,0.028,,
ECU,130,1840,0.118,0.037,0.028,,
ECU,130,1841,0.108,0.035,0.026,,
ECU,130,1842,0.108,0.035,0.026,,
ECU,130,1843,0.108,0.034,0.026,,
ECU,130,1844,0.108,0.034,0.026,,
ECU,130,1845,0.129,0.074,0.03,,
ECU,130,1846,0.145,0.092,0.031,,
ECU,130,1847,0.145,0.092,0.031,,
ECU,130,1848,0.145,0.092,0.031,,
ECU,130,1849,0.145,0.086,0.031,,
ECU,130,1850,0.139,0.084,0.031,,
ECU,130,1851,0.125,0.091,0.029,,
ECU,130,1852,0.108,0.081,0.027,,
ECU,130,1853,0.108,0.081,0.027,,
ECU,130,1854,0.139,0.087,0.031,,
ECU,130,1855,0.139,0.087,0.031,,
ECU,130,1856,0.153,0.095,0.033,,
ECU,130,1857,0.197,0.105,0.04,,
ECU,130,1858,0.197,0.112,0.035,,
ECU,130,1859,0.171,0.063,0.031,,
ECU,130,1860,0.077,0.042,0.023,,
ECU,130,1861,0.054,0.038,0.02,,
ECU,130,1862,0.117,0.045,0.027,,
ECU,130,1863,0.119,0.045,0.028,,
ECU,130,1864,0.119,0.045,0.028,,
ECU,130,1865,0.121,0.065,0.028,,
ECU,130,1866,0.166,0.077,0.034,,
ECU,130,1867,0.166,0.077,0.034,,
ECU,130,1868,0.163,0.077,0.034,,
ECU,130,1869,0.136,0.052,0.03,,
ECU,130,1870,0.136,0.044,0.034,,
ECU,130,1871,0.136,0.044,0.034,,
ECU,130,1872,0.136,0.044,0.034,,
ECU,130,1873,0.136,0.044,0.034,,
ECU,130,1874,0.136,0.044,0.034,,
ECU,130,1875,0.147,0.069,0.035,,
ECU,130,1876,0.18,0.095,0.056,,
ECU,130,1877,0.097,0.066,0.043,,
ECU,130,1878,0.097,0.066,0.043,,
ECU,130,1879,0.159,0.08,0.052,,
ECU,130,1880,0.159,0.08,0.052,,
ECU,130,1881,0.159,0.08,0.052,,
ECU,130,1882,0.159,0.08,0.063,,
ECU,130,1883,0.161,0.06,0.061,,
ECU,130,1884,0.148,0.064,0.059,,
ECU,130,1885,0.151,0.064,0.059,,
ECU,130,1886,0.148,0.063,0.059,,
ECU,130,1887,0.149,0.064,0.059,,
ECU,130,1888,0.197,0.09,0.068,,
ECU,130,1889,0.211,0.094,0.071,,
ECU,130,1890,0.222,0.104,0.101,,
ECU,130,1891,0.222,0.104,0.101,,
ECU,130,1892,0.229,0.122,0.103,,
ECU,130,1893,0.229,0.122,0.103,,
ECU,130,1894,0.229,0.122,0.103,,
ECU,130,1895,0.179,0.127,0.111,,
ECU,130,1896,0.199,0.15,0.132,,
ECU,130,1897,0.199,0.15,0.132,,
ECU,130,1898,0.269,0.172,0.153,,
ECU,130,1899,0.269,0.172,0.153,,
ECU,130,1900,0.278,0.175,0.158,0.113,0.056
ECU,130,1901,0.275,0.164,0.157,0.112,0.056
ECU,130,1902,0.272,0.163,0.156,0.111,0.055
ECU,130,1903,0.272,0.163,0.156,0.111,0.055
ECU,130,1904,0.272,0.163,0.156,0.111,0.055
ECU,130,1905,0.268,0.162,0.155,0.11,0.054
ECU,130,1906,0.168,0.143,0.126,0.076,0.035
ECU,130,1907,0.164,0.144,0.125,0.075,0.034
ECU,130,1908,0.164,0.144,0.125,0.075,0.034
ECU,130,1909,0.164,0.143,0.125,0.075,0.034
ECU,130,1910,0.164,0.141,0.125,0.075,0.034
ECU,130,1911,0.215,0.157,0.139,0.087,0.043
ECU,130,1912,0.264,0.166,0.154,0.095,0.052
ECU,130,1913,0.264,0.161,0.153,0.101,0.053
ECU,130,1914,0.264,0.161,0.153,0.101,0.053
ECU,130,1915,0.263,0.161,0.153,0.1,0.052
ECU,130,1916,0.262,0.144,0.143,0.1,0.052
ECU,130,1917,0.267,0.145,0.144,0.116,0.053
ECU,130,1918,0.258,0.142,0.141,0.104,0.052
ECU,130,1919,0.258,0.142,0.141,0.087,0.054
ECU,130,1920,0.261,0.127,0.143,0.083,0.055
ECU,130,1921,0.261,0.128,0.143,0.078,0.056
ECU,130,1922,0.26,0.126,0.142,0.078,0.055
ECU,130,1923,0.261,0.128,0.143,0.078,0.055
ECU,130,1924,0.259,0.128,0.142,0.078,0.055
ECU,130,1925,0.214,0.115,0.135,0.053,0.046
ECU,130,1926,0.209,0.112,0.133,0.052,0.045
ECU,130,1927,0.225,0.116,0.138,0.055,0.048
ECU,130,1928,0.228,0.117,0.139,0.056,0.049
ECU,130,1929,0.265,0.128,0.151,0.064,0.057
ECU,130,1930,0.288,0.136,0.159,0.069,0.063
ECU,130,1931,0.283,0.134,0.157,0.068,0.061
ECU,130,1932,0.262,0.128,0.15,0.069,0.057
ECU,130,1933,0.263,0.128,0.15,0.069,0.057
ECU,130,1934,0.268,0.13,0.152,0.096,0.058
ECU,130,1935,0.226,0.069,0.139,0.079,0.05
ECU,130,1936,0.15,0.061,0.118,0.038,0.036
ECU,130,1937,0.149,0.062,0.118,0.044,0.036
ECU,130,1938,0.205,0.072,0.133,0.061,0.046
ECU,130,1939,0.249,0.124,0.146,0.07,0.054
ECU,130,1940,0.243,0.105,0.144,0.061,0.053
ECU,130,1941,0.241,0.104,0.143,0.09,0.052
ECU,130,1942,0.241,0.104,0.143,0.09,0.052
ECU,130,1943,0.241,0.104,0.143,0.09,0.052
ECU,130,1944,0.194,0.099,0.135,0.048,0.049
ECU,130,1945,0.167,0.105,0.125,0.047,0.047
ECU,130,1946,0.159,0.098,0.123,0.043,0.048
ECU,130,1947,0.233,0.118,0.144,0.057,0.061
ECU,130,1948,0.347,0.178,0.183,0.14,0.096
ECU,130,1949,0.367,0.191,0.189,0.14,0.102
ECU,130,1950,0.374,0.194,0.198,0.143,0.104
ECU,130,1951,0.374,0.194,0.197,0.143,0.104
ECU,130,1952,0.362,0.188,0.193,0.138,0.099
ECU,130,1953,0.352,0.185,0.19,0.122,0.097
ECU,130,1954,0.356,0.187,0.191,0.123,0.098
ECU,130,1955,0.366,0.19,0.194,0.126,0.101
ECU,130,1956,0.366,0.19,0.194,0.126,0.101
ECU,130,1957,0.373,0.192,0.198,0.15,0.103
ECU,130,1958,0.378,0.195,0.199,0.148,0.104
ECU,130,1959,0.381,0.197,0.2,0.149,0.105
ECU,130,1960,0.362,0.19,0.185,0.142,0.1
ECU,130,1961,0.36,0.186,0.183,0.119,0.1
ECU,130,1962,0.367,0.191,0.187,0.141,0.101
ECU,130,1963,0.214,0.057,0.135,0.058,0.067
ECU,130,1964,0.134,0.059,0.113,0.028,0.05
ECU,130,1965,0.137,0.061,0.113,0.027,0.051
ECU,130,1966,0.14,0.066,0.114,0.027,0.052
ECU,130,1967,0.182,0.127,0.141,0.056,0.059
ECU,130,1968,0.274,0.157,0.173,0.092,0.081
ECU,130,1969,0.376,0.198,0.211,0.099,0.108
ECU,130,1970,0.295,0.092,0.181,0.067,0.089
ECU,130,1971,0.209,0.088,0.151,0.042,0.067
ECU,130,1972,0.173,0.074,0.14,0.041,0.068
ECU,130,1973,0.146,0.064,0.127,0.035,0.064
ECU,130,1974,0.146,0.067,0.127,0.024,0.066
ECU,130,1975,0.146,0.067,0.127,0.024,0.066
ECU,130,1976,0.146,0.067,0.128,0.027,0.066
ECU,130,1977,0.146,0.069,0.129,0.027,0.066
ECU,130,1978,0.199,0.085,0.158,0.036,0.077
ECU,130,1979,0.397,0.137,0.256,0.239,0.173
ECU,130,1980,0.689,0.447,0.445,0.432,0.371
ECU,130,1981,0.689,0.447,0.445,0.431,0.371
ECU,130,1982,0.689,0.45,0.445,0.429,0.371
ECU,130,1983,0.689,0.448,0.441,0.428,0.364
ECU,130,1984,0.689,0.436,0.418,0.406,0.356
ECU,130,1985,0.679,0.415,0.407,0.333,0.344
ECU,130,1986,0.68,0.418,0.415,0.331,0.343
ECU,130,1987,0.68,0.418,0.414,0.33,0.343
ECU,130,1988,0.695,0.438,0.418,0.345,0.353
ECU,130,1989,0.718,0.479,0.475,0.443,0.377
ECU,130,1990,0.72,0.481,0.476,0.444,0.393
ECU,130,1991,0.722,0.482,0.475,0.445,0.39
ECU,130,1992,0.718,0.48,0.47,0.443,0.389
ECU,130,1993,0.711,0.469,0.462,0.438,0.382
ECU,130,1994,0.7,0.461,0.47,0.431,0.375
ECU,130,1995,0.7,0.462,0.47,0.431,0.375
ECU,130,1996,0.698,0.454,0.468,0.429,0.378
ECU,130,1997,0.697,0.46,0.467,0.453,0.385
ECU,130,1998,0.697,0.469,0.484,0.494,0.396
ECU,130,1999,0.695,0.466,0.482,0.421,0.391
ECU,130,2000,0.694,0.458,0.478,0.449,0.407
ECU,130,2001,0.694,0.458,0.478,0.449,0.407
ECU,130,2002,0.696,0.46,0.478,0.441,0.408
ECU,130,2003,0.702,0.464,0.487,0.397,0.412
ECU,130,2004,0.702,0.463,0.485,0.397,0.412
ECU,130,2005,0.702,0.463,0.483,0.401,0.413
ECU,130,2006,0.701,0.463,0.502,0.419,0.412
ECU,130,2007,0.671,0.413,0.478,0.524,0.434
ECU,130,2008,0.632,0.354,0.476,0.482,0.43
ECU,130,2009,0.615,0.337,0.446,0.448,0.423
ECU,130,2010,0.592,0.319,0.417,0.419,0.431
ECU,130,2011,0.587,0.315,0.414,0.408,0.425
ECU,130,2012,0.592,0.316,0.417,0.396,0.428
ECU,130,2013,0.541,0.272,0.372,0.358,0.393
ECU,130,2014,0.538,0.266,0.368,0.35,0.392
ECU,130,2015,0.543,0.267,0.37,0.352,0.391
ECU,130,2016,0.546,0.271,0.37,0.352,0.395
ECU,130,2017,0.558,0.345,0.384,0.447,0.404
ECU,130,2018,0.655,0.471,0.453,0.5,0.442
ECU,130,2019,0.622,0.453,0.432,0.468,0.416
ECU,130,2020,0.624,0.476,0.439,0.445,0.412
ECU,130,2021,0.624,0.459,0.432,0.473,0.385
ECU,130,2022,0.665,0.508,0.47,0.405,0.392
ECU,130,2023,0.646,0.467,0.499,0.392,0.367
FRA,220,1789,0.259,0.221,0.095,,
FRA,220,1790,0.265,0.227,0.096,,
FRA,220,1791,0.234,0.212,0.089,,
FRA,220,1792,0.246,0.165,0.117,,
FRA,220,1793,0.275,0.179,0.126,,
FRA,220,1794,0.275,0.183,0.126,,
FRA,220,1795,0.272,0.23,0.112,,
FRA,220,1796,0.273,0.23,0.113,,
FRA,220,1797,0.273,0.23,0.113,,
FRA,220,1798,0.271,0.23,0.112,,
FRA,220,1799,0.274,0.205,0.113,,
FRA,220,1800,0.118,0.103,0.075,,
FRA,220,1801,0.118,0.106,0.056,,
FRA,220,1802,0.118,0.106,0.056,,
FRA,220,1803,0.118,0.106,0.056,,
FRA,220,1804,0.118,0.106,0.056,,
FRA,220,1805,0.118,0.106,0.056,,
FRA,220,1806,0.118,0.106,0.056,,
FRA,220,1807,0.118,0.106,0.056,,
FRA,220,1808,0.118,0.106,0.056,,
FRA,220,1809,0.118,0.106,0.056,,
FRA,220,1810,0.118,0.106,0.056,,
FRA,220,1811,0.118,0.106,0.056,,
FRA,220,1812,0.118,0.106,0.056,,
FRA,220,1813,0.118,0.106,0.056,,
FRA,220,1814,0.094,0.102,0.053,,
FRA,220,1815,0.184,0.166,0.06,,
FRA,220,1816,0.188,0.173,0.06,,
FRA,220,1817,0.188,0.173,0.06,,
FRA,220,1818,0.188,0.173,0.06,,
FRA,220,1819,0.189,0.173,0.06,,
FRA,220,1820,0.132,0.157,0.051,,
FRA,220,1821,0.185,0.17,0.06,,
FRA,220,1822,0.177,0.167,0.058,,
FRA,220,1823,0.177,0.167,0.058,,
FRA,220,1824,0.176,0.167,0.058,,
FRA,220,1825,0.176,0.167,0.058,,
FRA,220,1826,0.176,0.167,0.058,,
FRA,220,1827,0.176,0.167,0.058,,
FRA,220,1828,0.175,0.167,0.058,,
FRA,220,1829,0.175,0.167,0.058,,
FRA,220,1830,0.207,0.198,0.116,,
FRA,220,1831,0.208,0.198,0.117,,
FRA,220,1832,0.208,0.198,0.103,,
FRA,220,1833,0.208,0.198,0.12,,
FRA,220,1834,0.209,0.199,0.135,,
FRA,220,1835,0.21,0.199,0.136,,
FRA,220,1836,0.21,0.199,0.136,,
FRA,220,1837,0.21,0.199,0.136,,
FRA,220,1838,0.21,0.199,0.135,,
FRA,220,1839,0.208,0.198,0.135,,
FRA,220,1840,0.208,0.198,0.135,,
FRA,220,1841,0.208,0.198,0.135,,
FRA,220,1842,0.209,0.199,0.135,,
FRA,220,1843,0.21,0.199,0.136,,
FRA,220,1844,0.21,0.199,0.136,,
FRA,220,1845,0.21,0.199,0.136,,
FRA,220,1846,0.21,0.199,0.136,,
FRA,220,1847,0.21,0.198,0.135,,
FRA,220,1848,0.399,0.341,0.227,,
FRA,220,1849,0.48,0.387,0.283,,
FRA,220,1850,0.48,0.387,0.283,,
FRA,220,1851,0.293,0.188,0.158,,
FRA,220,1852,0.162,0.147,0.12,,
FRA,220,1853,0.176,0.151,0.123,,
FRA,220,1854,0.176,0.151,0.123,,
FRA,220,1855,0.176,0.151,0.123,,
FRA,220,1856,0.176,0.151,0.123,,
FRA,220,1857,0.176,0.151,0.123,,
FRA,220,1858,0.176,0.151,0.123,,
FRA,220,1859,0.176,0.151,0.123,,
FRA,220,1860,0.176,0.151,0.123,,
FRA,220,1861,0.198,0.166,0.129,,
FRA,220,1862,0.205,0.169,0.131,,
FRA,220,1863,0.204,0.169,0.131,,
FRA,220,1864,0.204,0.169,0.131,,
FRA,220,1865,0.204,0.169,0.131,,
FRA,220,1866,0.204,0.169,0.131,,
FRA,220,1867,0.204,0.169,0.131,,
FRA,220,1868,0.204,0.169,0.131,,
FRA,220,1869,0.203,0.173,0.13,,
FRA,220,1870,0.316,0.242,0.188,,
FRA,220,1871,0.448,0.311,0.242,,
FRA,220,1872,0.48,0.37,0.258,,
FRA,220,1873,0.48,0.37,0.258,,
FRA,220,1874,0.51,0.387,0.271,,
FRA,220,1875,0.51,0.399,0.271,,
FRA,220,1876,0.507,0.398,0.271,,
FRA,220,1877,0.507,0.397,0.271,,
