stateabb,ccode,year,democ,autoc,polity,polity2
DOM,42,1889,1,4,-3,-3
DOM,42,1890,1,4,-3,-3
DOM,42,1891,1,4,-3,-3
DOM,42,1892,1,4,-3,-3
DOM,42,1893,1,4,-3,-3
DOM,42,1894,1,4,-3,-3
DOM,42,1895,1,4,-3,-3
DOM,42,1896,1,4,-3,-3
DOM,42,1897,1,4,-3,-3
DOM,42,1898,1,4,-3,-3
DOM,42,1899,1,4,-3,-3
DOM,42,1900,1,4,-3,-3
DOM,42,1901,1,4,-3,-3
DOM,42,1902,1,4,-3,-3
DOM,42,1903,1,4,-3,-3
DOM,42,1904,1,4,-3,-3
DOM,42,1905,1,4,-3,-3
DOM,42,1906,1,4,-3,-3
DOM,42,1907,1,4,-3,-3
DOM,42,1908,1,4,-3,-3
DOM,42,1909,1,4,-3,-3
DOM,42,1910,1,4,-3,-3
DOM,42,1911,1,4,-3,-3
DOM,42,1912,1,4,-3,-3
DOM,42,1913,1,4,-3,-3
DOM,42,1914,-66,-66,-66,
DOM,42,1915,-66,-66,-66,
DOM,42,1916,-66,-66,-66,
DOM,42,1917,-66,-66,-66,
DOM,42,1918,-66,-66,-66,
DOM,42,1919,-66,-66,-66,
DOM,42,1920,-66,-66,-66,
DOM,42,1921,-66,-66,-66,
DOM,42,1922,-66,-66,-66,
DOM,42,1923,-66,-66,-66,
DOM,42,1924,-66,-66,-66,
DOM,42,1925,1,4,-3,-3
DOM,42,1926,1,4,-3,-3
DOM,42,1927,1,4,-3,-3
DOM,42,1928,1,4,-3,-3
DOM,42,1929,1,4,-3,-3
DOM,42,1930,-88,-88,-88,-5
DOM,42,1931,-88,-88,-88,-7
DOM,42,1932,0,9,-9,-9
DOM,42,1933,0,9,-9,-9
DOM,42,1934,0,9,-9,-9
DOM,42,1935,0,9,-9,-9
DOM,42,1936,0,9,-9,-9
DOM,42,1937,0,9,-9,-9
DOM,42,1938,0,9,-9,-9
DOM,42,1939,0,9,-9,-9
DOM,42,1940,0,9,-9,-9
DOM,42,1941,0,9,-9,-9
DOM,42,1942,0,9,-9,-9
DOM,42,1943,0,9,-9,-9
DOM,42,1944,0,9,-9,-9
DOM,42,1945,0,9,-9,-9
DOM,42,1946,0,9,-9,-9
DOM,42,1947,0,9,-9,-9
DOM,42,1948,0,9,-9,-9
DOM,42,1949,0,9,-9,-9
DOM,42,1950,0,9,-9,-9
DOM,42,1951,0,9,-9,-9
DOM,42,1952,0,9,-9,-9
DOM,42,1953,0,9,-9,-9
DOM,42,1954,0,9,-9,-9
DOM,42,1955,0,9,-9,-9
DOM,42,1956,0,9,-9,-9
DOM,42,1957,0,9,-9,-9
DOM,42,1958,0,9,-9,-9
DOM,42,1959,0,9,-9,-9
DOM,42,1960,0,9,-9,-9
DOM,42,1961,-88,-88,-88,-6
DOM,42,1962,-88,-88,-88,-3
DOM,42,1963,-77,-77,-77,0
DOM,42,1964,-77,-77,-77,0
DOM,42,1965,-77,-77,-77,0
DOM,42,1966,1,4,-3,-3
DOM,42,1967,1,4,-3,-3
DOM,42,1968,1,4,-3,-3
DOM,42,1969,1,4,-3,-3
DOM,42,1970,1,4,-3,-3
DOM,42,1971,1,4,-3,-3
DOM,42,1972,1,4,-3,-3
DOM,42,1973,1,4,-3,-3
DOM,42,1974,1,4,-3,-3
DOM,42,1975,1,4,-3,-3
DOM,42,1976,1,4,-3,-3
DOM,42,1977,1,4,-3,-3
DOM,42,1978,5,0,5,5
DOM,42,1979,5,0,5,5
DOM,42,1980,5,0,5,5
DOM,42,1981,5,0,5,5
DOM,42,1982,5,0,5,5
DOM,42,1983,5,0,5,5
DOM,42,1984,5,0,5,5
DOM,42,1985,5,0,5,5
DOM,42,1986,5,0,5,5
DOM,42,1987,5,0,5,5
DOM,42,1988,5,0,5,5
DOM,42,1989,5,0,5,5
DOM,42,1990,5,0,5,5
DOM,42,1991,5,0,5,5
DOM,42,1992,5,0,5,5
DOM,42,1993,5,0,5,5
DOM,42,1994,5,0,5,5
DOM,42,1995,5,0,5,5
DOM,42,1996,8,0,8,8
DOM,42,1997,8,0,8,8
DOM,42,1998,8,0,8,8
DOM,42,1999,8,0,8,8
DOM,42,2000,8,0,8,8
DOM,42,2001,8,0,8,8
DOM,42,2002,8,0,8,8
DOM,42,2003,8,0,8,8
DOM,42,2004,8,0,8,8
DOM,42,2005,8,0,8,8
DOM,42,2006,8,0,8,8
DOM,42,2007,8,0,8,8
DOM,42,2008,8,0,8,8
DOM,42,2009,8,0,8,8
DOM,42,2010,8,0,8,8
DOM,42,2011,8,0,8,8
DOM,42,2012,8,0,8,8
DOM,42,2013,8,0,8,8
DOM,42,2014,8,0,8,8
DOM,42,2015,8,0,8,8
DOM,42,2016,8,1,7,7
DOM,42,2017,8,1,7,7
DOM,42,2018,8,1,7,7
DRV,816,1954,0,9,-9,-9
DRV,816,1955,0,9,-9,-9
DRV,816,1956,0,9,-9,-9
DRV,816,1957,0,9,-9,-9
DRV,816,1958,0,9,-9,-9
DRV,816,1959,0,9,-9,-9
DRV,816,1960,0,8,-8,-8
DRV,816,1961,0,8,-8,-8
DRV,816,1962,0,8,-8,-8
DRV,816,1963,0,8,-8,-8
DRV,816,1964,0,8,-8,-8
DRV,816,1965,0,8,-8,-8
DRV,816,1966,0,8,-8,-8
DRV,816,1967,0,8,-8,-8
DRV,816,1968,0,8,-8,-8
DRV,816,1969,0,7,-7,-7
DRV,816,1970,0,7,-7,-7
DRV,816,1971,0,7,-7,-7
DRV,816,1972,0,7,-7,-7
DRV,816,1973,0,7,-7,-7
DRV,816,1974,0,7,-7,-7
DRV,816,1975,0,7,-7,-7
DRV,816,1976,0,7,-7,-7
ECU,130,1830,1,2,-1,-1
ECU,130,1831,1,2,-1,-1
ECU,130,1832,1,2,-1,-1
ECU,130,1833,1,2,-1,-1
ECU,130,1834,1,2,-1,-1
ECU,130,1835,1,2,-1,-1
ECU,130,1836,1,2,-1,-1
ECU,130,1837,1,2,-1,-1
ECU,130,1838,1,2,-1,-1
ECU,130,1839,1,2,-1,-1
ECU,130,1840,1,2,-1,-1
ECU,130,1841,1,2,-1,-1
ECU,130,1842,1,2,-1,-1
ECU,130,1843,1,2,-1,-1
ECU,130,1844,1,2,-1,-1
ECU,130,1845,1,2,-1,-1
ECU,130,1846,1,2,-1,-1
ECU,130,1847,1,2,-1,-1
ECU,130,1848,1,2,-1,-1
ECU,130,1849,1,2,-1,-1
ECU,130,1850,1,2,-1,-1
ECU,130,1851,1,2,-1,-1
ECU,130,1852,1,2,-1,-1
ECU,130,1853,1,2,-1,-1
ECU,130,1854,1,2,-1,-1
ECU,130,1855,1,2,-1,-1
ECU,130,1856,1,2,-1,-1
ECU,130,1857,1,2,-1,-1
ECU,130,1858,1,2,-1,-1
ECU,130,1859,1,2,-1,-1
ECU,130,1860,1,2,-1,-1
ECU,130,1861,1,2,-1,-1
ECU,130,1862,1,2,-1,-1
ECU,130,1863,1,2,-1,-1
ECU,130,1864,1,2,-1,-1
ECU,130,1865,1,2,-1,-1
ECU,130,1866,1,2,-1,-1
ECU,130,1867,1,2,-1,-1
ECU,130,1868,1,2,-1,-1
ECU,130,1869,1,2,-1,-1
ECU,130,1870,1,2,-1,-1
ECU,130,1871,1,2,-1,-1
ECU,130,1872,1,2,-1,-1
ECU,130,1873,1,2,-1,-1
ECU,130,1874,1,2,-1,-1
ECU,130,1875,1,2,-1,-1
ECU,130,1876,1,2,-1,-1
ECU,130,1877,1,2,-1,-1
ECU,130,1878,1,2,-1,-1
ECU,130,1879,1,2,-1,-1
ECU,130,1880,1,2,-1,-1
ECU,130,1881,1,2,-1,-1
ECU,130,1882,1,2,-1,-1
ECU,130,1883,1,2,-1,-1
ECU,130,1884,1,2,-1,-1
ECU,130,1885,1,2,-1,-1
ECU,130,1886,1,2,-1,-1
ECU,130,1887,1,2,-1,-1
ECU,130,1888,1,2,-1,-1
ECU,130,1889,1,2,-1,-1
ECU,130,1890,1,2,-1,-1
ECU,130,1891,1,2,-1,-1
ECU,130,1892,1,2,-1,-1
ECU,130,1893,1,2,-1,-1
ECU,130,1894,1,2,-1,-1
ECU,130,1895,1,2,-1,-1
ECU,130,1896,1,2,-1,-1
ECU,130,1897,1,2,-1,-1
ECU,130,1898,1,2,-1,-1
ECU,130,1899,1,2,-1,-1
ECU,130,1900,1,2,-1,-1
ECU,130,1901,1,4,-3,-3
ECU,130,1902,1,4,-3,-3
ECU,130,1903,1,4,-3,-3
ECU,130,1904,1,4,-3,-3
ECU,130,1905,1,4,-3,-3
ECU,130,1906,1,4,-3,-3
ECU,130,1907,1,4,-3,-3
ECU,130,1908,1,4,-3,-3
ECU,130,1909,1,4,-3,-3
ECU,130,1910,1,4,-3,-3
ECU,130,1911,1,4,-3,-3
ECU,130,1912,1,4,-3,-3
ECU,130,1913,1,4,-3,-3
ECU,130,1914,1,4,-3,-3
ECU,130,1915,1,4,-3,-3
ECU,130,1916,1,4,-3,-3
ECU,130,1917,1,4,-3,-3
ECU,130,1918,1,4,-3,-3
ECU,130,1919,1,4,-3,-3
ECU,130,1920,1,4,-3,-3
ECU,130,1921,1,4,-3,-3
ECU,130,1922,1,4,-3,-3
ECU,130,1923,1,4,-3,-3
ECU,130,1924,1,4,-3,-3
ECU,130,1925,1,2,-1,-1
ECU,130,1926,1,2,-1,-1
ECU,130,1927,1,2,-1,-1
ECU,130,1928,1,2,-1,-1
ECU,130,1929,1,2,-1,-1
ECU,130,1930,1,2,-1,-1
ECU,130,1931,1,2,-1,-1
ECU,130,1932,1,2,-1,-1
ECU,130,1933,1,2,-1,-1
ECU,130,1934,1,2,-1,-1
ECU,130,1935,1,2,-1,-1
ECU,130,1936,1,2,-1,-1
ECU,130,1937,1,2,-1,-1
ECU,130,1938,1,2,-1,-1
ECU,130,1939,1,2,-1,-1
ECU,130,1940,1,2,-1,-1
ECU,130,1941,1,2,-1,-1
ECU,130,1942,1,2,-1,-1
ECU,130,1943,1,2,-1,-1
ECU,130,1944,1,2,-1,-1
ECU,130,1945,1,2,-1,-1
ECU,130,1946,1,2,-1,-1
ECU,130,1947,1,2,-1,-1
ECU,130,1948,3,2,1,1
ECU,130,1949,3,2,1,1
ECU,130,1950,3,2,1,1
ECU,130,1951,3,2,1,1
ECU,130,1952,3,2,1,1
ECU,130,1953,3,2,1,1
ECU,130,1954,3,2,1,1
ECU,130,1955,3,2,1,1
ECU,130,1956,3,2,1,1
ECU,130,1957,3,2,1,1
ECU,130,1958,3,2,1,1
ECU,130,1959,3,2,1,1
ECU,130,1960,3,2,1,1
ECU,130,1961,3,2,1,1
ECU,130,1962,3,2,1,1
ECU,130,1963,0,6,-6,-6
ECU,130,1964,0,6,-6,-6
ECU,130,1965,0,6,-6,-6
ECU,130,1966,-88,-88,-88,-2
ECU,130,1967,-88,-88,-88,2
ECU,130,1968,6,1,5,5
ECU,130,1969,6,1,5,5
ECU,130,1970,4,4,0,0
ECU,130,1971,4,4,0,0
ECU,130,1972,0,5,-5,-5
ECU,130,1973,0,5,-5,-5
ECU,130,1974,0,5,-5,-5
ECU,130,1975,0,5,-5,-5
ECU,130,1976,0,5,-5,-5
ECU,130,1977,0,5,-5,-5
ECU,130,1978,0,5,-5,-5
ECU,130,1979,9,0,9,9
ECU,130,1980,9,0,9,9
ECU,130,1981,9,0,9,9
ECU,130,1982,9,0,9,9
ECU,130,1983,9,0,9,9
ECU,130,1984,9,0,9,9
ECU,130,1985,9,0,9,9
ECU,130,1986,9,0,9,9
ECU,130,1987,9,0,9,9
ECU,130,1988,9,0,9,9
ECU,130,1989,9,0,9,9
ECU,130,1990,9,0,9,9
ECU,130,1991,9,0,9,9
ECU,130,1992,9,0,9,9
ECU,130,1993,9,0,9,9
ECU,130,1994,9,0,9,9
ECU,130,1995,9,0,9,9
ECU,130,1996,9,0,9,9
ECU,130,1997,9,0,9,9
ECU,130,1998,9,0,9,9
ECU,130,1999,9,0,9,9
ECU,130,2000,6,0,6,6
ECU,130,2001,6,0,6,6
ECU,130,2002,6,0,6,6
ECU,130,2003,6,0,6,6
ECU,130,2004,6,0,6,6
ECU,130,2005,6,0,6,6
ECU,130,2006,7,0,7,7
ECU,130,2007,5,0,5,5
ECU,130,2008,5,0,5,5
ECU,130,2009,5,0,5,5
ECU,130,2010,5,0,5,5
ECU,130,2011,5,0,5,5
ECU,130,2012,5,0,5,5
ECU,130,2013,6,1,5,5
ECU,130,2014,6,1,5,5
ECU,130,2015,6,1,5,5
ECU,130,2016,6,1,5,5
ECU,130,2017,6,1,5,5
ECU,130,2018,6,1,5,5
EGY,651,1922,7,3,4,4
EGY,651,1923,7,3,4,4
EGY,651,1924,7,3,4,4
EGY,651,1925,7,3,4,4
EGY,651,1926,7,3,4,4
EGY,651,1927,7,3,4,4
EGY,651,1928,-88,-88,-88,1
EGY,651,1929,-88,-88,-88,-3
EGY,651,1930,1,7,-6,-6
EGY,651,1931,1,7,-6,-6
EGY,651,1932,1,7,-6,-6
EGY,651,1933,1,7,-6,-6
EGY,651,1934,-88,-88,-88,-2
EGY,651,1935,5,4,1,1
EGY,651,1936,5,4,1,1
EGY,651,1937,5,4,1,1
EGY,651,1938,5,4,1,1
EGY,651,1939,5,4,1,1
EGY,651,1940,5,4,1,1
EGY,651,1941,5,4,1,1
EGY,651,1942,5,4,1,1
EGY,651,1943,5,4,1,1
EGY,651,1944,5,4,1,1
EGY,651,1945,5,4,1,1
EGY,651,1951,7,1,6,6
EGY,651,1952,0,7,-7,-7
EGY,651,1953,0,7,-7,-7
EGY,651,1954,0,7,-7,-7
EGY,651,1955,0,7,-7,-7
EGY,651,1956,0,7,-7,-7
EGY,651,1957,0,7,-7,-7
EGY,651,1958,0,7,-7,-7
EGY,651,1959,0,7,-7,-7
EGY,651,1960,0,7,-7,-7
EGY,651,1961,0,7,-7,-7
EGY,651,1962,0,7,-7,-7
EGY,651,1963,0,7,-7,-7
EGY,651,1964,0,7,-7,-7
EGY,651,1965,0,7,-7,-7
EGY,651,1966,0,7,-7,-7
EGY,651,1967,0,7,-7,-7
EGY,651,1968,0,7,-7,-7
EGY,651,1969,0,7,-7,-7
EGY,651,1970,0,7,-7,-7
EGY,651,1971,0,7,-7,-7
EGY,651,1972,0,7,-7,-7
EGY,651,1973,0,7,-7,-7
EGY,651,1974,0,7,-7,-7
EGY,651,1975,0,7,-7,-7
EGY,651,1976,0,6,-6,-6
EGY,651,1977,0,6,-6,-6
EGY,651,1978,0,6,-6,-6
EGY,651,1979,0,6,-6,-6
EGY,651,1980,0,6,-6,-6
EGY,651,1981,0,6,-6,-6
EGY,651,1982,0,6,-6,-6
EGY,651,1983,0,6,-6,-6
EGY,651,1984,0,6,-6,-6
EGY,651,1985,0,6,-6,-6
EGY,651,1986,0,6,-6,-6
EGY,651,1987,0,6,-6,-6
EGY,651,1988,0,6,-6,-6
EGY,651,1989,0,6,-6,-6
EGY,651,1990,0,6,-6,-6
EGY,651,1991,0,6,-6,-6
EGY,651,1992,0,6,-6,-6
EGY,651,1993,0,6,-6,-6
EGY,651,1994,0,6,-6,-6
EGY,651,1995,0,6,-6,-6
EGY,651,1996,0,6,-6,-6
EGY,651,1997,0,6,-6,-6
EGY,651,1998,0,6,-6,-6
EGY,651,1999,0,6,-6,-6
EGY,651,2000,0,6,-6,-6
EGY,651,2001,0,6,-6,-6
EGY,651,2002,0,6,-6,-6
EGY,651,2003,0,6,-6,-6
EGY,651,2004,0,6,-6,-6
EGY,651,2005,1,4,-3,-3
EGY,651,2006,1,4,-3,-3
EGY,651,2007,1,4,-3,-3
EGY,651,2008,1,4,-3,-3
EGY,651,2009,1,4,-3,-3
EGY,651,2010,1,4,-3,-3
EGY,651,2011,0,2,-2,-2
EGY,651,2012,-88,-88,-88,-3
EGY,651,2013,0,4,-4,-4
EGY,651,2014,0,4,-4,-4
EGY,651,2015,0,4,-4,-4
EGY,651,2016,0,4,-4,-4
EGY,651,2017,0,4,-4,-4
EGY,651,2018,0,4,-4,-4
EQG,411,1968,3,1,2,2
EQG,411,1969,0,7,-7,-7
EQG,411,1970,0,7,-7,-7
EQG,411,1971,0,7,-7,-7
EQG,411,1972,0,7,-7,-7
EQG,411,1973,0,7,-7,-7
EQG,411,1974,0,7,-7,-7
EQG,411,1975,0,7,-7,-7
EQG,411,1976,0,7,-7,-7
EQG,411,1977,0,7,-7,-7
EQG,411,1978,0,7,-7,-7
EQG,411,1979,0,7,-7,-7
EQG,411,1980,0,7,-7,-7
EQG,411,1981,0,7,-7,-7
EQG,411,1982,0,7,-7,-7
EQG,411,1983,0,7,-7,-7
EQG,411,1984,0,7,-7,-7
EQG,411,1985,0,7,-7,-7
EQG,411,1986,0,7,-7,-7
EQG,411,1987,0,7,-7,-7
EQG,411,1988,0,7,-7,-7
EQG,411,1989,0,7,-7,-7
EQG,411,1990,0,7,-7,-7
EQG,411,1991,0,7,-7,-7
EQG,411,1992,0,7,-7,-7
EQG,411,1993,0,5,-5,-5
EQG,411,1994,0,5,-5,-5
EQG,411,1995,0,5,-5,-5
EQG,411,1996,0,6,-6,-6
EQG,411,1997,0,6,-6,-6
EQG,411,1998,0,6,-6,-6
EQG,411,1999,0,6,-6,-6
EQG,411,2000,0,6,-6,-6
EQG,411,2001,0,6,-6,-6
EQG,411,2002,0,6,-6,-6
EQG,411,2003,0,6,-6,-6
EQG,411,2004,0,6,-6,-6
EQG,411,2005,0,6,-6,-6
EQG,411,2006,0,6,-6,-6
EQG,411,2007,0,6,-6,-6
EQG,411,2008,0,6,-6,-6
EQG,411,2009,0,6,-6,-6
EQG,411,2010,0,6,-6,-6
EQG,411,2011,0,6,-6,-6
EQG,411,2012,0,6,-6,-6
EQG,411,2013,0,6,-6,-6
EQG,411,2014,0,6,-6,-6
EQG,411,2015,0,6,-6,-6
EQG,411,2016,0,6,-6,-6
EQG,411,2017,0,6,-6,-6
EQG,411,2018,0,6,-6,-6
ERI,531,1993,0,6,-6,-6
ERI,531,1994,0,6,-6,-6
ERI,531,1995,0,6,-6,-6
ERI,531,1996,0,6,-6,-6
ERI,531,1997,0,6,-6,-6
ERI,531,1998,0,6,-6,-6
ERI,531,1999,0,6,-6,-6
ERI,531,2000,0,6,-6,-6
ERI,531,2001,0,7,-7,-7
ERI,531,2002,0,7,-7,-7
ERI,531,2003,0,7,-7,-7
ERI,531,2004,0,7,-7,-7
ERI,531,2005,0,7,-7,-7
ERI,531,2006,0,7,-7,-7
ERI,531,2007,0,7,-7,-7
ERI,531,2008,0,7,-7,-7
ERI,531,2009,0,7,-7,-7
ERI,531,2010,0,7,-7,-7
ERI,531,2011,0,7,-7,-7
ERI,531,2012,0,7,-7,-7
ERI,531,2013,0,7,-7,-7
ERI,531,2014,0,7,-7,-7
ERI,531,2015,0,7,-7,-7
ERI,531,2016,0,7,-7,-7
ERI,531,2017,0,7,-7,-7
ERI,531,2018,0,7,-7,-7
EST,366,1917,8,0,8,8
EST,366,1918,-66,-66,-66,
EST,366,1919,10,0,10,10
EST,366,1920,10,0,10,10
EST,366,1921,10,0,10,10
EST,366,1922,10,0,10,10
EST,366,1923,10,0,10,10
EST,366,1924,10,0,10,10
EST,366,1925,10,0,10,10
EST,366,1926,10,0,10,10
EST,366,1927,10,0,10,10
EST,366,1928,10,0,10,10
EST,366,1929,10,0,10,10
EST,366,1930,10,0,10,10
EST,366,1931,10,0,10,10
EST,366,1932,10,0,10,10
EST,366,1933,-88,-88,-88,6
EST,366,1934,-88,-88,-88,2
EST,366,1935,-88,-88,-88,-2
EST,366,1936,0,6,-6,-6
EST,366,1937,0,6,-6,-6
EST,366,1938,0,6,-6,-6
EST,366,1939,0,6,-6,-6
EST,366,1940,0,6,-6,-6
EST,366,1991,7,1,6,6
EST,366,1992,7,1,6,6
EST,366,1993,7,1,6,6
EST,366,1994,7,1,6,6
EST,366,1995,7,1,6,6
EST,366,1996,7,1,6,6
EST,366,1997,7,1,6,6
EST,366,1998,7,1,6,6
EST,366,1999,8,1,7,7
EST,366,2000,9,0,9,9
EST,366,2001,9,0,9,9
EST,366,2002,9,0,9,9
EST,366,2003,9,0,9,9
EST,366,2004,9,0,9,9
EST,366,2005,9,0,9,9
EST,366,2006,9,0,9,9
EST,366,2007,9,0,9,9
EST,366,2008,9,0,9,9
EST,366,2009,9,0,9,9
EST,366,2010,9,0,9,9
EST,366,2011,9,0,9,9
EST,366,2012,9,0,9,9
EST,366,2013,9,0,9,9
EST,366,2014,9,0,9,9
EST,366,2015,9,0,9,9
EST,366,2016,9,0,9,9
EST,366,2017,9,0,9,9
EST,366,2018,9,0,9,9
ETH,530,1855,5,1,4,4
ETH,530,1856,5,1,4,4
ETH,530,1857,5,1,4,4
ETH,530,1858,5,1,4,4
ETH,530,1859,5,1,4,4
ETH,530,1860,5,1,4,4
ETH,530,1861,5,1,4,4
ETH,530,1862,5,1,4,4
ETH,530,1863,5,1,4,4
ETH,530,1864,5,1,4,4
ETH,530,1865,5,1,4,4
ETH,530,1866,5,1,4,4
ETH,530,1867,5,1,4,4
ETH,530,1868,5,1,4,4
ETH,530,1869,5,1,4,4
ETH,530,1870,5,1,4,4
ETH,530,1871,5,1,4,4
ETH,530,1872,5,1,4,4
ETH,530,1873,5,1,4,4
ETH,530,1874,5,1,4,4
ETH,530,1875,5,1,4,4
ETH,530,1876,5,1,4,4
ETH,530,1877,5,1,4,4
ETH,530,1878,5,1,4,4
ETH,530,1879,5,1,4,4
ETH,530,1880,5,1,4,4
ETH,530,1881,5,1,4,4
ETH,530,1882,5,1,4,4
ETH,530,1883,5,1,4,4
ETH,530,1884,5,1,4,4
ETH,530,1885,5,1,4,4
ETH,530,1886,5,1,4,4
ETH,530,1887,5,1,4,4
ETH,530,1888,5,1,4,4
ETH,530,1889,5,1,4,4
ETH,530,1890,5,1,4,4
ETH,530,1891,5,1,4,4
ETH,530,1892,5,1,4,4
ETH,530,1893,5,1,4,4
ETH,530,1894,5,1,4,4
ETH,530,1895,5,1,4,4
ETH,530,1896,5,1,4,4
ETH,530,1897,5,1,4,4
ETH,530,1898,5,1,4,4
ETH,530,1899,5,1,4,4
ETH,530,1900,5,1,4,4
ETH,530,1901,5,1,4,4
ETH,530,1902,5,1,4,4
ETH,530,1903,5,1,4,4
ETH,530,1904,5,1,4,4
ETH,530,1905,5,1,4,4
ETH,530,1906,5,1,4,4
ETH,530,1907,5,1,4,4
ETH,530,1908,5,1,4,4
ETH,530,1909,5,1,4,4
ETH,530,1910,5,1,4,4
ETH,530,1911,5,1,4,4
ETH,530,1912,5,1,4,4
ETH,530,1913,5,1,4,4
ETH,530,1914,5,1,4,4
ETH,530,1915,5,1,4,4
ETH,530,1916,5,1,4,4
ETH,530,1917,5,1,4,4
ETH,530,1918,5,1,4,4
ETH,530,1919,5,1,4,4
ETH,530,1920,5,1,4,4
ETH,530,1921,5,1,4,4
ETH,530,1922,5,1,4,4
ETH,530,1923,5,1,4,4
ETH,530,1924,5,1,4,4
ETH,530,1925,5,1,4,4
ETH,530,1926,5,1,4,4
ETH,530,1927,5,1,4,4
ETH,530,1928,5,1,4,4
ETH,530,1929,5,1,4,4
ETH,530,1930,0,5,-5,-5
ETH,530,1931,0,5,-5,-5
ETH,530,1932,0,5,-5,-5
ETH,530,1933,0,5,-5,-5
ETH,530,1934,0,5,-5,-5
ETH,530,1935,0,5,-5,-5
ETH,530,1936,-66,-66,-66,
ETH,530,1937,-66,-66,-66,
ETH,530,1938,-66,-66,-66,
ETH,530,1939,-66,-66,-66,
ETH,530,1940,-66,-66,-66,
ETH,530,1941,-66,-66,-66,
ETH,530,1942,0,5,-5,-5
ETH,530,1943,0,5,-5,-5
ETH,530,1944,0,5,-5,-5
ETH,530,1945,0,5,-5,-5
ETH,530,1946,0,9,-9,-9
ETH,530,1947,0,9,-9,-9
ETH,530,1948,0,9,-9,-9
ETH,530,1949,0,9,-9,-9
ETH,530,1950,0,9,-9,-9
ETH,530,1951,0,9,-9,-9
ETH,530,1952,0,9,-9,-9
ETH,530,1953,0,9,-9,-9
ETH,530,1954,0,9,-9,-9
ETH,530,1955,0,9,-9,-9
ETH,530,1956,0,9,-9,-9
ETH,530,1957,0,9,-9,-9
ETH,530,1958,0,9,-9,-9
ETH,530,1959,0,9,-9,-9
ETH,530,1960,0,9,-9,-9
ETH,530,1961,0,9,-9,-9
ETH,530,1962,0,9,-9,-9
ETH,530,1963,0,9,-9,-9
ETH,530,1964,0,9,-9,-9
ETH,530,1965,0,9,-9,-9
ETH,530,1966,0,9,-9,-9
ETH,530,1967,0,9,-9,-9
ETH,530,1968,0,9,-9,-9
ETH,530,1969,0,9,-9,-9
ETH,530,1970,0,9,-9,-9
ETH,530,1971,0,9,-9,-9
ETH,530,1972,0,9,-9,-9
ETH,530,1973,0,9,-9,-9
ETH,530,1974,-77,-77,-77,0
ETH,530,1975,0,7,-7,-7
ETH,530,1976,0,7,-7,-7
ETH,530,1977,0,7,-7,-7
ETH,530,1978,0,7,-7,-7
ETH,530,1979,0,7,-7,-7
ETH,530,1980,0,7,-7,-7
ETH,530,1981,0,7,-7,-7
ETH,530,1982,0,7,-7,-7
ETH,530,1983,0,7,-7,-7
ETH,530,1984,0,8,-8,-8
ETH,530,1985,0,8,-8,-8
ETH,530,1986,0,8,-8,-8
ETH,530,1987,0,8,-8,-8
ETH,530,1988,0,8,-8,-8
ETH,530,1989,0,8,-8,-8
ETH,530,1990,0,8,-8,-8
ETH,530,1991,-77,-77,-77,0
ETH,530,1992,-88,-88,-88,0
ETH,530,1993,-88,-88,-88,0
ETI,529,1993,-88,-88,-88,1
ETI,529,1994,-88,-88,-88,1
ETI,529,1995,3,2,1,1
ETI,529,1996,3,2,1,1
ETI,529,1997,3,2,1,1
ETI,529,1998,3,2,1,1
ETI,529,1999,3,2,1,1
ETI,529,2000,3,2,1,1
ETI,529,2001,3,2,1,1
ETI,529,2002,3,2,1,1
ETI,529,2003,3,2,1,1
ETI,529,2004,3,2,1,1
ETI,529,2005,1,4,-3,-3
ETI,529,2006,1,4,-3,-3
ETI,529,2007,1,4,-3,-3
ETI,529,2008,1,4,-3,-3
ETI,529,2009,1,4,-3,-3
ETI,529,2010,1,4,-3,-3
ETI,529,2011,1,4,-3,-3
ETI,529,2012,1,4,-3,-3
ETI,529,2013,1,4,-3,-3
ETI,529,2014,1,4,-3,-3
ETI,529,2015,1,4,-3,-3
ETI,529,2016,1,4,-3,-3
ETI,529,2017,1,4,-3,-3
ETI,529,2018,3,2,1,1
ETM,860,2002,6,0,6,6
ETM,860,2003,6,0,6,6
ETM,860,2004,6,0,6,6
ETM,860,2005,6,0,6,6
ETM,860,2006,7,0,7,7
ETM,860,2007,7,0,7,7
ETM,860,2008,7,0,7,7
ETM,860,2009,7,0,7,7
ETM,860,2010,7,0,7,7
ETM,860,2011,7,0,7,7
ETM,860,2012,9,1,8,8
ETM,860,2013,9,1,8,8
ETM,860,2014,9,1,8,8
ETM,860,2015,9,1,8,8
ETM,860,2016,9,1,8,8
ETM,860,2017,9,1,8,8
ETM,860,2018,9,1,8,8
FIN,375,1917,8,0,8,8
FIN,375,1918,8,0,8,8
FIN,375,1919,10,0,10,10
FIN,375,1920,10,0,10,10
FIN,375,1921,10,0,10,10
FIN,375,1922,10,0,10,10
FIN,375,1923,10,0,10,10
FIN,375,1924,10,0,10,10
FIN,375,1925,10,0,10,10
FIN,375,1926,10,0,10,10
FIN,375,1927,10,0,10,10
FIN,375,1928,10,0,10,10
FIN,375,1929,10,0,10,10
FIN,375,1930,-88,-88,-88,7
FIN,375,1931,7,3,4,4
FIN,375,1932,7,3,4,4
FIN,375,1933,7,3,4,4
FIN,375,1934,7,3,4,4
FIN,375,1935,7,3,4,4
FIN,375,1936,7,3,4,4
FIN,375,1937,7,3,4,4
