stateabb,ccode,year,democ,autoc,polity,polity2
LES,570,1976,0,7,-7,-7
LES,570,1977,0,7,-7,-7
LES,570,1978,0,7,-7,-7
LES,570,1979,0,7,-7,-7
LES,570,1980,0,7,-7,-7
LES,570,1981,0,7,-7,-7
LES,570,1982,0,7,-7,-7
LES,570,1983,0,7,-7,-7
LES,570,1984,0,7,-7,-7
LES,570,1985,0,7,-7,-7
LES,570,1986,0,10,-10,-10
LES,570,1987,0,10,-10,-10
LES,570,1988,0,10,-10,-10
LES,570,1989,0,10,-10,-10
LES,570,1990,0,7,-7,-7
LES,570,1991,0,4,-4,-4
LES,570,1992,0,4,-4,-4
LES,570,1993,5,0,5,5
LES,570,1994,5,0,5,5
LES,570,1995,5,0,5,5
LES,570,1996,5,0,5,5
LES,570,1997,5,0,5,5
LES,570,1998,7,1,6,6
LES,570,1999,7,1,6,6
LES,570,2000,7,1,6,6
LES,570,2001,7,1,6,6
LES,570,2002,8,0,8,8
LES,570,2003,8,0,8,8
LES,570,2004,8,0,8,8
LES,570,2005,8,0,8,8
LES,570,2006,8,0,8,8
LES,570,2007,8,0,8,8
LES,570,2008,8,0,8,8
LES,570,2009,8,0,8,8
LES,570,2010,8,0,8,8
LES,570,2011,8,0,8,8
LES,570,2012,9,1,8,8
LES,570,2013,9,1,8,8
LES,570,2014,9,1,8,8
LES,570,2015,9,1,8,8
LES,570,2016,9,1,8,8
LES,570,2017,9,1,8,8
LES,570,2018,9,1,8,8
LIB,620,1951,0,7,-7,-7
LIB,620,1952,0,7,-7,-7
LIB,620,1953,0,7,-7,-7
LIB,620,1954,0,7,-7,-7
LIB,620,1955,0,7,-7,-7
LIB,620,1956,0,7,-7,-7
LIB,620,1957,0,7,-7,-7
LIB,620,1958,0,7,-7,-7
LIB,620,1959,0,7,-7,-7
LIB,620,1960,0,7,-7,-7
LIB,620,1961,0,7,-7,-7
LIB,620,1962,0,7,-7,-7
LIB,620,1963,0,7,-7,-7
LIB,620,1964,0,7,-7,-7
LIB,620,1965,0,7,-7,-7
LIB,620,1966,0,7,-7,-7
LIB,620,1967,0,7,-7,-7
LIB,620,1968,0,7,-7,-7
LIB,620,1969,0,7,-7,-7
LIB,620,1970,0,7,-7,-7
LIB,620,1971,0,7,-7,-7
LIB,620,1972,0,7,-7,-7
LIB,620,1973,0,7,-7,-7
LIB,620,1974,0,7,-7,-7
LIB,620,1975,0,7,-7,-7
LIB,620,1976,0,7,-7,-7
LIB,620,1977,0,7,-7,-7
LIB,620,1978,0,7,-7,-7
LIB,620,1979,0,7,-7,-7
LIB,620,1980,0,7,-7,-7
LIB,620,1981,0,7,-7,-7
LIB,620,1982,0,7,-7,-7
LIB,620,1983,0,7,-7,-7
LIB,620,1984,0,7,-7,-7
LIB,620,1985,0,7,-7,-7
LIB,620,1986,0,7,-7,-7
LIB,620,1987,0,7,-7,-7
LIB,620,1988,0,7,-7,-7
LIB,620,1989,0,7,-7,-7
LIB,620,1990,0,7,-7,-7
LIB,620,1991,0,7,-7,-7
LIB,620,1992,0,7,-7,-7
LIB,620,1993,0,7,-7,-7
LIB,620,1994,0,7,-7,-7
LIB,620,1995,0,7,-7,-7
LIB,620,1996,0,7,-7,-7
LIB,620,1997,0,7,-7,-7
LIB,620,1998,0,7,-7,-7
LIB,620,1999,0,7,-7,-7
LIB,620,2000,0,7,-7,-7
LIB,620,2001,0,7,-7,-7
LIB,620,2002,0,7,-7,-7
LIB,620,2003,0,7,-7,-7
LIB,620,2004,0,7,-7,-7
LIB,620,2005,0,7,-7,-7
LIB,620,2006,0,7,-7,-7
LIB,620,2007,0,7,-7,-7
LIB,620,2008,0,7,-7,-7
LIB,620,2009,0,7,-7,-7
LIB,620,2010,0,7,-7,-7
LIB,620,2011,-77,-77,-77,0
LIB,620,2012,-77,-77,-77,0
LIB,620,2013,-77,-77,-77,0
LIB,620,2014,-77,-77,-77,0
LIB,620,2015,-77,-77,-77,0
LIB,620,2016,-77,-77,-77,0
LIB,620,2017,-77,-77,-77,0
LIB,620,2018,-77,-77,-77,0
LIT,368,1918,7,3,4,4
LIT,368,1919,7,3,4,4
LIT,368,1920,7,3,4,4
LIT,368,1921,7,3,4,4
LIT,368,1922,7,3,4,4
LIT,368,1923,7,3,4,4
LIT,368,1924,7,3,4,4
LIT,368,1925,7,3,4,4
LIT,368,1926,-88,-88,-88,0
LIT,368,1927,-88,-88,-88,-4
LIT,368,1928,0,8,-8,-8
LIT,368,1929,0,8,-8,-8
LIT,368,1930,0,8,-8,-8
LIT,368,1931,0,8,-8,-8
LIT,368,1932,0,8,-8,-8
LIT,368,1933,0,8,-8,-8
LIT,368,1934,0,8,-8,-8
LIT,368,1935,0,9,-9,-9
LIT,368,1936,0,9,-9,-9
LIT,368,1937,0,9,-9,-9
LIT,368,1938,0,9,-9,-9
LIT,368,1939,0,9,-9,-9
LIT,368,1940,0,9,-9,-9
LIT,368,1991,10,0,10,10
LIT,368,1992,10,0,10,10
LIT,368,1993,10,0,10,10
LIT,368,1994,10,0,10,10
LIT,368,1995,10,0,10,10
LIT,368,1996,10,0,10,10
LIT,368,1997,10,0,10,10
LIT,368,1998,10,0,10,10
LIT,368,1999,10,0,10,10
LIT,368,2000,10,0,10,10
LIT,368,2001,10,0,10,10
LIT,368,2002,10,0,10,10
LIT,368,2003,10,0,10,10
LIT,368,2004,10,0,10,10
LIT,368,2005,10,0,10,10
LIT,368,2006,10,0,10,10
LIT,368,2007,10,0,10,10
LIT,368,2008,10,0,10,10
LIT,368,2009,10,0,10,10
LIT,368,2010,10,0,10,10
LIT,368,2011,10,0,10,10
LIT,368,2012,10,0,10,10
LIT,368,2013,10,0,10,10
LIT,368,2014,10,0,10,10
LIT,368,2015,10,0,10,10
LIT,368,2016,10,0,10,10
LIT,368,2017,10,0,10,10
LIT,368,2018,10,0,10,10
LUX,212,1867,2,5,-3,-3
LUX,212,1868,2,5,-3,-3
LUX,212,1869,2,5,-3,-3
LUX,212,1870,2,5,-3,-3
LUX,212,1871,2,5,-3,-3
LUX,212,1872,2,5,-3,-3
LUX,212,1873,2,5,-3,-3
LUX,212,1874,2,5,-3,-3
LUX,212,1875,2,5,-3,-3
LUX,212,1876,2,5,-3,-3
LUX,212,1877,2,5,-3,-3
LUX,212,1878,2,5,-3,-3
LUX,212,1879,2,5,-3,-3
LUX,212,1880,4,2,2,2
LUX,212,1881,4,2,2,2
LUX,212,1882,4,2,2,2
LUX,212,1883,4,2,2,2
LUX,212,1884,4,2,2,2
LUX,212,1885,4,2,2,2
LUX,212,1886,4,2,2,2
LUX,212,1887,4,2,2,2
LUX,212,1888,4,2,2,2
LUX,212,1889,4,2,2,2
LUX,212,1890,7,0,7,7
LUX,212,1891,7,0,7,7
LUX,212,1892,7,0,7,7
LUX,212,1893,7,0,7,7
LUX,212,1894,7,0,7,7
LUX,212,1895,7,0,7,7
LUX,212,1896,7,0,7,7
LUX,212,1897,7,0,7,7
LUX,212,1898,7,0,7,7
LUX,212,1899,7,0,7,7
LUX,212,1900,7,0,7,7
LUX,212,1901,7,0,7,7
LUX,212,1902,7,0,7,7
LUX,212,1903,7,0,7,7
LUX,212,1904,7,0,7,7
LUX,212,1905,7,0,7,7
LUX,212,1906,7,0,7,7
LUX,212,1907,7,0,7,7
LUX,212,1908,7,0,7,7
LUX,212,1909,7,0,7,7
LUX,212,1910,7,0,7,7
LUX,212,1911,7,0,7,7
LUX,212,1912,7,0,7,7
LUX,212,1913,7,0,7,7
LUX,212,1914,7,0,7,7
LUX,212,1915,7,0,7,7
LUX,212,1916,7,0,7,7
LUX,212,1917,7,0,7,7
LUX,212,1918,7,0,7,7
LUX,212,1919,7,0,7,7
LUX,212,1920,10,0,10,10
LUX,212,1921,10,0,10,10
LUX,212,1922,10,0,10,10
LUX,212,1923,10,0,10,10
LUX,212,1924,10,0,10,10
LUX,212,1925,10,0,10,10
LUX,212,1926,10,0,10,10
LUX,212,1927,10,0,10,10
LUX,212,1928,10,0,10,10
LUX,212,1929,10,0,10,10
LUX,212,1930,10,0,10,10
LUX,212,1931,10,0,10,10
LUX,212,1932,10,0,10,10
LUX,212,1933,10,0,10,10
LUX,212,1934,10,0,10,10
LUX,212,1935,10,0,10,10
LUX,212,1936,10,0,10,10
LUX,212,1937,10,0,10,10
LUX,212,1938,10,0,10,10
LUX,212,1939,10,0,10,10
LUX,212,1940,-66,-66,-66,
LUX,212,1941,-66,-66,-66,
LUX,212,1942,-66,-66,-66,
LUX,212,1943,-66,-66,-66,
LUX,212,1944,-66,-66,-66,
LUX,212,1945,10,0,10,10
LUX,212,1946,10,0,10,10
LUX,212,1947,10,0,10,10
LUX,212,1948,10,0,10,10
LUX,212,1949,10,0,10,10
LUX,212,1950,10,0,10,10
LUX,212,1951,10,0,10,10
LUX,212,1952,10,0,10,10
LUX,212,1953,10,0,10,10
LUX,212,1954,10,0,10,10
LUX,212,1955,10,0,10,10
LUX,212,1956,10,0,10,10
LUX,212,1957,10,0,10,10
LUX,212,1958,10,0,10,10
LUX,212,1959,10,0,10,10
LUX,212,1960,10,0,10,10
LUX,212,1961,10,0,10,10
LUX,212,1962,10,0,10,10
LUX,212,1963,10,0,10,10
LUX,212,1964,10,0,10,10
LUX,212,1965,10,0,10,10
LUX,212,1966,10,0,10,10
LUX,212,1967,10,0,10,10
LUX,212,1968,10,0,10,10
LUX,212,1969,10,0,10,10
LUX,212,1970,10,0,10,10
LUX,212,1971,10,0,10,10
LUX,212,1972,10,0,10,10
LUX,212,1973,10,0,10,10
LUX,212,1974,10,0,10,10
LUX,212,1975,10,0,10,10
LUX,212,1976,10,0,10,10
LUX,212,1977,10,0,10,10
LUX,212,1978,10,0,10,10
LUX,212,1979,10,0,10,10
LUX,212,1980,10,0,10,10
LUX,212,1981,10,0,10,10
LUX,212,1982,10,0,10,10
LUX,212,1983,10,0,10,10
LUX,212,1984,10,0,10,10
LUX,212,1985,10,0,10,10
LUX,212,1986,10,0,10,10
LUX,212,1987,10,0,10,10
LUX,212,1988,10,0,10,10
LUX,212,1989,10,0,10,10
LUX,212,1990,10,0,10,10
LUX,212,1991,10,0,10,10
LUX,212,1992,10,0,10,10
LUX,212,1993,10,0,10,10
LUX,212,1994,10,0,10,10
LUX,212,1995,10,0,10,10
LUX,212,1996,10,0,10,10
LUX,212,1997,10,0,10,10
LUX,212,1998,10,0,10,10
LUX,212,1999,10,0,10,10
LUX,212,2000,10,0,10,10
LUX,212,2001,10,0,10,10
LUX,212,2002,10,0,10,10
LUX,212,2003,10,0,10,10
LUX,212,2004,10,0,10,10
LUX,212,2005,10,0,10,10
LUX,212,2006,10,0,10,10
LUX,212,2007,10,0,10,10
LUX,212,2008,10,0,10,10
LUX,212,2009,10,0,10,10
LUX,212,2010,10,0,10,10
LUX,212,2011,10,0,10,10
LUX,212,2012,10,0,10,10
LUX,212,2013,10,0,10,10
LUX,212,2014,10,0,10,10
LUX,212,2015,10,0,10,10
LUX,212,2016,10,0,10,10
LUX,212,2017,10,0,10,10
LUX,212,2018,10,0,10,10
MAA,435,1960,2,6,-4,-4
MAA,435,1961,2,6,-4,-4
MAA,435,1962,0,7,-7,-7
MAA,435,1963,0,7,-7,-7
MAA,435,1964,0,7,-7,-7
MAA,435,1965,0,7,-7,-7
MAA,435,1966,0,7,-7,-7
MAA,435,1967,0,7,-7,-7
MAA,435,1968,0,7,-7,-7
MAA,435,1969,0,7,-7,-7
MAA,435,1970,0,7,-7,-7
MAA,435,1971,0,7,-7,-7
MAA,435,1972,0,7,-7,-7
MAA,435,1973,0,7,-7,-7
MAA,435,1974,0,7,-7,-7
MAA,435,1975,0,7,-7,-7
MAA,435,1976,0,7,-7,-7
MAA,435,1977,0,7,-7,-7
MAA,435,1978,0,7,-7,-7
MAA,435,1979,0,7,-7,-7
MAA,435,1980,0,7,-7,-7
MAA,435,1981,0,7,-7,-7
MAA,435,1982,0,7,-7,-7
MAA,435,1983,0,7,-7,-7
MAA,435,1984,0,7,-7,-7
MAA,435,1985,0,7,-7,-7
MAA,435,1986,0,7,-7,-7
MAA,435,1987,0,7,-7,-7
MAA,435,1988,0,7,-7,-7
MAA,435,1989,0,7,-7,-7
MAA,435,1990,0,7,-7,-7
MAA,435,1991,0,6,-6,-6
MAA,435,1992,0,6,-6,-6
MAA,435,1993,0,6,-6,-6
MAA,435,1994,0,6,-6,-6
MAA,435,1995,0,6,-6,-6
MAA,435,1996,0,6,-6,-6
MAA,435,1997,0,6,-6,-6
MAA,435,1998,0,6,-6,-6
MAA,435,1999,0,6,-6,-6
MAA,435,2000,0,6,-6,-6
MAA,435,2001,0,6,-6,-6
MAA,435,2002,0,6,-6,-6
MAA,435,2003,0,6,-6,-6
MAA,435,2004,0,6,-6,-6
MAA,435,2005,0,5,-5,-5
MAA,435,2006,0,3,-3,-3
MAA,435,2007,4,0,4,4
MAA,435,2008,0,5,-5,-5
MAA,435,2009,0,2,-2,-2
MAA,435,2010,0,2,-2,-2
MAA,435,2011,0,2,-2,-2
MAA,435,2012,0,2,-2,-2
MAA,435,2013,0,2,-2,-2
MAA,435,2014,0,2,-2,-2
MAA,435,2015,0,2,-2,-2
MAA,435,2016,0,2,-2,-2
MAA,435,2017,0,2,-2,-2
MAA,435,2018,0,2,-2,-2
MAC,343,1991,6,0,6,6
MAC,343,1992,6,0,6,6
MAC,343,1993,6,0,6,6
MAC,343,1994,6,0,6,6
MAC,343,1995,6,0,6,6
MAC,343,1996,6,0,6,6
MAC,343,1997,6,0,6,6
MAC,343,1998,6,0,6,6
MAC,343,1999,6,0,6,6
MAC,343,2000,6,0,6,6
MAC,343,2001,6,0,6,6
MAC,343,2002,9,0,9,9
MAC,343,2003,9,0,9,9
MAC,343,2004,9,0,9,9
MAC,343,2005,9,0,9,9
MAC,343,2006,9,0,9,9
MAC,343,2007,9,0,9,9
MAC,343,2008,9,0,9,9
MAC,343,2009,9,0,9,9
MAC,343,2010,9,0,9,9
MAC,343,2011,9,0,9,9
MAC,343,2012,9,0,9,9
MAC,343,2013,9,0,9,9
MAC,343,2014,9,0,9,9
MAC,343,2015,9,0,9,9
MAC,343,2016,9,0,9,9
MAC,343,2017,9,0,9,9
MAC,343,2018,9,0,9,9
MAG,580,1960,2,1,1,1
MAG,580,1961,2,1,1,1
MAG,580,1962,2,1,1,1
MAG,580,1963,2,1,1,1
MAG,580,1964,2,1,1,1
MAG,580,1965,2,1,1,1
MAG,580,1966,2,1,1,1
MAG,580,1967,2,1,1,1
MAG,580,1968,2,1,1,1
MAG,580,1969,2,1,1,1
MAG,580,1970,2,1,1,1
MAG,580,1971,2,1,1,1
MAG,580,1972,1,4,-3,-3
MAG,580,1973,1,4,-3,-3
MAG,580,1974,1,4,-3,-3
MAG,580,1975,0,6,-6,-6
MAG,580,1976,0,6,-6,-6
MAG,580,1977,0,6,-6,-6
MAG,580,1978,0,6,-6,-6
MAG,580,1979,0,6,-6,-6
MAG,580,1980,0,6,-6,-6
MAG,580,1981,0,6,-6,-6
MAG,580,1982,0,6,-6,-6
MAG,580,1983,0,6,-6,-6
MAG,580,1984,0,6,-6,-6
MAG,580,1985,0,6,-6,-6
MAG,580,1986,0,6,-6,-6
MAG,580,1987,0,6,-6,-6
MAG,580,1988,0,6,-6,-6
MAG,580,1989,0,6,-6,-6
MAG,580,1990,0,6,-6,-6
MAG,580,1991,-88,-88,-88,1
MAG,580,1992,9,0,9,9
MAG,580,1993,9,0,9,9
MAG,580,1994,9,0,9,9
MAG,580,1995,9,0,9,9
MAG,580,1996,9,0,9,9
MAG,580,1997,9,0,9,9
MAG,580,1998,7,0,7,7
MAG,580,1999,7,0,7,7
MAG,580,2000,7,0,7,7
MAG,580,2001,7,0,7,7
MAG,580,2002,7,0,7,7
MAG,580,2003,7,0,7,7
MAG,580,2004,7,0,7,7
MAG,580,2005,7,0,7,7
MAG,580,2006,7,0,7,7
MAG,580,2007,7,0,7,7
MAG,580,2008,7,0,7,7
MAG,580,2009,3,3,0,0
MAG,580,2010,3,3,0,0
MAG,580,2011,4,1,3,3
MAG,580,2012,4,1,3,3
MAG,580,2013,4,1,3,3
MAG,580,2014,6,0,6,6
MAG,580,2015,6,0,6,6
MAG,580,2016,6,0,6,6
MAG,580,2017,6,0,6,6
MAG,580,2018,6,0,6,6
MAL,820,1957,7,0,7,7
MAL,820,1958,7,0,7,7
MAL,820,1959,7,0,7,7
MAL,820,1960,7,0,7,7
MAL,820,1961,7,0,7,7
MAL,820,1962,7,0,7,7
MAL,820,1963,7,0,7,7
MAL,820,1964,7,0,7,7
MAL,820,1965,7,0,7,7
MAL,820,1966,7,0,7,7
MAL,820,1967,7,0,7,7
MAL,820,1968,7,0,7,7
MAL,820,1969,3,2,1,1
MAL,820,1970,3,2,1,1
MAL,820,1971,5,1,4,4
MAL,820,1972,5,1,4,4
MAL,820,1973,5,1,4,4
MAL,820,1974,5,1,4,4
MAL,820,1975,5,1,4,4
MAL,820,1976,5,1,4,4
MAL,820,1977,5,1,4,4
MAL,820,1978,5,1,4,4
MAL,820,1979,5,1,4,4
MAL,820,1980,5,1,4,4
MAL,820,1981,5,1,4,4
MAL,820,1982,5,1,4,4
MAL,820,1983,5,1,4,4
MAL,820,1984,5,1,4,4
MAL,820,1985,5,1,4,4
MAL,820,1986,5,1,4,4
MAL,820,1987,5,1,4,4
MAL,820,1988,5,1,4,4
MAL,820,1989,5,1,4,4
MAL,820,1990,5,1,4,4
MAL,820,1991,5,1,4,4
MAL,820,1992,5,1,4,4
MAL,820,1993,5,1,4,4
MAL,820,1994,5,1,4,4
MAL,820,1995,5,1,4,4
MAL,820,1996,4,1,3,3
MAL,820,1997,4,1,3,3
MAL,820,1998,4,1,3,3
MAL,820,1999,4,1,3,3
MAL,820,2000,4,1,3,3
MAL,820,2001,4,1,3,3
MAL,820,2002,4,1,3,3
MAL,820,2003,4,1,3,3
MAL,820,2004,4,1,3,3
MAL,820,2005,4,1,3,3
MAL,820,2006,4,1,3,3
MAL,820,2007,4,1,3,3
MAL,820,2008,6,0,6,6
MAL,820,2009,6,0,6,6
MAL,820,2010,6,0,6,6
MAL,820,2011,6,0,6,6
MAL,820,2012,6,0,6,6
MAL,820,2013,6,0,6,6
MAL,820,2014,6,1,5,5
MAL,820,2015,6,1,5,5
MAL,820,2016,6,1,5,5
MAL,820,2017,6,1,5,5
MAL,820,2018,7,0,7,7
MAS,590,1968,9,0,9,9
MAS,590,1969,9,0,9,9
MAS,590,1970,9,0,9,9
MAS,590,1971,9,0,9,9
MAS,590,1972,9,0,9,9
MAS,590,1973,9,0,9,9
MAS,590,1974,9,0,9,9
MAS,590,1975,9,0,9,9
MAS,590,1976,9,0,9,9
MAS,590,1977,9,0,9,9
MAS,590,1978,9,0,9,9
MAS,590,1979,9,0,9,9
MAS,590,1980,9,0,9,9
MAS,590,1981,9,0,9,9
MAS,590,1982,10,0,10,10
MAS,590,1983,10,0,10,10
MAS,590,1984,10,0,10,10
MAS,590,1985,10,0,10,10
MAS,590,1986,10,0,10,10
MAS,590,1987,10,0,10,10
MAS,590,1988,10,0,10,10
MAS,590,1989,10,0,10,10
MAS,590,1990,10,0,10,10
MAS,590,1991,10,0,10,10
MAS,590,1992,10,0,10,10
MAS,590,1993,10,0,10,10
MAS,590,1994,10,0,10,10
MAS,590,1995,10,0,10,10
MAS,590,1996,10,0,10,10
MAS,590,1997,10,0,10,10
MAS,590,1998,10,0,10,10
MAS,590,1999,10,0,10,10
MAS,590,2000,10,0,10,10
MAS,590,2001,10,0,10,10
MAS,590,2002,10,0,10,10
MAS,590,2003,10,0,10,10
MAS,590,2004,10,0,10,10
MAS,590,2005,10,0,10,10
MAS,590,2006,10,0,10,10
MAS,590,2007,10,0,10,10
MAS,590,2008,10,0,10,10
MAS,590,2009,10,0,10,10
MAS,590,2010,10,0,10,10
MAS,590,2011,10,0,10,10
MAS,590,2012,10,0,10,10
MAS,590,2013,10,0,10,10
MAS,590,2014,10,0,10,10
MAS,590,2015,10,0,10,10
MAS,590,2016,10,0,10,10
MAS,590,2017,10,0,10,10
MAS,590,2018,10,0,10,10
MAW,553,1964,0,9,-9,-9
MAW,553,1965,0,9,-9,-9
MAW,553,1966,0,9,-9,-9
MAW,553,1967,0,9,-9,-9
MAW,553,1968,0,9,-9,-9
MAW,553,1969,0,9,-9,-9
MAW,553,1970,0,9,-9,-9
MAW,553,1971,0,9,-9,-9
MAW,553,1972,0,9,-9,-9
MAW,553,1973,0,9,-9,-9
MAW,553,1974,0,9,-9,-9
MAW,553,1975,0,9,-9,-9
MAW,553,1976,0,9,-9,-9
MAW,553,1977,0,9,-9,-9
MAW,553,1978,0,9,-9,-9
MAW,553,1979,0,9,-9,-9
MAW,553,1980,0,9,-9,-9
MAW,553,1981,0,9,-9,-9
MAW,553,1982,0,9,-9,-9
MAW,553,1983,0,9,-9,-9
MAW,553,1984,0,9,-9,-9
MAW,553,1985,0,9,-9,-9
MAW,553,1986,0,9,-9,-9
MAW,553,1987,0,9,-9,-9
MAW,553,1988,0,9,-9,-9
MAW,553,1989,0,9,-9,-9
MAW,553,1990,0,9,-9,-9
MAW,553,1991,0,9,-9,-9
MAW,553,1992,0,9,-9,-9
MAW,553,1993,0,6,-6,-6
MAW,553,1994,6,0,6,6
MAW,553,1995,6,0,6,6
MAW,553,1996,6,0,6,6
MAW,553,1997,6,0,6,6
MAW,553,1998,6,0,6,6
MAW,553,1999,6,0,6,6
MAW,553,2000,6,0,6,6
MAW,553,2001,5,1,4,4
MAW,553,2002,5,1,4,4
MAW,553,2003,6,1,5,5
MAW,553,2004,7,1,6,6
MAW,553,2005,6,0,6,6
MAW,553,2006,6,0,6,6
MAW,553,2007,6,0,6,6
MAW,553,2008,6,0,6,6
MAW,553,2009,6,0,6,6
MAW,553,2010,6,0,6,6
MAW,553,2011,6,0,6,6
MAW,553,2012,6,0,6,6
MAW,553,2013,6,0,6,6
MAW,553,2014,6,0,6,6
MAW,553,2015,6,0,6,6
MAW,553,2016,6,0,6,6
MAW,553,2017,6,0,6,6
MAW,553,2018,6,0,6,6
MEX,70,1822,1,2,-1,-1
MEX,70,1823,1,2,-1,-1
MEX,70,1824,1,2,-1,-1
MEX,70,1825,1,2,-1,-1
MEX,70,1826,1,2,-1,-1
MEX,70,1827,1,2,-1,-1
MEX,70,1828,1,2,-1,-1
MEX,70,1829,1,2,-1,-1
MEX,70,1830,1,2,-1,-1
MEX,70,1831,1,2,-1,-1
MEX,70,1832,1,2,-1,-1
MEX,70,1833,1,2,-1,-1
MEX,70,1834,-88,-88,-88,-2
MEX,70,1835,1,4,-3,-3
MEX,70,1836,1,4,-3,-3
MEX,70,1837,1,4,-3,-3
MEX,70,1838,1,4,-3,-3
MEX,70,1839,1,4,-3,-3
MEX,70,1840,1,4,-3,-3
MEX,70,1841,1,4,-3,-3
MEX,70,1842,1,4,-3,-3
MEX,70,1843,1,4,-3,-3
MEX,70,1844,1,4,-3,-3
MEX,70,1845,1,4,-3,-3
MEX,70,1846,-66,-66,-66,
MEX,70,1847,-66,-66,-66,
MEX,70,1848,1,4,-3,-3
MEX,70,1849,1,4,-3,-3
MEX,70,1850,1,4,-3,-3
MEX,70,1851,1,4,-3,-3
MEX,70,1852,1,4,-3,-3
MEX,70,1853,1,4,-3,-3
MEX,70,1854,1,4,-3,-3
MEX,70,1855,1,4,-3,-3
MEX,70,1856,1,4,-3,-3
MEX,70,1857,1,4,-3,-3
MEX,70,1858,1,4,-3,-3
MEX,70,1859,1,4,-3,-3
MEX,70,1860,1,4,-3,-3
MEX,70,1861,1,4,-3,-3
MEX,70,1862,1,4,-3,-3
MEX,70,1863,-66,-66,-66,
MEX,70,1864,1,4,-3,-3
MEX,70,1865,1,4,-3,-3
MEX,70,1866,1,4,-3,-3
MEX,70,1867,1,6,-5,-5
MEX,70,1868,1,6,-5,-5
MEX,70,1869,1,6,-5,-5
MEX,70,1870,1,6,-5,-5
MEX,70,1871,1,6,-5,-5
MEX,70,1872,1,6,-5,-5
MEX,70,1873,1,6,-5,-5
MEX,70,1874,1,6,-5,-5
MEX,70,1875,1,6,-5,-5
MEX,70,1876,-88,-88,-88,-6
MEX,70,1877,-88,-88,-88,-7
MEX,70,1878,-88,-88,-88,-8
MEX,70,1879,-88,-88,-88,-9
MEX,70,1880,0,9,-9,-9
MEX,70,1881,0,9,-9,-9
MEX,70,1882,0,9,-9,-9
MEX,70,1883,0,9,-9,-9
MEX,70,1884,0,9,-9,-9
MEX,70,1885,0,9,-9,-9
MEX,70,1886,0,9,-9,-9
MEX,70,1887,0,9,-9,-9
MEX,70,1888,0,9,-9,-9
MEX,70,1889,0,9,-9,-9
MEX,70,1890,0,9,-9,-9
MEX,70,1891,0,9,-9,-9
MEX,70,1892,0,9,-9,-9
MEX,70,1893,0,9,-9,-9
MEX,70,1894,0,9,-9,-9
MEX,70,1895,0,9,-9,-9
MEX,70,1896,0,9,-9,-9
MEX,70,1897,0,9,-9,-9
MEX,70,1898,0,9,-9,-9
MEX,70,1899,0,9,-9,-9
MEX,70,1900,0,9,-9,-9
MEX,70,1901,0,9,-9,-9
MEX,70,1902,0,9,-9,-9
MEX,70,1903,0,9,-9,-9
MEX,70,1904,0,9,-9,-9
MEX,70,1905,0,9,-9,-9
MEX,70,1906,0,9,-9,-9
MEX,70,1907,0,9,-9,-9
MEX,70,1908,0,9,-9,-9
MEX,70,1909,0,9,-9,-9
MEX,70,1910,0,9,-9,-9
MEX,70,1911,-77,-77,-77,0
MEX,70,1912,-77,-77,-77,0
MEX,70,1913,-77,-77,-77,0
MEX,70,1914,-77,-77,-77,0
MEX,70,1915,-77,-77,-77,0
MEX,70,1916,-77,-77,-77,0
MEX,70,1917,1,2,-1,-1
MEX,70,1918,1,2,-1,-1
MEX,70,1919,1,2,-1,-1
MEX,70,1920,1,2,-1,-1
MEX,70,1921,1,2,-1,-1
MEX,70,1922,1,2,-1,-1
MEX,70,1923,1,2,-1,-1
MEX,70,1924,1,4,-3,-3
MEX,70,1925,1,4,-3,-3
MEX,70,1926,1,4,-3,-3
MEX,70,1927,1,4,-3,-3
MEX,70,1928,1,4,-3,-3
MEX,70,1929,1,4,-3,-3
MEX,70,1930,0,6,-6,-6
MEX,70,1931,0,6,-6,-6
MEX,70,1932,0,6,-6,-6
MEX,70,1933,0,6,-6,-6
MEX,70,1934,0,6,-6,-6
MEX,70,1935,0,6,-6,-6
MEX,70,1936,0,6,-6,-6
MEX,70,1937,0,6,-6,-6
MEX,70,1938,0,6,-6,-6
MEX,70,1939,0,6,-6,-6
MEX,70,1940,0,6,-6,-6
MEX,70,1941,0,6,-6,-6
MEX,70,1942,0,6,-6,-6
MEX,70,1943,0,6,-6,-6
MEX,70,1944,0,6,-6,-6
MEX,70,1945,0,6,-6,-6
MEX,70,1946,0,6,-6,-6
MEX,70,1947,0,6,-6,-6
MEX,70,1948,0,6,-6,-6
MEX,70,1949,0,6,-6,-6
MEX,70,1950,0,6,-6,-6
MEX,70,1951,0,6,-6,-6
MEX,70,1952,0,6,-6,-6
MEX,70,1953,0,6,-6,-6
MEX,70,1954,0,6,-6,-6
MEX,70,1955,0,6,-6,-6
MEX,70,1956,0,6,-6,-6
MEX,70,1957,0,6,-6,-6
MEX,70,1958,0,6,-6,-6
MEX,70,1959,0,6,-6,-6
MEX,70,1960,0,6,-6,-6
MEX,70,1961,0,6,-6,-6
MEX,70,1962,0,6,-6,-6
MEX,70,1963,0,6,-6,-6
MEX,70,1964,0,6,-6,-6
MEX,70,1965,0,6,-6,-6
MEX,70,1966,0,6,-6,-6
MEX,70,1967,0,6,-6,-6
MEX,70,1968,0,6,-6,-6
MEX,70,1969,0,6,-6,-6
MEX,70,1970,0,6,-6,-6
MEX,70,1971,0,6,-6,-6
